,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.auc_large,bickel_titrator.auc_medium.logTr,bickel_titrator.auc_small.logTr,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s028,2.3192763124,0.2180274794,1.4758553623,2.6,43.7222222222,0.4,25.2857142857,0.5333333333,-0.5990189534,-0.8004879637000001,3.9381513436,0.38201630400000003,1.9285490384,-1.6054041269,0.561994863,-1.544591754559063,-2.4974715602936044,-7.789518022099963,-5.237819133894846,3.5892131348,0.2685482463,1.7878762966,0.6666666667000001,0.33333333330000003,16.2916666667,-0.0208333333,1.0,0.0008333333,-4.2916666667,27.5,0.0119077307,0.0,-0.0014763092000000002,-2.1452618454,-0.3187783638,0.8574144487,8.8,8.0,2.4729617614,0.41177284480000004,1.9930521040000002,-0.7167219909,0.0833333333,-1.5140258548,1.8389597558,-0.09204657470000001,3.1862650416,2.0206724221,0.23751954,1.4630295512,-0.8893284577,4.1867508355,134.0,-53.7214627319,0.5453153843,2.0,0.718359375,0.0015058986,1.0,0.0017774583,0.8611111111,-4.625581180301964,-4.625581180301964,-3.664674886451777,-0.8526134297,1.743676798,0.38948905710000004,2.1245932976,-0.029926837100000003,332.0,2.6735187972,0.2958323243,1.7061774266,-3.5,139.5,13.1322092207,0.5418513672,8.0,2.0944334164,0.4581965374,1.6034750296,-0.2122565079,2.8795597565,0.4306247758,1.795878528,-1.9271397231,0.380952381,0.0429173583,0.0002368607,7.033374704,0.7095968097,0.2080392755,3.7654966499,0.32610307520000004,1.6475208016,0.0796993733,353.0,5.8,6.0,365.6666666667,3.4596840718,0.3710334222,0.2939585474832389,281.4999999999939,3.049418933720001,0.31450881563599997,1.8257503637970003,2.4720955502,0.4252242268,1.6727020537000001,-0.3001557635,0.2447263638,0.026934697100000002,2.5201691875,0.3658431963,1.8121946434,-0.4107470928,0.0667422859,2100.3703703704,13.0,7.0,4013.0,-0.1095824185,0.2028935687,0.43352548830000004,0.878117361,0.3632841739
s032,1.0803897658,0.0578700195,1.3718126301,1.75,30.0416666667,0.2,11.6363636364,0.2666666667,0.17722173500000002,-0.3078722907,4.708486974,0.28852444650000003,2.9200676649,-0.18611957110000002,0.6973544521,-1.5862834016282443,-3.157465855047667,-7.296626431491478,-6.531223395496672,5.4997159649,0.306241877,1.0980020773999999,0.33333333330000003,0.1666666667,8.4166666667,0.05,1.0,-0.003,-4.5,4.0833333333,0.18309859150000002,3.0,-0.006,-1.5281690141,-0.2329064039,0.8999507389,6.2,4.8,2.1243925833,0.3686486537,1.9419506926,-0.6457066718000001,0.6388888889000001,-2.4686317928,2.7427774552,0.0,5.3201349372,2.8946488971,0.0198664967,2.1547790314,-0.9575666758,4.0502743994,186.0,10.925098711,0.2565783653,8.0,0.5,0.0016051999219999999,0.9500000000000001,0.0024626115,0.6111111111,-6.449609932071972,-6.449609932071972,-5.553730190361736,-1.6207356906000001,1.4415369402,0.4063316517,1.7838384931,-0.1928650537,327.7866666666721,3.2534408502659993,0.3159414363,1.5684962244829999,23.075,58.67,-1.3024422447,0.6737623433000001,4.0,1.4620164636,0.3008471337,2.2319348932,-0.3412037463,3.2099057512,0.4001955092,2.2083182204,-3.3711737449,0.40975609760000004,0.0438376781,0.0011957344,1.0,0.0,0.1,4.9098124774,0.2713114748,1.4087564913000001,-1.748862423,242.0,4.6,4.1,232.5,7.0894945009,0.3149783389,1.3258214458485609,266.6666666667,3.8533447473,0.328470712,0.9155979489,3.0830002504,0.3217867458,2.2136801061,-1.2660185018,-0.4615274080449999,-0.216920769828,1.672241411757,0.28010628112500013,1.8002302006570006,-0.33297829098200005,-0.341357548721,1874.7291666667,12.0,8.0,3851.4166666667,-0.1667105367,0.499121864,0.0413442035,0.5375737653,0.6415003779
s034,2.3326392904,0.3064238177,1.5730830239,3.2,44.4444444444,0.4,13.6363636364,0.2666666667,-0.5058296074,-0.3556357604,3.4033471937,0.33171446120000003,1.8477881589,-1.5328980963999999,0.35415239730000003,-3.2127729105918177,-3.199543359551433,-5.193610600537951,-3.3384564351942894,6.4657485501,0.2384326017,2.023769596,1.0,0.0,24.0416666667,0.0458333333,1.0,-0.0005,-3.7916666667000003,22.0,0.11005772650000001,1.0,-0.0066181172,-4.7238010657,-0.0170928651,0.8935255193,7.2,6.9,3.1750184513,0.3561857194,1.8601796333,-0.4914962657,0.3058333333250001,-2.9744549482,1.8201265848000001,0.1910395678,4.9380558016,3.4572747473,0.20781003750000002,1.823686986,0.0,5.965407751,202.0,25.7627506452,0.3968411315,9.0,0.7963762283,0.0018475266000000001,0.8335723877000001,0.0021623757,0.5277777778,-1.8444397271102142,-1.3862943611198906,-1.8444397271102142,-0.6347235841000001,1.8734652119000001,0.4033514683,1.6666748913,-0.7664672278,424.3333333333,3.3344728556,0.3033970686,1.6326207702,70.5,106.5,5.020722484770001,0.3647836808,8.0,1.9121391268,0.4573236908,1.9035992252,-0.6469956119,3.3802047878,0.3628415374,1.3114222069,-2.5114412896,0.4975609756,0.1196288509,-0.0014832127,10.6576723577,0.5418667079,0.2060162747,5.2781974191,0.22415021400000001,2.4482658406,-0.7194301711000001,330.5,7.0,5.4,452.0,2.6272152881,0.321112971,0.2389345885790322,242.5,3.4505544606000003,0.2866874247,1.9918693782,2.5664497441,0.3022281129,1.6151366963,-0.8156122864,-0.7247640396,0.0859870429,1.2891504055,0.3303351457,1.4907883592,-0.232863223,-0.7110049342,1569.8611111111,9.0,9.0,3942.25,-0.6255572799,0.0461894874,-0.6342458085,0.8095301792,0.5192613311000001
s042,1.1350406945,0.3454322112,1.5570854468,2.0,39.1818181818,0.2666666667,24.6315789474,0.36666666670000003,-0.8930824805,-0.7534961297,3.2004835384,0.4143971762,1.6021964637,-1.134540321,0.9062517123,-0.279381005441302,-1.4471792908384877,-10.70374789485229,-9.104529157898149,2.8781266711,0.3102426813,1.2138226707,0.8333333333,0.1666666667,15.0833333333,0.033333333300000004,1.0,-0.0013333333,-3.6666666667000003,21.6666666667,-0.025,2.0,-0.0056666667000000006,-2.3714285714,-0.0015145454,0.7979653655000001,7.4,6.2,1.9614498211,0.5100488447,1.7725397265,-0.9624753398,0.5858333333319997,-1.5971408766000001,-0.0178723294,-0.14226252420000002,3.3527661372,1.9376482460000002,0.017078295,2.3424403551,-1.070541321,3.8243251091,244.0,1.2928725743,0.0438060331,4.0,0.7636707306,0.0021105786,0.9679077148,0.0019073622,0.47222222220000004,-8.511264302067358,-7.365900695568905,-7.365900695568905,-0.8605428281,1.8624045277999999,0.3853204174,2.1717419377000002,-0.3005954353,336.11833333334505,2.7480334490770004,0.33272842062499997,1.3861801779300007,25.92,41.485,-3.6154287001,0.7048703801,16.0,1.1392432281,0.525260805,1.8065143902,-0.6110219369000001,3.0952720553,0.39726530520000003,1.9715417925,-1.6295445623,0.6098765432000001,0.0950362042,-0.0007023340000000001,6.9711769151,0.43506623720000004,0.2214668351,2.13067563,0.3261631917,1.4921256514,-0.7243165327000001,342.0,6.2,6.7,358.5,2.694839713,0.3619672412,0.2491865806958793,342.6666666667,3.0683948824,0.3277516485,1.4656769031999999,2.2710698926,0.4349734954,1.8357751691000002,-1.7726671333000001,-0.7368418103000001,-0.2722453373,1.519449586,0.3682068825,1.74254809,0.0233479031,-0.162817616,1727.6437229437,26.0,6.0,2378.3333333333,1.5248496101,-0.6921747384,0.857728323,0.2040754317,0.16913876220000001
s049,1.0489915657,0.1766314057,1.2284162669,1.65,33.0952380952,0.30000000000000004,25.1333333333,0.5,-0.7036478214,-0.8184859142,3.8519823796,0.3285283909,1.9822222095000002,-1.8845722142999999,0.5763356164,-1.600904222662052,-2.323364566609273,-6.952249842468917,-6.422275648213015,3.2193699423,0.2655265692,1.3458588181,0.33333333330000003,0.6666666667000001,17.6666666667,0.05,1.0,-0.0033333333,-4.25,25.2083333333,-0.043661971800000005,0.0,0.0004225352,-0.5140845070000001,0.15367748350000002,0.9740379364,7.1,5.2,2.2927602912,0.3465299556,2.2429158122,-0.5388090578,0.0555555556,-1.7792181879000002,-0.3110300714,0.0,5.3201349372,3.5928850114,0.0826447236,3.5520219469,-1.0385004382,3.3813588491,149.0,7.6113128603,0.3752535483,7.0,0.8391448975,0.0025828386000000003,0.9008956909,0.002726907,0.47222222220000004,-2.748384152235016,-3.664674886451777,-3.664674886451777,-0.6988269467,2.4302237449,0.3479277839,2.2796395624,0.096625361,283.5,3.5433671540000002,0.3233106083,1.6716341031000002,33.0,41.5,2.7848703784569993,0.5037524114,8.0,1.5536809654,0.5854663507,1.9788500049,0.0029065166000000003,3.1334313094,0.4224348751,1.8347847279,-2.2924115918,0.4556650246,0.008733299,0.0043801035,7.1433390085,0.7544122812,0.2019297618,3.0381625353,0.2699662203,1.2466304949,-1.2329010146,419.5,4.1,5.1,332.8333333333,3.0404983858,0.3623210677,0.5190857350222597,222.8333333333,3.1008764799,0.37223551600000004,1.3485578456,1.8535701233,0.308681959,1.764441711,-0.20323458300000002,0.0756073876,-0.087301315,1.6600160259,0.2960823128,1.8749400268,-0.7131985995,-0.5803971245,1672.8125,13.0,6.0,5014.7083333333,-0.237411120217,0.026306766717999988,-0.176758766243,0.38232337240000003,0.6690042794000001
s060,1.7296340702,0.3000398083,1.6640448012,3.2,49.6666666667,0.5,25.7894736842,0.36666666670000003,0.2609108888,-0.5206685429,3.7838897333,0.3602621804,1.6823431035,-1.1503407773,0.048349315100000005,-1.3614213437302727,-2.1613650124800685,-4.491719481340037,-5.7550548850512975,5.1133897699,0.3033167959,1.2243976136999999,0.8333333333,0.1666666667,3.6666666667000003,0.0833333333,3.0,-0.005,-2.4166666667,5.0833333333,0.0535793731,2.0,-0.0075955511,-2.8417593529,0.00020826820000000002,0.6973081329,10.4,9.2,2.5169970309,0.49489539400000004,1.6499053664,-0.6370429902,0.5277777778,-3.6503107063,0.008772097900000001,0.1910395678,4.9380558016,3.2613645961,0.2749471717,1.4589611196,-1.1195720593,3.7262636324000002,229.0,25.7627506452,0.3968411315,9.0,0.9847656250000001,0.0006895626,1.0,0.0013037095,0.75,-4.625581180301964,-4.625581180301964,-4.625581180301964,-0.4060962161,2.2617783291,0.39055080280000004,1.7789106813000002,-0.6727630248,360.5,3.4490006602,0.3750186527,1.3335734762,95.0,21.5,9.8923120515,0.467776179,16.0,1.8570157675,0.501842393,1.4759730164,-0.4432996837,3.6064849913,0.4407540231,1.5659819712,-1.4783510054,0.46095717880000003,0.0701816193,0.0038933018000000003,8.28092312,0.48896813250000004,0.1952101292,4.1629254718,0.2886190008,1.3492256975,-1.9840981987,318.0,7.3,6.9,382.6666666667,2.9277893542,0.3487771967,0.22115261279074552,282.5,3.7612837488,0.33323910900000003,1.5606027775,3.1483849406,0.3718943295,1.7032931589,-1.0487548014,-0.942670891,-0.7628279567,1.9378323143,0.36386291860000003,1.7802682756000001,-0.6421802151,-0.1713553625,2058.2636363636,10.0,7.0,3764.0833333333,0.9961403040000001,-0.504659614,1.1115739755,0.30023393870000004,0.2913274167
s062,1.0633115153,0.3008623666,1.6124791395,2.1,22.4,0.1666666667,25.5454545455,0.2666666667,-0.26729651860000003,-0.7845079468,3.5649938173,0.3770286557,2.3327265364,-0.8919924612000001,0.0779726027,-2.9409749521418136,-3.2498294354778303,-5.760049665753145,-4.695764636343307,2.4280050198,0.2708837937,1.3618645383,1.0,0.0,4.4583333333,0.10416666670000001,3.0,-0.006500000000000001,-3.2083333333,13.7916666667,0.041502463100000005,0.0,-0.0006256158,-1.0201149425,0.2668709757,0.5652086429000001,7.2,7.5,1.8448759674000001,0.389499957,2.0497570664,-0.8686100313,0.2777777778,-1.043666862,0.1978875094,-0.6932395302000001,3.1607721784,1.9837933276,0.2868815368,1.5353952146,-0.8075379761,4.3503317988,202.0,25.7627506452,0.3968411315,9.0,0.6650108576,0.0007856365,0.8120579243,0.0009199542,0.6944444444,-4.625581180301964,-3.664674886451777,-2.748384152235016,-0.7185165019,1.9432649432,0.455690136,1.9659127042,-0.2190356772,352.5,2.1587920729,0.349930234,1.3441595595,4.5,130.0,15.983269342,0.3731253503,13.0,1.6338665033000002,0.510132133,1.8524867221,-0.7558956738,2.7908606603,0.4224303783,1.8280783827,-3.2095060322,0.5461346633,0.0055917048000000006,0.002407235,4.1284206125,0.522543679,0.3041431392,3.7360924936,0.2950870876,1.1244404505,-1.3323935701,337.995,6.2,5.5,295.0,3.2537724521999998,0.33593757690000003,0.3240280545416061,264.1666666667,3.0966896054,0.3292034937,1.6295738998,2.5013024092,0.4284555356,1.6111356611,-1.2979365699,-0.6662722405,-0.785600252,1.8856061686,0.3647401538,1.5526360107000001,-0.6310475403,-0.9243713104,3011.8541666667,8.0,6.0,4517.3333333333,-0.4801874887,0.1605851013,-0.6036176387000001,0.1718704859,0.29299772300000004
s063,2.1971445155,0.24789359560000002,1.692210431,3.45,30.9130434783,0.2333333333,16.2307692308,0.1333333333,-0.4191800178,-0.22725727280000002,3.7780050902999998,0.4035778163,2.1581239269,-1.102053187,0.0684674658,-2.336014389303297,-2.5988656708668616,-3.437845085045951,-3.442046079663945,4.240574284969003,0.274521206314,1.5598671395649994,0.1666666667,0.5,10.375,0.0125,0.0,-0.0011666667,0.0416666667,13.5833333333,0.0635184807,1.0,-0.0018660404000000002,-3.8192771084,-0.1305052593,0.7872679897,9.2,7.6,2.895389375,0.46838140920000004,1.6800234189,0.2007017979,0.33888888888900004,-1.6430956658,2.1469214475,-0.1448413667,3.3579238221,2.3819846784,0.2891239838,1.0611367438000001,-1.1195720593,3.7262636324000002,87.0,25.7627506452,0.3968411315,9.0,0.5,0.00138477221,0.9419433594000001,0.0018539359,0.6388888889000001,-1.3862943611198906,-2.748384152235016,-1.8444397271102142,-2.7957943968,1.36680434,0.40038313540000003,1.3561752065000001,-0.1217831419,326.15166666667204,2.7610279732010015,0.316491794946,1.4765337625450001,12.605,65.33,4.7596639938,0.5419792213,6.0,1.5895008593000002,0.4328690066,1.8443898481,-1.5598322502,3.6350271342,0.43777191860000003,1.318888999,-2.3907219857,0.5588972431,0.3033293794,-0.018055309800000002,6.526747793,0.5986142828000001,0.2374835528,3.6598278901,0.3586971325,1.4873074638000001,-0.7034067753000001,401.0,5.3,5.8,322.6666666667,3.6450549894,0.3838065241,0.16761108186526572,346.6666666667,2.1552462736,0.33680087070000003,1.0666437447,2.6754326494000003,0.3719425576,1.9639618375999999,-0.6681824676,-0.3029232075,-0.2144036832,2.034241009,0.4090596408,1.4163641348,-1.0948050366,-0.8370363346,1928.25,3.0,6.0,4967.1818181818,0.2347838626,0.5988229857,0.5901415482,0.8370711785,0.16629202340000002
s065,0.944737318,0.11859756660000001,1.6888005065,1.6,29.6956521739,0.2333333333,15.5238095238,0.30000000000000004,-0.5465769798,-0.8653356799,3.0795155706,0.35887921230000003,2.0228240326,-0.5546000176,0.4636643836,-0.4212108558606599,-2.5758960411774097,-7.3969745110566345,-9.23995354569583,2.0417073816,0.2146546681,1.5255318316,0.6666666667000001,0.1666666667,7.6666666667,0.05,1.0,-0.0046666667000000005,-3.1666666667,6.8333333333,-0.0973023839,1.0,-0.0055533250000000004,-0.7440401506000001,6.938893904000001e-18,-1.595945598e-16,7.9,5.1,0.7076408161000001,0.23725921330000002,2.0894490849,-0.4406489525,0.7777777778,-0.6414345734,2.0854351147,0.7002039655000001,3.9197270062,1.4399562034,0.2591550904,1.5655886274,-1.5813581226,2.8026915057,106.0,10.925098711,0.2565783653,8.0,0.6364894867,0.0019913827,0.6673725128,0.0024085212,0.7777777778,-4.609202534990781,-3.664674886451777,-4.609202534990781,-2.0727980116999998,1.2392810164,0.4180907769,1.3050503759,-0.3150226038,341.87333333334004,2.617636301093,0.3050053599620001,1.7068518964629995,15.355,91.5,1.797616668755,0.32881343020000003,6.0,0.3067264879,0.0280032783,2.3480019956,-0.4077083064,2.0653805347,0.44429482600000003,1.5891340659000002,-1.6763520423,0.376344086,0.047815308300000005,-0.001415606,4.537263491,0.839897946,0.0842369285,1.6548854868,0.08084476800000001,1.8341441786,-0.7250086415,305.0,7.2,3.9,349.54333333333597,2.748274992692999,0.3151174141740001,0.5176146576612785,291.0,1.5784818095,0.2328243025,1.6493998116,0.8308734581,0.11616212100000001,1.7955246949,-1.0454256381,-1.2224978092,-0.1059787388,0.35522672180000003,0.0447362454,1.8198855716,-0.2543409364,-0.1638155754,1305.5633608815,21.0,6.0,2129.5,-0.35714327357999986,0.05554699784100001,-0.31823154561500006,0.8161974934,0.3283289542
s066,0.7404933199,0.2641048521,1.2398065283,1.75,29.2083333333,0.2,13.4814814815,0.1,-0.7947453204,-0.3172275538,3.8829152561,0.3420052396,1.9225095483999999,-0.3331880728,0.8037517123,-2.1823393385427408,-3.1111123758186654,-9.178662457416713,-6.210432129928556,3.4623073468,0.3100998025,1.1910627033,0.0,0.6666666667000001,8.125,-0.0125,0.0,0.0025,-0.7083333333,8.0833333333,0.225,2.0,0.0023333333,-1.5833333333000001,-0.4014370897,0.6618000889,7.9,6.7,1.4931980851,0.5235700954,1.6159256571,-1.0477784245,0.47222222220000004,-1.4994025158,0.5779236955,-0.7548590441,3.810416849,2.9921577146000002,0.2675252047,1.6716403389,-0.9575666758,4.0502743994,156.0,59.8991114415,0.8568707964000001,6.0,0.6927155256,0.0010427193,0.6844765901000001,0.0011305443000000001,0.5277777778,-7.365900695568905,-7.824046010856292,-6.449609932071972,-1.2488808288,1.9205369085,0.4733200447,1.917336017,-0.1735042188,339.0,3.6067822720000002,0.3233576701,1.6434448380000002,38.5,-35.5,-1.4479000037,0.6320841931,9.0,1.4289115525,0.5367361687000001,2.0501932208,-0.1240476586,2.3047687136,0.3949518965,1.9391944402,-1.1485903171,0.37215189870000004,0.0558272151,-0.0003746706,4.8913951646000005,0.6156257317,0.24314391670000002,2.8726386398,0.2912168341,1.7435357931,-0.3017314041,353.0,5.3,5.4,314.20833333332996,3.223515408923001,0.34365815746800005,0.6008927674371974,300.6666666667,4.5031783677,0.3516997773,1.9314962480000002,2.3373559542,0.4362387452,1.7121625227,-1.8369754439000001,-0.3192559035,0.1321064416,1.4562809631,0.0558765707,2.1268109144,-1.0377044573,-0.6396393394000001,2714.7777777778,0.0,9.0,4091.25,-0.7342803426000001,0.3491282972,-0.349061406,0.1925864579,0.2455347628
s071,1.0874947506,0.2115351155,1.5445496725,2.15,14.0909090909,0.2666666667,15.8148148148,0.1,-0.8065566233,-0.4051981007,3.113972944,0.4174691069,1.9005261078000002,-0.2881823344,0.1364143836,-3.2221130791260344,-3.078723100162752,-5.085552285725692,-3.5484680948295066,5.9334570281,0.298819296,1.9460691548,0.33333333330000003,0.5,10.125,-0.07083333330000001,2.0,0.00016666670000000001,-2.2916666667,8.2916666667,0.016421568600000002,0.0,-0.0020098039,-0.45833333330000003,0.33324067,0.1368406422,8.2,7.5,1.9491666315,0.4220924326,1.9492698174,0.25077101,0.4166666667,-0.9179417359,-4.6771154316,-1.5753864747000002,0.8500741887000001,1.7301160071,0.25060143020000003,1.3167461187,-0.7347402228000001,2.4369575517,162.0,7.6462537787,0.2844630669,7.0,0.7197738647,0.0012448901,0.7429323197000001,0.0013413058,0.5,-4.625581180301964,-4.625581180301964,-3.664674886451777,-1.1098010896,1.7033051659,0.3911866741,2.2615886392,-0.18167452920000002,294.3333333333,2.5463120357999998,0.4297030813,1.6122839238000002,3.5,43.0,-2.45453505,0.5845496250000001,12.0,1.4568381320000001,0.5300392456,2.0202687716,-0.0450622886,3.9660945266,0.38816043250000004,2.3370193756,-2.9667859997,0.5604938272000001,0.0571772708,0.0029627066,5.8216634678,0.7573969125000001,0.2874175489,2.9409938885,0.30447403230000003,1.8559658189000001,-1.4069391437,453.0,5.1,4.1,260.8333333333,2.8353159103000003,0.45675065200000003,0.4181795522416959,327.3333333333,2.5598708714000002,0.0649397406,3.3328211582,2.7064938329,0.32267569220000003,2.2624684248999998,-0.8044482917,-0.5437030812,-0.4137819708,1.7296816491,0.3804873291,1.7562302820000002,-0.1562802684,0.5524570601000001,2477.7018518519,4.0,7.0,5508.5833333333,-0.0178435071,0.21963879760000002,-0.40891241980000004,0.8308472881000001,0.1405770658
s081,0.6178326030000001,0.4562321762,1.5708033305,1.05,36.25,0.33333333330000003,25.4444444444,0.4,-0.3854123008,-1.1120293925,4.6296502866,0.3029260608,3.6016066160999998,-0.8137415204,0.3858407534,-3.0071672686158446,-2.623696461755078,-6.64383576300703,-4.237698029307851,3.9129481297,0.2330755354,2.0596289195,0.33333333330000003,0.6666666667000001,11.125,-0.07083333330000001,1.0,-0.0025,-1.875,18.9583333333,-0.0314256825,1.0,0.00039838220000000004,-4.5333670374,-0.3617387924,0.7476289194,7.3,6.5,1.8758398577,0.346257087,1.6912648603,0.2450930134,0.1111111111,-1.3867379107,0.9990143695,0.0,5.3201349372,3.8833316436,0.10529226300000001,3.5302838303,-0.8893284577,4.1867508355,159.0,1.2928725743,0.0438060331,4.0,0.6307462215,0.0008980930000000001,0.6628083944000001,0.0009898992,0.6944444444,-4.625581180301964,-2.748384152235016,-2.748384152235016,-0.9943937162,2.0381659277,0.3660502332,1.9658110542,-0.3576185602,262.0,3.7997761075,0.2250223187,2.3181308886,18.0,93.0,4.9435618825299965,0.5639088968,12.0,1.4915674288,0.4653287474,2.0386136151,0.179254867,4.565662436,0.33637616800000003,2.2522457028,-2.1619773572,0.4516129032,0.027213544000000003,0.0008906851,5.6850001605,0.46544955200000004,0.2704380091,3.2600679319,0.251969423,2.0334629201,-0.23483823680000002,378.5,5.7,5.1,225.3333333333,4.9866286575,0.2522886902,1.5814164487823932,221.75,2.5953956960999998,0.3111376138,2.8749103132,2.8778998424,0.2535523232,2.4490773788,-1.1407562658,-0.4838778259,-0.6354953852,1.8429587158,0.2634003026,1.9544330680000002,-0.2146558029,0.12238998970000001,1829.1851851852,3.0,9.0,3605.6666666667,-0.4679354664,-0.3050086074,0.0476063952,0.19687823510000002,0.1365280687
s082,2.1008804979,0.1912198286,1.6210437092,2.65,36.8181818182,0.2666666667,18.8636363636,0.2666666667,-0.7005675085,-0.9698966440000001,3.9028533966000003,0.3241670846,2.0747201002,-1.0606922339,0.5437619863,-2.660214503719887,-2.7201002517198503,-8.13428730652605,-4.988512434152287,5.6824004389,0.24705966370000002,2.2283952866,0.8333333333,0.0,5.7083333333,0.0291666667,1.0,-0.0021666667,-1.875,3.25,0.0041962175,2.0,-0.0068345154,-1.2919621749,0.29550928800000004,0.7944050146,8.2,5.9,2.923379734,0.43839691000000003,2.1321415295,-0.7691428756,0.1111111111,-0.968439519,-0.20835101860000002,0.0,5.3201349372,3.7401743651,0.011237939800000001,4.2037502355,-0.7017421781000001,4.5619233948,209.0,25.7627506452,0.3968411315,9.0,0.8108306885000001,0.0019553837,0.9811523438,0.0022369199000000003,0.6944444444,-5.553730190361736,-4.625581180301964,-3.664674886451777,-0.6239543026000001,2.1409048371,0.3073997889,2.8262150739000003,-0.3583775389,259.1666666667,3.8228200525,0.3109373275,1.8160741675,3.0,51.5,12.950647121,0.6762551069,15.0,1.6277072634,0.4728458848,2.3919824852,-0.5749159874,2.7975976516000003,0.3729792937,1.9762751955,-2.7272785305,0.48888888890000004,0.0006256205,0.0044740148,6.1695985363,0.8490824717000001,0.18537842640000002,5.0795743001,0.3096663725,1.8178882552000002,-1.3185121421,251.0,6.2,5.5,290.8333333333,4.5161230164,0.3288193318,0.5344220395960761,218.3333333333,3.5312845067,0.3064213863,1.6932056757,4.0404798794,0.3462534065,2.5457264913,-0.9320539942,-0.7501448447,0.0040812982,2.4354358076000002,0.24997998710000002,2.2359774092,0.0929305881,-0.43392063270000003,2702.787037037,-1.0,7.0,5343.25,-0.032115587,-0.1237399904,-0.7142676783,0.4725999708,0.31401691800000003
