"X","adaptive_n_back.hddm_drift","adaptive_n_back.hddm_non_decision","adaptive_n_back.hddm_thresh","adaptive_n_back.mean_load","angling_risk_task_always_sunny.keep_adjusted_clicks","angling_risk_task_always_sunny.keep_loss_percent","angling_risk_task_always_sunny.release_adjusted_clicks","angling_risk_task_always_sunny.release_loss_percent","attention_network_task.alerting_hddm_drift","attention_network_task.conflict_hddm_drift","attention_network_task.hddm_drift","attention_network_task.hddm_non_decision","attention_network_task.hddm_thresh","attention_network_task.orienting_hddm_drift","bickel_titrator.auc_large","bickel_titrator.auc_medium.logTr","bickel_titrator.auc_small.logTr","bickel_titrator.hyp_discount_rate_large.logTr","bickel_titrator.hyp_discount_rate_medium.logTr","choice_reaction_time.hddm_drift","choice_reaction_time.hddm_non_decision","choice_reaction_time.hddm_thresh","cognitive_reflection_survey.correct_proportion","cognitive_reflection_survey.intuitive_proportion","columbia_card_task_cold.avg_cards_chosen","columbia_card_task_cold.gain_sensitivity","columbia_card_task_cold.information_use","columbia_card_task_cold.loss_sensitivity","columbia_card_task_cold.probability_sensitivity","columbia_card_task_hot.avg_cards_chosen","columbia_card_task_hot.gain_sensitivity","columbia_card_task_hot.information_use","columbia_card_task_hot.loss_sensitivity","columbia_card_task_hot.probability_sensitivity","dietary_decision.health_sensitivity","dietary_decision.prop_healthy_choice","dietary_decision.taste_sensitivity","digit_span.forward_span","digit_span.reverse_span","directed_forgetting.hddm_drift","directed_forgetting.hddm_non_decision","directed_forgetting.hddm_thresh","directed_forgetting.proactive_interference_hddm_drift","discount_titrate.hyp_discount_rate_glm.logTr","discount_titrate.hyp_discount_rate_nm","discount_titrate.percent_patient","dot_pattern_expectancy.AY.BY_hddm_drift","dot_pattern_expectancy.BX.BY_hddm_drift","dot_pattern_expectancy.bias","dot_pattern_expectancy.dprime","dot_pattern_expectancy.hddm_drift","dot_pattern_expectancy.hddm_non_decision","dot_pattern_expectancy.hddm_thresh","go_nogo.bias","go_nogo.commission_errors","go_nogo.dprime","hierarchical_rule.score","holt_laury_survey.beta","holt_laury_survey.risk_aversion","holt_laury_survey.safe_choices","information_sampling_task.Decreasing_Win_P_correct","information_sampling_task.Decreasing_Win_motivation","information_sampling_task.Fixed_Win_P_correct","information_sampling_task.Fixed_Win_motivation","keep_track.score","kirby.percent_patient","local_global_letter.conflict_hddm_drift","local_global_letter.global_error_cost","local_global_letter.global_incongruent_errors","local_global_letter.hddm_drift","local_global_letter.hddm_non_decision","local_global_letter.hddm_thresh","local_global_letter.local_error_cost","local_global_letter.local_incongruent_errors","local_global_letter.switch_cost_hddm_drift","motor_selective_stop_signal.SSRT","motor_selective_stop_signal.hddm_drift","motor_selective_stop_signal.hddm_non_decision","motor_selective_stop_signal.hddm_thresh","motor_selective_stop_signal.reactive_control","motor_selective_stop_signal.selective_proactive_control","probabilistic_selection.positive_learning_bias","psychological_refractory_period_two_choices.PRP_slope","ravens.score","recent_probes.hddm_drift","recent_probes.hddm_non_decision","recent_probes.hddm_thresh","recent_probes.proactive_interference_hddm_drift","shape_matching.hddm_drift","shape_matching.hddm_non_decision","shape_matching.hddm_thresh","shape_matching.negative_priming","shape_matching.prime_trials","shape_matching.stimulus_interference_hddm_drift","shift_task.conceptual_responses","shift_task.learning_rate","shift_task.learning_to_learn","shift_task.num_cat_achieved.ReflogTr","shift_task.perseverative_errors","shift_task.perseverative_responses","shift_task.trials_pre_first_cat","simon.hddm_drift","simon.hddm_non_decision","simon.hddm_thresh","simon.simon_hddm_drift","spatial_span.forward_span","spatial_span.reverse_span","stim_selective_stop_signal.SSRT","stim_selective_stop_signal.hddm_drift","stim_selective_stop_signal.hddm_non_decision","stim_selective_stop_signal.hddm_thresh.logTr","stop_signal.SSRT","stop_signal.commission_errors","stop_signal.hddm_drift","stop_signal.hddm_non_decision","stop_signal.hddm_thresh","stop_signal.inhibition_slope","stop_signal.omission_errors","stop_signal.proactive_SSRT_speeding","stop_signal.proactive_slowing","stroop.congruent_errors","stroop.hddm_drift","stroop.hddm_non_decision","stroop.hddm_thresh","stroop.stroop_hddm_drift","threebytwo.cue_switch_cost_hddm_drift_100.0","threebytwo.cue_switch_cost_hddm_drift_900.0","threebytwo.hddm_drift","threebytwo.hddm_non_decision","threebytwo.hddm_thresh","threebytwo.task_switch_cost_hddm_drift_100.0","threebytwo.task_switch_cost_hddm_drift_900.0","tower_of_london.avg_move_time","tower_of_london.num_extra_moves","tower_of_london.num_optimal_solutions","tower_of_london.planning_time","writing_task.neutral_probability","writing_task.positive_probability"
"s403",0.939400703,0.0312302432,1.9090568491,2.05,39.0588235294,0.4333333333,22,0.3,-0.4011699125,-0.7675376532,3.9187484726,0.3202393437,2.0596836738,-1.4945130691,0.6606181507,-2.41704318303854,-2.39734747776547,-8.88447562494679,-4.80102528949227,3.0191734273,0.2538744641,1.8342618467,0.1666666667,0.5,4.5833333333,1.249000903e-16,2,-0.004,-1.4166666667,19.4166666667,0.2687943262,2,-0.0149148936,-0.8953900709,-0.2511978152,0.0612244898,0.6597643651,6.7,6.5,1.6331304344,0.4111825582,1.4952605472,-0.8369897381,-1.366439112071,-0.0171833495,0.1388888889,0.2413401553,-0.1064898083,-0.7548590441,3.810416849,3.0426806894,0.18501041,2.6975255897,-1.070541321,0.2,3.8243251091,134,4.755929149,0.1346114405,5,0.6809286594,0.0013511221,0.8323936462,0.0019961081,0.5555555556,0.2592592593,-1.1799340281,-63,0.1578947368,1.5995573598,0.3681844056,1.9356556085,149,0,-0.3470898445,328.3333333333,2.2939444152,0.3001683209,1.2344881822,-9,9,2.0886910846,0.619533426,11,1.672569203,0.538006957,1.8535097177,-0.0788747287,3.3774390787,0.4032065269,2.1142668732,-36,0.1039426523,-1.0259249528,167,0.0586036721,0.1964912281,0,80,153,20,3.010158253,0.2960474928,1.0318938725,-1.6067967308,6.9,4.8,285.3333333333,2.2501646495,0.3450722196,0.158043501925156,252.75,0.5111111111,3.2276765144,0.1987501949,2.2855684422,0.0044002144,0.0476190476,93.1666666667,10.211038961,0,2.9117422446,0.3785937601,2.3667022189,-0.7752235467,-0.1344810655,0.1061708788,0.8398932691,0.2770740805,1.8646372425,-0.4067853929,-0.5077025826,1938.1633333333,17,6,3200.8333333333,0.2029703005,0.3563298782
"s408",0.6224245032,0.2923629751,1.2003656202,1.3,25.0384615385,0.1333333333,11.6666666667,0.4,-0.5556694932,-0.2521595709,2.8011001488,0.3399830417,1.8271691672,-1.0593552127,0.118880137,-3.19765565619009,-2.56168414656942,-5.9519813684018,-3.50911650777384,3.0072494241,0.2466809646,1.5645407278,0.6666666667,0.3333333333,7.5416666667,-0.0208333333,1,-0.0001666667,-2.4583333333,7.3333333333,-0.05,1,0.0006666667,-2.6666666667,0.1439006481,0.2040816327,0.7749126956,9.2,10.6,1.5583585211,0.4942556082,2.1008098692,-0.5764905672,-4.36714911977865,0.0110533851,0.4722222222,-2.200221407,0.9606515103,-0.2282999586,3.5248410059,2.2829711077,0.2801310338,1.1962183029,-0.6331575077,0.2285714286,2.7534345291,176,25.7627506452,0.3968411315,9,0.6083211422,0.0007580338,0.8065824509,0.0011352097,0.6388888889,0.5185185185,-0.7264609482,-177.5,0.3333333333,0.8304215266,0.4759176794,1.9391448401,88,0.4166666667,-0.1925773299,339.285,2.620190865248,0.314668525178,1.580397521009,18.525,65.255,-0.652342011286,0.5400150787,3,1.6041025457,0.4810344903,1.9249560504,-0.422864381,2.6929468319,0.4230292544,1.799318226,-5,0.1214285714,-1.2574668584,141,0.0783657497,0.2450980392,1.09861228866811,83,157,18,2.5332426032,0.3064953087,1.4227061411,-1.2049743133,6.5,4.9,323.653333333329,2.894758799378,0.327916116172,0.623783425654951,335.625,0.5222222222,2.6735921813,0.301485860612,2.7960290645,0.0034449388,0.0452380952,-77.9166666667,-36.5327764153,0,1.972993271,0.2674687548,1.9639344103,-0.8550081256,-0.3687971796,-0.0497835579,1.4747855957,0.324562114,1.4791992413,-0.6424230218,-0.767708626,2616.78997217155,4,5,4714,0.9133156862,0.2467773976
"s409",1.6587342284,0.2643857745,1.6958520476,2.75,16.8695652174,0.2333333333,13.9230769231,0.1333333333,-0.2692585447,-2.5111112706,2.6239192132,0.3998153841,1.4943600052,-0.8879905179,0.1217123288,-3.40524666595919,-3.39121314445312,-6.76848849462611,-5.1908704300376,3.8739381273,0.2840343917,1.4353805358,0.8333333333,0.1666666667,2.2083333333,0.0958333333,3,-0.0075,-1.0416666667,4.0416666667,0.0545303408,3,-0.003514547,-0.6172069825,-0.0705329912,0.1632653061,0.5551628988,8.4,6.4,2.255093437,0.4284801618,2.155498438,-0.1101607674,-3.70660382687789,0.0177219943,0.2777777778,-1.2536731179,0.1550683944,-0.5629734621,4.194188013,2.9243443106,0.229034766,2.6566034585,-1.1195720593,0.2285714286,3.7262636324,147,10.925098711,0.2565783653,8,0.7225572586,0.0011932081,1,0.0013864687,0.6111111111,0.4814814815,-1.4552657002,-257,0.3,1.6526792207,0.5136663737,1.9689513222,92,0.1,-0.1424099635,242.5,3.5023026115,0.2030604035,1.833946187372,-6,242.5,3.6714956565,0.5647509022,12,2.3731698648,0.5330228423,1.9448253804,-0.4137406969,3.0391782793,0.3769225744,2.2950010399,-28,0.0904761905,-1.4369811057,173,0.0698389938,-0.1070175439,0,89,160,21,2.7952980113,0.2880461877,1.3655110225,-1.2505516694,6.9,5.7,238.3333333333,4.3153433247,0.4824818629,1.08984285571081,237.6666666667,0.5222222222,3.3947753491,0.3631637171,2.1625315786,0.0070451744,0.019047619,-19,94.5781314045,1,1.8441325656,0.3385246439,2.1192665479,-1.1646207227,-0.7144698461,-0.8443462405,1.6185749968,0.3619020346,1.905513988,-0.2348926907,-0.0430917898,2304.3296296296,4,6,3800.1666666667,0.1561066866,0.4824774191
"s420",0.9521267888,0.0613915906,2.2445065793,2.25,29.6956521739,0.2333333333,10,0.2333333333,-0.5718193043,-0.7570306259,3.3308325551,0.3368841892,2.1485247516,-0.5142645061,0.9687517123,-0.797914264999579,-3.05893834945778,-12.486845309681,-6.85954366309187,3.7324417137,0.3164812842,1.3557834084,1,0,7.8333333333,0.0666666667,1,-0.0046666667,-1.9166666667,14.7083333333,0.031504065,1,-0.0012390244,-2.6483739837,0.2913645539,0.2653061224,0.7438233669,9.2,6.9,1.6721591801,0.4414635281,1.9715503,-0.0019035251,-5.36092035403995,0.0025844293,0.7222222222,-2.842767889,0.9905171581,0,5.3201349372,3.4143879706,0.3024229119,1.7114046337,-0.818826012318,0,4.176405209163,170,25.7627506452,0.3968411315,9,0.7112888336,0.0012869834,0.8643798828,0.0015050557,0.6666666667,0.5555555556,-1.2101814305,-19,0.1666666667,2.0099174957,0.468929877,1.7953167219,132,0.0714285714,-0.1774707099,345.6666666667,4.0525181165,0.2729629466,1.9969100499,9,74,3.7260108862,0.5764527051,10,1.2855014217,0.416565033,1.7967796297,-0.3411361664,2.98346098218,0.422496884561,1.860856739084,-0.415,0.100317719131,-1.626036877428,100,0.0431582702,-0.1446078431,1.09861228866811,71,132,16,4.1314150767,0.3349318568,1.4068608165,-1.1001904047,5.4,5,253.6666666667,3.4110598305,0.3964912292,0.873714892433299,285.8333333333,0.5388888889,3.2603168766,0.3331848818,1.983476264,0.0093660826,0.0238095238,-14.6666666667,27.1592705167,2,2.3775284438,0.3340193158,1.8587571135,-0.7271833598,-0.6299526449,-0.9315686413,1.5708642833,0.3636924415,1.4948890052,-0.2427442966,-0.0855812991,2225.5316666667,-1,9,2729.2083333333,0.9035151993,0.2917111564
"s421",1.6143847232,0.3004899336,1.1180748093,3.15,36,0.3333333333,28.4736842105,0.3666666667,-0.1600833034,-0.8580744035,3.1330302796,0.373365286,1.7854066507,-1.5865880498,0.6562517123,-1.72255292217135,-3.2364741204896,-8.68715741552147,-5.81662739539615,5.3774522669,0.3268752515,1.5028495441,0.3333333333,0,11,-0.0083333333,1,0.0036666667,-2.6666666667,14.2083333333,0.1513784461,1,-0.0046115288,-3.3746867168,-0.0240559271,0.1428571429,1.0010387412,9.8,8,2.096471701,0.4174517896,1.6527849524,-0.6469061523,-3.28214664055066,-0.023797733,0.1388888889,-0.7998802176,3.3074072874,0.7263267092,3.8674815188,1.9788282563,0.2343997232,1.1327648984,-0.5402436899,0.0285714286,4.8849203713,203,10.925098711,0.2565783653,8,0.6603713036,0.0011493297,0.8921030045,0.0018235242,0.5555555556,0.2962962963,-1.0084745365,224,0.1052631579,1.7546825969,0.4222438917,2.1962102666,-100.9,0,-0.0982837692,467.3333333333,3.3639979274,0.2652460591,2.2819667805,10.085,165,-0.3461080515,0.4425460302,10,2.1437684057,0.4628396093,1.9068621769,-1.0791208165,3.1342149642,0.3855442122,1.7275114966,-15,0.1178571429,-2.3799591115,161,0.0234743088,-0.1245614035,0,62,138,25,3.4628890381,0.2893435945,1.2163092989,-0.3401077441,5.4,5.2,246.5,3.3949543572,0.3135106213,0.561020222055969,251.1666666667,0.5166666667,2.5620900803,0.3520422333,1.3227917705,0.010086116,0.0476190476,-31.6666666667,59.3283887468,0,2.6813805935,0.3981924529,1.8654374495,-2.0062915063,-0.1768371298,0.1578541612,1.5228630781,0.3426300793,1.5951292325,-0.2451962937,-0.6567728016,2277.6791666667,14,8,2830.9166666667,0.8504261364,0.3360540439
"s425",1.3599855334,0.3094467602,1.6958823988,2.9,23.3043478261,0.2333333333,16.5833333333,0.2,-0.0014778223,-0.2099448189,4.0839410906,0.4333959214,1.6742548317,-0.3101774752,0.9137517123,-1.13134460919427,-2.40069140384822,-11.0864558377482,-11.1877597641468,4.612304942,0.3548869436,1.5608180321,0.5,0.3333333333,9.25,0.2,3,-0.0146666667,-3.1666666667,8,0.2260395365,3,-0.0117396046,-1.3203817314,0.0328147788,0.1428571429,0.9367403986,8.8,5.8,2.9688286287,0.4114382531,2.2931394782,1.1178387612,-5.59153709019345,0.0027578855,0.7777777778,-0.5208527162,1.7210446457,0,5.3201349372,3.7632420731,0.2040992832,2.4993999257,-1.1652624446,0.2571428571,3.6348828618,115,1.2928725743,0.0438060331,4,0.7898870468,0.0011568534,0.9989257812,0.0012355188,0.6388888889,0.6666666667,-0.4926949364,-103,0,1.7813220341,0.643200153,2.1111257366,-341.5,0.0476190476,-0.1840328998,240,2.7582777815,0.2867082079,1.8925152481,18.5,111.155,6.462593095033,0.6205315846,12,2.4092852427,0.5657040029,1.6573088305,-0.4538194888,4.1682051959,0.3901534412,2.5791745229,43,0.1035714286,-1.8768232616,147,0.0840353337,-0.0228070175,0,111,174,21,4.6820300462,0.3123063373,2.0573053591,-0.4978208415,7,5.9,251.5,4.4995889467,0.4080294076,1.06858519962808,225.5,0.5333333333,3.8071618629,0.396443483,2.531027656,0.0072788078,0.0095238095,-9.6666666667,89.3690922377,0,4.0627275448,0.3517237741,2.4987060509,-0.7979531083,0.0578804421,0.0544205649,1.7096586451,0.407992033,1.3234785222,-1.150637162,-0.4743714486,2538.7121212121,1,10,4452.25,0.8712921405,0.4169467646
"s427",1.3600518938,0.3480803919,1.5304954786,2.6,52.3125,0.4666666667,27.8421052632,0.3666666667,-0.7211664718,-1.6162033489,3.0512293003,0.4289064334,1.3105022114,-0.2254032085,0.6262619863,-0.542553700701795,-2.1875395565085,-8.61729920285911,-8.23639148448714,4.5402552179,0.2307418774,1.8409528562,1,0,18.5416666667,0.0541666667,2,-0.0045,-2.0416666667,15.8333333333,0.0434143353,0,-0.0035662651,-0.2646518276,0.1679178428,0.1224489796,0.6798390487,8.4,7.6,2.3387527152,0.4606368918,1.79336532,-0.2562069013,-1.74299972380698,0.0011990003,0.8888888889,-2.1143956279,-2.3668739314,-0.9927888592,3.3345572188,2.5605078821,0.2487135377,1.4929965845,-1.2890129855,0.3428571429,3.38738178,178,59.8991114415,0.8568707964,6,0.7865528107,0.0007102496,0.9581481934,0.0014388031,0.5,0.7037037037,-1.3277872177,-63,0.1875,1.7410886755,0.4361745772,1.5878246762,4,0.1,0.0287208809,341.6666666667,2.4049387322,0.3271579955,1.263665743,23,24.5,19.0665719988,0.440642957,14,1.9633139049,0.5573965054,2.1793474455,-0.1438428225,2.1571627493,0.4362488177,2.28349006,-97,0.1071428571,-2.4396486274,170,0.1020058615,0.0350877193,0,85,166,16,3.37401031,0.3032395154,1.2061789724,-1.8520488822,5.9,5.8,352.5,2.8936058533,0.3113709692,0.307234028994437,252.5833333333,0.5055555556,2.5017134504,0.2903705769,1.1824255107,0.003060945,0.0714285714,67.5,101.9436129481,1,2.3573631788,0.3689864041,1.530688547,-1.6681377617,-0.3141205913,0.24386872,1.8834758654,0.3310187904,1.8174291783,-0.2823647703,-0.4027451246,2188.395,0,8,4235.1818181818,0.8524613581,0.6024930231
"s430",1.1580295206,0.1998045674,1.6924958033,2.3,29.0909090909,0.2666666667,19.347826087,0.2333333333,-0.5414239583,-1.1099479351,2.4637223515,0.3587860541,1.7263631956,-1.0850721351,0.2303424658,-3.42709491457755,-3.4189046022372,-6.62817135822683,-4.84976319630389,2.6950809466,0.2668753184,1.4466049898,0.1666666667,0.6666666667,8,0.0666666667,1,-0.002,-2.75,16.1666666667,0.0908004901,1,-0.0021686747,-4.6101694915,0.3154680378,0.3617021277,0.505265285,7.9,6.3,0.80443611,0.3892162183,2.2360628985,-1.1216376296,-2.85387410544816,-0.012792957,0.1944444444,-2.578469426,-6.4496069722,-0.389808824213,2.654034818725,1.3912517122,0.3549502944,1.208167257,-1.2083775268,0.2857142857,3.5486526974,117,2.3916188301,0.3492235958,5,0.7857666016,0.0016728677,0.999609375,0.0018542194,0.6666666667,0.2222222222,-0.7934903297,-264.5,0.0952380952,1.4620103516,0.4166166109,2.0842710746,98,0.2941176471,-0.5511046631,491.6666666667,2.1670521993,0.3428989454,1.595421183,-21,-22.5,3.091142986645,0.6430235714,5,1.1611729203,0.5720102264,2.3611708987,-0.5540473562,1.9521981216,0.4052955491,1.9874275607,-102,0.1071428571,-2.2227172593,102,0.036936743,0.1617647059,0.418900639394268,89,145,17,1.2709165045,0.3039448221,1.3681023465,-0.8549166867,4.7,4.2,259.6666666667,2.2364669582,0.333156557533,1.21087008649403,335.4166666667,0.4722222222,2.003296282,0.3597462173,1.4316036715,-0.0007463742,0.0857142857,-24.5,-16.0906084656,1,2.2007486518,0.3446141734,2.180796762,-0.3663699263,-0.6188019022,0.2359541558,1.2555128527,0.2448179763,1.9101138782,0.4395246298,-0.474534064,2155.2894179894,14,2,3330.5833333333,0.8174712713,0.3280157393
"s441",0.6064825125,0.0110530636,1.9015674015,1.55,29.35,0.3333333333,24.7058823529,0.4333333333,-0.4178655089,-1.0846143275,3.4323942793,0.3853771446,1.9133044416,-1.0112664693,0.5937517123,-1.1183529486643,-2.245787284331,-8.11398061836137,-7.3104841839108,3.4402932077,0.3438242864,1.7710994161,0.1666666667,0.6666666667,10,2.081668171e-16,0,2.602085214e-18,-1.110223025e-16,13.1666666667,-0.0170212766,1,0.0001702128,-4.4964539007,-0.1576093857,0.2083333333,0.744267249,6.7,5.5,1.924814741,0.4275083215,2.2817461765,-0.7811447005,-3.33991155166851,-0.0183721926,0.2222222222,-1.562610729,-1.193809451,0.1954308362,4.9292732649,2.4123321676,0.358054697,1.6569325918,-0.9437793146,0.2,3.5708010963,179,2.3916188301,0.3492235958,5,0.7985671997,0.0017424483,0.988671875,0.0016435172,0.4444444444,0.4444444444,-1.1988016987,-156,0.5,0.739588063,0.43583931634,2.1904203472,-286,0.154807048391,-0.5632986672,372.3333333333,2.3044314762,0.3401449428,1.7958043423,43,60.5,2.201724780854,0.7661515078,11,1.6499817905,0.4899163211,2.4152006957,-0.0245943914,2.3792674005,0.4689859659,1.8320468362,-36,0.0866425993,-0.3771950326,53,0.0166330672,0.2052631579,0,118,138,18,3.5785780228,0.254649525,1.6033402881,-0.7489427994,5.1,5.5,330.3333333333,2.9400501481,0.358283608434,0.582515614887133,318.8333333333,0.5277777778,2.5574687887,0.3394191126,1.755597586,0.002692487,0.0523809524,98,51.7946169772,0,2.8969213198,0.3318333645,2.8797344232,-0.9860986582,0.2294741776,0.2258776147,1.6177924384,0.2631269506,2.1191527505,-0.4156127454,-0.7889580671,2517.875,-5,8,5299,0.2099747325,0.1588319678
"s449",1.4321418298,0.3703271875,1.3130755512,3.8,53.35,0.3333333333,21.4666666667,0.5,0.0218511721,-1.2604487804,2.8522115681,0.3633904593,1.5218691233,-1.0966055132,0.2933835616,-0.625562149001397,-2.23840515457707,-7.49523627060709,-8.20940228855324,3.5757295476,0.2800350063,1.1295835303,1,0,4.5,0.0583333333,2,-0.0053333333,-1.5,6.5,0.0575594391,2,-0.0085376956,-1.3529770372,-0.0594019397,0.0612244898,0.794921875,7.8,4.7,1.5715897724,0.4746574259,1.7457306619,-0.7297311543,-4.55888827915339,0.0068084473,0.5555555556,-2.0041117542,0.3152139439,-0.5629734621,4.194188013,2.7246725623,0.2401999861,1.4297874198,-1.070541321,0.2,3.8243251091,246,59.8991114415,0.8568707964,6,0.7666687012,0.0017125011,0.9,0.0021133988,0.6666666667,0.5185185185,-1.6412141585,-104.815,0,1.9014352406,0.305440982,1.6794949258,3,0.25,-0.1684662476,260.3333333333,2.4672636602,0.2482488514,1.7973035348,11,237,4.472865589641,0.3918505786,15,1.7168653836,0.4991754429,1.9784323334,0.0726417265,2.9515574545,0.3725515353,1.6044933044,36,0.075,-1.5645807965,67,0.0712932041,0.3240454076,0.693147180559945,95,144,20,2.8692661233,0.2527239496,1.8727325823,-0.843135383,5.8,5,240.5,3.7546884355,0.2469834722,0.672862253151439,234.5833333333,0.5222222222,3.04895329,0.3624318417,1.5679585847,0.0075575629,0.0333333333,0.1666666667,65.8975402758,0,2.7965809436,0.4326931726,1.9715190953,-1.2776947525,-0.2114986394,-0.1524304851,1.6236479029,0.3378071515,1.3660542102,-0.3934095904,-1.1009122385,1597.55,3,9,4259.9166666667,0.8238883472,0.508299113
"s451",1.107622159,0.0965964044,1.9601276516,2.15,39.7368421053,0.3666666667,20.2380952381,0.3,-0.5245282029,-0.9707705401,2.7591469436,0.3869983976,1.6032398192,-0.9188164697,0.9625085616,-2.05273292084428,-3.17539982015078,-10.4071356630547,-6.33602358595094,5.3119430181,0.304739499,1.9896295253,0.8333333333,0,13.9583333333,0.0625,1,-0.0028333333,-2.625,15.5416666667,0.0104761905,1,-0.000152381,-3.9380952381,-0.1580180448,0.0425531915,0.7129976663,7.4,8.3,3.0353940152,0.4898190367,2.146344206,0.7487146469,-5.72684375359517,0.002872138,0.8055555556,2.7867504779,3.4025034765,0,5.3201349372,3.464218443,0.2099923384,3.6120343155,-0.8893284577,0.1142857143,4.1867508355,238,10.925098711,0.2565783653,8,0.7293655396,0.0010473463,1,0.0010621789,0.6388888889,0.5925925926,-0.9736564961,-16.5,0.1818181818,1.9915908219,0.4621706052,1.52648783,-232,0.05,-0.6992166728,348.1666666667,3.3342180619,0.3521145505,2.238750956,6.5,99,-4.1590127806,0.6377633009,15,2.0806619607,0.4694564001,1.7406284901,0.230030157,3.9964785751,0.477896896,2.1816994297,21.5,0.0618181818,-1.0600886596,140,0.0839289227,0.0771929825,0,115,159,18,3.2952873726,0.315175161,1.4059434117,-0.4142278387,4.9,6.1,320.3333333333,3.0619774052,0.1984682343,0.737672498153607,282.9166666667,0.5222222222,3.4917542048,0.331362156,2.4052698583,0.007639725,0.0119047619,-38.5,28.3507750095,1,2.4977123957,0.3154570167,1.9305799786,-0.8459653587,-0.0670413432,-0.84730345,2.4875434425,0.421913577,2.1089217966,0.2057796737,-0.0294943359,2855.9555555556,2,6,4804.6363636364,0.51847973,0.176661702
"s453",1.3237474908,0.1520930005,2.1178696424,2.35,39.0909090909,0.2666666667,30.5263157895,0.3666666667,-0.1963010856,-1.0388887901,3.1067963847,0.4681276301,1.9413684165,-0.1783677435,0.0334571918,-3.40633039707401,-3.40534982613881,-6.80973387072503,-4.6793834467308,3.8394989142,0.3346150748,1.699601422,0.3333333333,0,10,2.775557562e-16,1,-6.938893904e-18,4.440892099e-16,24.2083333333,-0.1130550622,0,-0.0026394316,-0.9915630551,-0.2404509347,0,0.3458355135,8.9,8.9,1.557375453,0.4426349862,2.0619917395,0.1380551276,-0.665120055980684,-0.0237196361,0.0555555556,-1.7009231787,-1.25073519,-0.5720779213,2.493135343,1.9644340241,0.2690285754,1.4851782982,-0.8742787237,0.2285714286,3.2356769612,113,46.0626954627,0.8291899447,10,0.7586198807,0.0009973241,1,0.0016370174,0.4722222222,0.2222222222,-2.1637656122,8.5,0.336186757379,1.5906412383,0.4858561459,1.4367660935,-133.125,0,-0.0205336127,347.853333333335,2.700411757096,0.32825040614,1.512736631805,20.065,61.895,-5.2974742799,0.647701198,6,1.0539631859,0.6032521578,2.0201663388,-0.2486363393,2.8553585507,0.4288591729,1.7627543869,-5.5,0.1071428571,-1.599437966,85,0.0534652054,-0.0122807018,0,76,124,22,3.2747862489,0.3318120013,1.4503239085,-0.2184714912,5.9,4.9,485.5,1.8052743013,0.3440006645,0.225768377521871,273.5,0.5055555556,3.4718022898,0.3624056331,1.6937632204,0.0065912027,0.0357142857,72.6666666667,64.1228822005,0,2.1779257503,0.4959200166,1.7659201179,-1.6250270293,-0.2920155193,-0.2407342736,0.7425963141,0.2390990082,1.8347509039,-0.7342753852,-0.6391695795,1612.4242424242,2,11,5918.0833333333,0.9166965387,0.1534768705
"s456",0.6800553721,0.0231042659,1.5479187471,1.3,25,0.3,26.5789473684,0.3666666667,-0.0648322245,-1.0517318831,4.0246760923,0.3819909907,2.315150575,-1.1960160489,0.2574460616,-0.607362297423162,-2.53471783353463,-6.43717650266519,-5.98298619016616,2.011977651,0.2614277235,1.3000529716,0.6666666667,0.1666666667,19.2916666667,0.2291666667,2,-0.0148333333,-7.125,6.4166666667,-0.0016949153,0,-0.0024096386,-0.2838472534,0.0290088098,0.1224489796,0.5355575654,6.7,7,1.417580151603,0.460017397691,1.917128721441,-0.654724826149,-3.12906539326446,0.0209831161,0.2777777778,-1.920167882255,-0.73849708615,-0.408116856808,3.197581109475,1.845198323337,0.142853453846,1.913402802193,-1.2890129855,0.3428571429,3.38738178,113,25.7627506452,0.3968411315,9,0.7262480736,0.0007537971,0.7526407838,0.0008973645,0.4722222222,0.2222222222,-1.1446111889,-1,0.375,1.5248825174,0.4644136296,1.4193100791,-188,0.2666666667,-0.5908825841,251.6666666667,2.1573243754,0.2381121363,1.5167188683,-16.5,125.5,4.978791076151,0.4505768973,10,1.353003888,0.5256843754,2.1373568536,-0.0880743527,1.868627396,0.4443210306,1.8392713107,52,0.098540146,-0.4461346226,127,0.1019174771,0.0371517028,0.693147180559945,111,188,19,1.6760029977,0.2376387819,1.5543248066,-0.6625294592,5.7,5.1,312.8333333333,2.7964109294,0.3010806709,0.556493088695515,231.9166666667,0.53288888889,1.9018796625,0.2197012849,1.8349891895,0.002128245,0.0928571429,34.1666666667,42.027150071383,2,2.1322514781,0.3764298408,1.9220705034,-0.6768136523,-0.436426854,-0.512431372,1.2234954173,0.3737358908,1.675065277,-0.3575488634,-0.0874973431,3664.1520833333,2,7,4006.6666666667,0.8060803131,0.3561214143
