"X","adaptive_n_back.hddm_drift","adaptive_n_back.hddm_non_decision","adaptive_n_back.hddm_thresh","adaptive_n_back.mean_load","angling_risk_task_always_sunny.keep_adjusted_clicks","angling_risk_task_always_sunny.keep_loss_percent","angling_risk_task_always_sunny.release_adjusted_clicks","angling_risk_task_always_sunny.release_loss_percent","attention_network_task.alerting_hddm_drift","attention_network_task.conflict_hddm_drift","attention_network_task.hddm_drift","attention_network_task.hddm_non_decision","attention_network_task.hddm_thresh","attention_network_task.orienting_hddm_drift","bickel_titrator.auc_large","bickel_titrator.auc_medium.logTr","bickel_titrator.auc_small.logTr","bickel_titrator.hyp_discount_rate_large.logTr","bickel_titrator.hyp_discount_rate_medium.logTr","choice_reaction_time.hddm_drift","choice_reaction_time.hddm_non_decision","choice_reaction_time.hddm_thresh","cognitive_reflection_survey.correct_proportion","cognitive_reflection_survey.intuitive_proportion","columbia_card_task_cold.avg_cards_chosen","columbia_card_task_cold.gain_sensitivity","columbia_card_task_cold.information_use","columbia_card_task_cold.loss_sensitivity","columbia_card_task_cold.probability_sensitivity","columbia_card_task_hot.avg_cards_chosen","columbia_card_task_hot.gain_sensitivity","columbia_card_task_hot.information_use","columbia_card_task_hot.loss_sensitivity","columbia_card_task_hot.probability_sensitivity","dietary_decision.health_sensitivity","dietary_decision.prop_healthy_choice","dietary_decision.taste_sensitivity","digit_span.forward_span","digit_span.reverse_span","directed_forgetting.hddm_drift","directed_forgetting.hddm_non_decision","directed_forgetting.hddm_thresh","directed_forgetting.proactive_interference_hddm_drift","discount_titrate.hyp_discount_rate_glm.logTr","discount_titrate.hyp_discount_rate_nm","discount_titrate.percent_patient","dot_pattern_expectancy.AY.BY_hddm_drift","dot_pattern_expectancy.BX.BY_hddm_drift","dot_pattern_expectancy.bias","dot_pattern_expectancy.dprime","dot_pattern_expectancy.hddm_drift","dot_pattern_expectancy.hddm_non_decision","dot_pattern_expectancy.hddm_thresh","go_nogo.bias","go_nogo.commission_errors","go_nogo.dprime","hierarchical_rule.score","holt_laury_survey.beta","holt_laury_survey.risk_aversion","holt_laury_survey.safe_choices","information_sampling_task.Decreasing_Win_P_correct","information_sampling_task.Decreasing_Win_motivation","information_sampling_task.Fixed_Win_P_correct","information_sampling_task.Fixed_Win_motivation","keep_track.score","kirby.percent_patient","local_global_letter.conflict_hddm_drift","local_global_letter.global_error_cost","local_global_letter.global_incongruent_errors","local_global_letter.hddm_drift","local_global_letter.hddm_non_decision","local_global_letter.hddm_thresh","local_global_letter.local_error_cost","local_global_letter.local_incongruent_errors","local_global_letter.switch_cost_hddm_drift","motor_selective_stop_signal.SSRT","motor_selective_stop_signal.hddm_drift","motor_selective_stop_signal.hddm_non_decision","motor_selective_stop_signal.hddm_thresh","motor_selective_stop_signal.reactive_control","motor_selective_stop_signal.selective_proactive_control","probabilistic_selection.positive_learning_bias","psychological_refractory_period_two_choices.PRP_slope","ravens.score","recent_probes.hddm_drift","recent_probes.hddm_non_decision","recent_probes.hddm_thresh","recent_probes.proactive_interference_hddm_drift","shape_matching.hddm_drift","shape_matching.hddm_non_decision","shape_matching.hddm_thresh","shape_matching.negative_priming","shape_matching.prime_trials","shape_matching.stimulus_interference_hddm_drift","shift_task.conceptual_responses","shift_task.learning_rate","shift_task.learning_to_learn","shift_task.num_cat_achieved.ReflogTr","shift_task.perseverative_errors","shift_task.perseverative_responses","shift_task.trials_pre_first_cat","simon.hddm_drift","simon.hddm_non_decision","simon.hddm_thresh","simon.simon_hddm_drift","spatial_span.forward_span","spatial_span.reverse_span","stim_selective_stop_signal.SSRT","stim_selective_stop_signal.hddm_drift","stim_selective_stop_signal.hddm_non_decision","stim_selective_stop_signal.hddm_thresh.logTr","stop_signal.SSRT","stop_signal.commission_errors","stop_signal.hddm_drift","stop_signal.hddm_non_decision","stop_signal.hddm_thresh","stop_signal.inhibition_slope","stop_signal.omission_errors","stop_signal.proactive_SSRT_speeding","stop_signal.proactive_slowing","stroop.congruent_errors","stroop.hddm_drift","stroop.hddm_non_decision","stroop.hddm_thresh","stroop.stroop_hddm_drift","threebytwo.cue_switch_cost_hddm_drift_100.0","threebytwo.cue_switch_cost_hddm_drift_900.0","threebytwo.hddm_drift","threebytwo.hddm_non_decision","threebytwo.hddm_thresh","threebytwo.task_switch_cost_hddm_drift_100.0","threebytwo.task_switch_cost_hddm_drift_900.0","tower_of_london.avg_move_time","tower_of_london.num_extra_moves","tower_of_london.num_optimal_solutions","tower_of_london.planning_time","writing_task.neutral_probability","writing_task.positive_probability"
"s028",0.671723694,0.0288952101,1.8293413191,1.8,50.3157894737,0.3666666667,34,0.4666666667,-0.3597006706,-1.3021110866,3.7456537921,0.3395491294,1.9074584531,-1.5675515808,0.8037517123,-0.842239329356179,-3.31989361438171,-9.30197770494769,-6.4307533202699,2.1627478591,0.2718592656,1.3221692893,0.3333333333,0.1666666667,11.944583333334,7.077671782e-16,2,-6.071532166e-18,-1,28.8333333333,-0.0873801221,1,-0.0017288579,-2.5185265911,-0.0246950312,0,0.1521868492,8.3,7.1,2.0091648555,0.3808422072,1.9537930779,-0.9584080761,-2.90877308275937,-0.0197168581,0.1388888889,-1.1213219916,-0.3628011467,-0.378116377,2.8913738017,1.8926621736,0.1469343438,2.2584770715,-0.5402436899,0.0285714286,4.8849203713,118,0.0331595576,-0.6040336065,3,0.8533126831,0.0022778014,1,0.0022514238,0.5833333333,0.2962962963,-0.71463035,-106.225,0.0714285714,2.0899873828,0.4578875579,2.0317921757,-116.055,0,-0.3529381961,327.5,2.4881778725,0.2915948386,1.3878107491,21,77.5,33.0452822761,0.4843217015,3,1.880482968,0.4998782057,2.0904439737,-0.5140447317,1.7360563438,0.425515725788,1.99999414372,-15.5,0.1029411765,-0.6126021772,116,0.0581413581,-0.3553921569,1.09861228866811,79,140,20.12,3.2445564107,0.3174435515,1.400074418,-1.1212834819,6.4,5,238.8333333333,5.5522214849,0.308965115,1.21070008650571,264.6666666667,0.5388888889,2.9801075401,0.3492696619,1.7228387791,0.0051096637,0.0428571429,-51.3333333333,46.0747687047,0,3.765321789,0.3219667915,2.3888896896,-0.6433958135,-0.072720089,0.213018027,1.5453493569,0.0558109029,1.941483541029,-0.2600983677,-0.4406133833,1892.8980952381,10,8,4842.9166666667,0.8843044641,0.4155161321
"s032",1.391655289,0.1905403046,1.0953483289,1.85,41.5185185185,0.1,28.5333333333,0.5,0.0414663232,-0.3929721944,4.6084282954,0.3316773152,2.8279473566,-0.4946621137,0.2943809932,-2.20958923279896,-2.6155381410225,-7.20534076205452,-6.28454854371543,6.3839251744,0.2758585304,2.0250383963,0.5,0.1666666667,10.2916666667,0.0708333333,2,-0.0178333333,-6.2916666667,8.75,0.0034749035,1,0.0003243243,-2.7432432432,-0.4972756911,0.0204081633,0.689964718,6.2,5.2,1.0218314536,0.3631121449,1.5777869134,1.1981009218,-4.54181667920276,0.0084175025,0.5,-4.0161668811,-0.2538647535,0.3298219498,4.6604910377,2.9166103092,0.0470715826,2.1263896329,-0.8893284577,0.1142857143,4.1867508355,218,25.7627506452,0.3968411315,9,0.6912605286,0.0017405018,0.94556427,0.0026067086,0.5555555556,0.5555555556,-1.6563949645,76.5,0.1052631579,2.1631530207,0.3728964455,1.5842632369,-407,0.0909090909,0.0260861867,257.1666666667,2.8896639184,0.3132994665,1.3011872871,3.5,86.5,34.0196611739,0.4311000155,3,1.4613645838,0.420098584,1.6371464858,-0.7353142951,3.0843497144,0.421454748,1.8707701375,-21.5,0.1142857143,-3.4968715442,104,0.0370879633,-0.0073529412,1.09861228866811,66,102,16,3.8503149195,0.2952927527,1.3968554072,-1.733443228,5.1,5.4,291.8333333333,3.9473785257,0.3500779948,0.313678619452496,213.9166666667,0.5277777778,3.9660321859,0.3395152623,2.1341879708,0.0154581344,0.0214285714,-1.1666666667,-1.6479661017,0,3.1843731589,0.3287234348,2.034730245,-1.662417924,0.2565809866,-0.7558484199,0.6475347437,0.1325818305,1.4205041713,-0.3113173571,0.0795414753,2014.0083333333,10,9,3385.75,0.5838859863,0.4500981789
"s034",1.5243393386,0.2687392009,1.1950192417,2.35,30.4347826087,0.2333333333,21.875,0.2,-0.3105671167,-0.6944462301,3.5023740765,0.3734316925,1.7272311732,-0.6103700817,0.0360445205,-3.28377970874261,-3.45024014618237,-6.76506044182462,-4.52261551166152,5.4169532916,0.2730848758,1.4502916334,0.5,0.3333333333,13.3333333333,4.024558464e-16,0,-0.0033333333,0.4166666667,19.9583333333,0.3116161616,3,-0.0067979798,-4.8838383838,-0.2131730696,0.0408163265,0.7022115203,7.3,5.9,2.5832176913,0.3548675471,1.8655000801,-0.8006495291,-2.29818493694838,-0.0050155854,0.0277777778,-4.6495695965,-1.4050001682,0.4874441866,4.3452465641,2.4223098592,0.1351822697,1.4958668925,-0.7017421781,0.0571428571,4.5619233948,175,46.0626954627,0.8291899447,10,0.8817337036,0.0019487654,0.892578125,0.0014959381,0.6666666667,0.0740740741,-0.6091369729,123,0.1538461538,1.3713850991,0.3381810476,1.8761819791,-300,0.0952380952,-0.7054118853,438.3333333333,2.5779634235,0.2889795047,1.3661114781,-4,74,2.548937899765,0.5661983774,10,1.8071824367,0.4036156787,1.7054151441,-0.2615176972,3.191496742,0.3604207411,1.2421650635,5,0.1178571429,-1.8290433985,108,0.063498685,-0.5196078431,1.09861228866811,111,175,20.74,3.916387403,0.2392380555,1.6149125537,-1.0845594427,5.8,6.2,296.993333333336,3.418817619117,0.328412548054,0.449446452791977,271.4166666667,0.5277777778,2.9380448692,0.3184624724,1.5701191545,0.0079740084,0.0285714286,23.8333333333,13.7284114353,1,1.8861396188,0.2795538363,1.8033547361,-1.2572478064,-0.6526112587,0.0976784936,1.3404023971,0.3079527242,1.5251803993,-0.5936257828,-0.9219414276,1730.1296296296,12,9,2924.3333333333,0.1633008377,0.2327784336
"s042",0.8071741677,0.2284936031,1.74601561,1.9,40.1111111111,0.4,21.85,0.3333333333,-0.2319472848,-0.62635927,4.1189320896,0.3432073197,2.6642880927,-0.8711889007,0.9687585616,-0.657551972576818,-1.96652879429159,-10.6941284951819,-7.65234355432526,4.4875351553,0.2465877588,1.5223908138,1,0,18.2916666667,0.0208333333,2,-0.0061666667,-2.2083333333,16.4166666667,-0.0099045346,1,-0.0048591885,-2.9868735084,-0.0567950914,0.1224489796,0.8901018633,6.8,4.5,1.7000618929,0.4684934209,1.5986885754,-1.3776244995,-4.93924750471593,0.0042228994,0.6388888889,-2.6809743439,0.1474791704,0.3322315861,4.6556717651,2.2767317401,0.02051795,2.4089509183,-0.9575666758,0.1428571429,4.0502743994,212,1.2928725743,0.0438060331,4,0.6439033508,0.0015689726,0.9070724487,0.0023141029,0.6111111111,0.7037037037,-1.3313878986,-36,0.3157894737,1.6649328076,0.4141488305,1.6320047653,195,0.125,-0.4646172788,363.8333333333,2.7807115023,0.3158017812,1.2081601703,39.5,88,-6.0651991879,0.6039502739,15,1.5976351892,0.5200682634,1.5113899767,-1.1368853903,3.2018165855,0.3865082492,1.8373199492,-10.5,0.0857142857,-1.4321860963,149,0.086287958,0.1578947368,0,91,166,22,3.4405322763,0.354594733,1.2512547191,-1.5612406502,6.3,4.8,325.6666666667,3.6165283493,0.3238899069,0.491224458750923,321.8333333333,0.5388888889,2.8351091823,0.3142257846,1.4201547693,0.0080706655,0.0595238095,71.6666666667,33.7755555556,0,2.9327139561,0.3983647997,2.0341184123,-1.191806786,-0.7178074955,-0.0489688916,2.0601438926,0.3282156233,1.4533164926,0.0682293962,-0.3351762843,1504.4027777778,21,7,2478.25,0.8596626666,0.1813954842
"s049",0.9100035142,0.0432128681,1.4961217032,1.7,38.875,0.2,22.2222222222,0.4,-0.6168568727,-0.9693414207,3.5589337335,0.3070418818,1.5975600955,-1.035021108,0.4692996575,-3.28243309159339,-2.22241067676369,-7.05670620101186,-5.20730890312054,4.3629083492,0.2541036878,1.6907831791,0.5,0.3333333333,21.6666666667,5.551115123e-16,1,1.344410694e-17,-3.3333333333,23.0833333333,-0.0712437396,1,0.0022971619,-3.333263773,0.1363329584,0.2708333333,0.274128234,7.5,5.7,1.5927245327,0.3762079074,1.8183673759,-0.6976423729,-1.54097512334934,-0.0083194952,0,0.2935164671,-0.8141440949,-1.0603388242,2.4352990176,1.7445285786,0.2344011038,1.5258369864,-0.8903224109,0.1714285714,3.6777149035,182,1.2928725743,0.0438060331,4,0.8771240234,0.0021191442,0.9288574219,0.0018760755,0.6388888889,0.1851851852,0.0863076125,-550.5,0,1.6609169602,0.3619853462,2.0043867576,-277.5,0.1,0.0694301033,231,2.9136428332,0.308617493,1.7789376221,3.5,139,6.17223452008,0.4807701873,6,1.089843567,0.3731108421,2.2117341369,-0.4791910819,3.5810426708,0.4115275855,2.341411908,58,0.1035714286,-1.795732508,102,0.0608052806,0.0754385965,0,87,139,16,3.0994145416,0.2685980029,0.9733579742,-2.2230920754,4.4,4.4,241.1666666667,2.7728394279,0.4436528502,0.486386521360697,239.3333333333,0.5277777778,2.340000021,0.2049307915,1.9522172331,0.0083233157,0.0738095238,16.3333333333,59.142814485,2,2.4995833154,0.3231820257,2.073421429,-0.0367174892,-0.2128689286,-0.9346784546,1.9650504333,0.3050421102,1.7431946765,0.1627582148,-0.1653832251,2524.5285714286,1,4,7185.9090909091,0.7240277894,0.5724588484
"s060",1.6371544093,0.3694209985,1.4797532867,2.8,46.1904761905,0.3,27.6315789474,0.3666666667,-0.5960437333,-1.0010199025,3.7132225475,0.3816014113,1.7674030904,-1.2015654054,0.1139229452,-2.79901708717705,-2.33396267153693,-5.58454388549863,-4.68546037178181,5.1517824558,0.2995865884,1.2021458243,0.8333333333,0.1666666667,3.4166666667,0.0083333333,2,-0.0043333333,-2.5,4.5833333333,0.0284291811,2,-0.005148547,-2.9857752489,-0.0277628893,0.0204081633,0.7041259941,9.8,8.9,2.680021043,0.4572474149,1.6443570284,-0.1599956106,-3.35179983056095,0.0150582765,0.3055555556,-3.317363179,0.3375051758,0.1932209246,4.933693088,3.3675633137,0.2395876924,1.9343641337,-0.9575666758,0.1428571429,4.0502743994,227,10.925098711,0.2565783653,8,0.9780029297,0.000738817,1,0.0012268222,0.8333333333,0.4074074074,-0.6094719,252,0.1111111111,1.9211210021,0.3931179441,1.7571196495,-211,0.1,-0.5473648372,400.5,2.8898636548,0.3719430989,1.1859157686,19,9,19.9986676913,0.4313404862,17,2.3286284432,0.5517060161,1.2902218887,-0.2147316655,3.4234300812,0.4170100804,1.3843822641,33,0.1107142857,-2.215670642,169,0.0556777134,-0.2877192982,0,111,207,24,3.4943637695,0.3236655585,1.5438802993,-0.8743399995,7.7,7,347.3333333333,4.5728297742,0.3720415703,0.44856353282595,258.5833333333,0.5222222222,4.5232886839,0.3875339154,1.8107186454,0.0110631097,0.019047619,1.5,37.8985939908,1,3.5553113665,0.3587016405,1.3345671348,-0.9558905309,-0.5882600619,-0.4995230368,1.9504831033,0.3848356594,1.5079041342,-0.5475246069,0.0932693674,1940.3598484848,5,10,4188.5833333333,0.2211084132,0.186558449
"s062",1.0535994716,0.2906595544,1.4600270605,1.85,27.68,0.1666666667,27,0.3333333333,-0.1314023803,-0.3846180442,2.9059374914,0.372602279999,3.4898483219,-0.2409372232,0.2187517123,-1.98791184873748,-2.65250696036902,-7.08707801673198,-6.64786245061386,2.5493922767,0.2415247588,1.641908747,1,0,5.0416666667,0.1125,3,-0.0055,-3.2083333333,4.2916666667,0.0437513421,3,-0.001972944,-0.8563452867,0.0113237105,0.2244897959,0.8841008293,7.9,10.2,1.7419271293,0.468286659,2.081378964,-0.3905978528,-3.5861645173158,0.0193952568,0.2777777778,-2.1879087341,-1.6183148472,0.1910395678,4.9380558016,3.1580693927,0.3578577026,2.0871625511,-1.1652624446,0.2571428571,3.6348828618,232,25.7627506452,0.3968411315,9,0.6622526646,0.0005414485,0.98203125,0.0006970711,0.5833333333,0.5185185185,-0.9089617099,267,0.125,1.7451263935,0.4249239494,2.0766580438,39,0.1111111111,-0.0524590372,266.3333333333,3.1770658202,0.342728802,1.2505134843,33,-14.5,10.2295124979,0.4283792204,11,0.5396427046,0.5827593737,1.8664960526,-0.1800523708,3.1308344832,0.3937346207,1.8625207497,-21,0.0971223022,-2.565159806,122,0.0546069472,0.1175438596,0,98,171,20,3.0216186108,0.2866182855,1.3601825591,-0.1865948978,5.2,4.7,282.5,3.4700251621,0.325993001004,1.24341323610854,239.4166666667,0.5166666667,2.4613290795,0.3559310636,1.2449262284,0.016828715,0.0761904762,-30.8333333333,57.1224079359,1,2.5606673229,0.369756925,2.2892060863,-1.2796629673,-0.6866813061,-0.0899885802,1.19967299,0.0918823174,2.2452068418,-0.6465846277,-0.2433590825,3714.2604166667,5,4,4417.75,0.1507688511,0.3612157953
"s063",2.067838693,0.3074243644,1.1659823116,3.25,35.5217391304,0.2333333333,35.2941176471,0.4333333333,-1.0332346359,-0.1780496543,5.3076944931,0.4195494116,2.0927428086,-0.7401591042,0.0600599315,-2.9526170193649,-3.39664440620306,-6.76851191100071,-3.38255149960845,6.1257431197,0.2891456531,1.6535520498,0.1666666667,0.3333333333,15.1666666667,0.1333333333,2,-0.0026666667,-3.1666666667,11.1666666667,-0.0321558944,1,-0.0016212154,-3.7198840455,-0.2312044686,0.1836734694,0.7315660081,9.7,8.7,2.1209624204,0.4188222816,1.982172191,-0.4351063446,-1.54117470188496,-0.0143996484,0,-2.582262481,0.2943143383,0,5.3201349372,2.2812220709,0.016462117,2.2330089678,-0.7020170633,0.2285714286,2.8911536404,220,7.6113128603,0.3752535483,7,0.6812107086,0.0011611484,0.8674608231,0.0011635514,0.6111111111,0.1851851852,-1.2366815559,18,0.2,1.8046327173,0.5290181024,1.9262046434,-49,0.1,0.0699720659,347.5,3.577637957,0.3283305127,1.5451378212,14.5,2,-2.3742703251,0.4888324247,5,1.9607895369,0.4180916878,1.9981383032,-0.4195724292,2.5243299877,0.4086953938,1.4691832482,-50.5,0.1039426523,-1.1803286465,138,0.0276097124,0.2157894737,0,96,139,18,2.6923023108,0.2807851158,1.1148045096,-0.9475847204,6.2,5,342.3333333333,3.2137695504,0.4145302398,0.20308210087661,304.5833333333,0.5222222222,3.3679495905,0.3680971235,1.4260297509,0.0120779657,0.0357142857,32.8333333333,22.0254161044,1,3.5621625163,0.3433212646,1.859584407,-0.7242557664,-0.0059359067,-0.0924045098,1.5831509002,0.337794517,1.5500993046,0.0118086695,0.0967528763,2115.5138888889,0,12,5250.6666666667,0.2140035744,0.2998939556
"s065",0.6491352937,0.0210741931,1.6821982391,1.55,38.4444444444,0.1,17.8,0.3333333333,-0.5901520245,-1.2913746611,2.573382048,0.3219512287,2.07548097,-0.4825705125,0.7506181507,-1.61083565745452,-2.07730683538748,-9.61854172017723,-12.4372483685416,2.5551892937,0.2083199393,1.7642293257,1,0,10.5416666667,-0.0708333333,1,-0.0028333333,-4.2083333333,8.75,0.0655860349,1,-0.0016242727,-5.0727348296,-0.0135866224,0.0408163265,0.4984835444,6.6,5.6,0.4923286102,0.388206049558,2.1947708058,-0.0305564128,-1.53942306860549,-0.0126894201,0,-1.8851124857,0.0787096939,0.8463229513,3.6274890347,1.1183939321,0.1777800482,1.7979649727,-1.2989724053,0.6,2.0912506043,111,46.0626954627,0.8291899447,10,0.7056082726,0.0023534207,0.6159029007,0.0019315088,0.6388888889,0.3333333333,-1.1252314014,85.5,0.5,1.2049286111,0.3060790998,1.7511917099,-51.5,0.1764705882,-0.7111954764,355.600000000005,2.343795626293,0.295651929174,1.453582143294,24.835,60.56,1.479920770299,0.3348619968,4,0.6219285879,0.4776326259,2.2741896386,0.1096812834,1.7730993292,0.3769780726,1.779956421,14.5,0.0774907749,-1.3102233673,88,-0.0142098881,0.0578947368,0,98,141,14,2.3680718325,0.2849902109,1.4585661342,-0.6562434646,7.4,7.3,335.046666666662,2.305694332272,0.307416082982,0.410032454853037,297.75,0.538222222226,1.1419232126,0.2184952518,1.3119202452,0.005661726,0.10976190476,45.1666666667,-11.6912216083,1,1.0876651195,0.3452164667,1.7295816114,-1.4499806628,-0.181634845104,-0.210875877363,0.928759975983,0.142510151004,1.924896560298,-0.429690226945,-0.342061166502,1512.2,27,5,1500.0833333333,0.4214680764,0.4849509644
"s066",0.7269534371,0.2003256577,1.4039806831,1.7,31.3636363636,0.2666666667,21.8571428571,0.3,0.2321637888,-0.6677671176,4.2049534776,0.3731122645,2.2639392206,-0.7521147825,0.7242166096,-0.203315743085072,-2.12706457928653,-10.2455413370552,-10.2004202806708,2.7522704004,0.2530130829,1.758769377,0,0.385,8.4166666667,0.0333333333,1,0.0003333333,-1.3333333333,7.875,0.0949570815,2,-0.0053716738,-3.4667381974,-0.3585878567,0.1836734694,0.724714163,7.6,5.3,1.8953510311,0.4620735999,2.7596344826,-0.6579206789,-3.05314744317641,-0.0161981594,0.1944444444,-0.2442379426,-0.7137037006,-0.5542288687,2.8827508555,2.1975209975,0.2720162114,1.6502329799,-0.9575666758,0.1428571429,4.0502743994,125,10.925098711,0.2565783653,8,0.690876627,0.0009390258,0.730340004,0.0010499531,0.6111111111,0.3703703704,-0.5443054999,-58.98,0,1.8280161371,0.3772355979,2.3014300419,339.5,0.1176470588,-0.4334635559,353.6666666667,2.9606501579,0.4142419778,1.2827963698,45,51.5,-8.0451334885,0.6420575256,7,1.4114859735,0.6055053098,2.1103994583,-0.2292282087,3.0657383143,0.4552732446,1.7324624189,-10,0.0931899642,-2.5000880073,168,0.0241326768,0.1671826625,0.693147180559945,58,151,22,3.0114845014,0.2616023686,2.0816638842,-0.3188131476,5.3,5,331.3333333333,3.2466521282,0.3210257108,0.55647751069072,356.0833333333,0.4833333333,2.5693336549,0.1812340644,2.706579152,0.0003716016,0.05,-78.5,15.6900163918,0,2.3006392976,0.3132733768,2.8659435963,-1.2897838344,0.0451922199,-0.0027276525,0.7761445062,0.0384712724,2.1990311161,-0.5338340591,-0.2640632528,2316.1203703704,11,7,3143,0.8393306151,0.1429788708
"s071",0.6921103859,0.046247912,1.9901257598,1.75,37.8636363636,0.2666666667,18.7058823529,0.4333333333,-0.7856789343,-1.4574092878,2.7542782404,0.4152449532,1.5350485218,-0.2829909836,0.2293809932,-2.01022221188984,-2.232002161789,-6.84354771885612,-4.46264690310353,3.659619939,0.2142060646,2.2456248362,0.3333333333,0.5,12.9583333333,0.1875,3,-0.0191666667,-1.2916666667,5.4166666667,0.0196808511,1,-0.010212766,0.3031914894,-0.3287501931,0.2653061224,0.36165611,6.8,6,1.1560010056,0.2879460997,2.1519562433,-0.6973033343,-3.3683831762332,-0.0237971252,0.1944444444,-0.6369312142,-0.7014586273,-0.9342144304,3.4517060764,1.9158534948,0.131262754,2.2109073949,-0.8005189753,0.2285714286,3.0881574643,124,7.6113128603,0.3752535483,7,0.6083211422,0.0010713031,0.7305832386,0.0014346767,0.520277777778,0.3333333333,-0.5333205165,-66.29,0.0909090909,1.6427734834,0.439839696611,2.067143628225,-171.3,0,0.1183335244,323.5,3.2954981174,0.4288999143,1.9177560825,-11,87,5.2836560741,0.5839623781,7,0.5411076163,0.54202628757,2.3049504331,-0.3623512265,2.1775940504,0.4744681663,1.8262911565,-39,0.0875912409,-1.7045395479,126,0.0327238744,0.237745098,1.09861228866811,77,138,18,2.9204213642,0.2915083705,2.1337997618,-0.4223825948,5.1,6,317,2.2770625687,0.4307905359,0.625523184075243,304.5833333333,0.5111111111,2.3079798647,0.355644291,1.6164998075,0.0058152402,0.0571428571,17.8333333333,34.767993714,0,2.9731099623,0.466117689,3.16977247,-0.2053556165,-0.307551720767,-0.174846364171,1.180545459466,0.214528434546,2.017692722051,-0.354395679086,-0.267970834564,2459.6407407407,2,7,4432.6666666667,0.4051994534,0.2617705316
"s081",0.6255768901,0.0269978109,1.6709864007,1.45,18.2608695652,0.2333333333,21.4,0.1666666667,-0.3589996535,-0.3233212695,3.7983374578,0.4099968504,2.1793636008,-0.765175114,0.3499803082,-1.98461715840099,-2.8852819929534,-6.69123851641087,-5.14263849500079,4.7319548501,0.2157785167,2.6883688065,0.1666666667,0.6666666667,18.4583333333,0.1541666667,2,-5e-04,-4.4583333333,13.3333333333,-0.1423953135,2,-0.0008466045,-2.7019960946,-0.3502645151,0.0208333333,0.6167339037,8.4,7.1,2.1692720293,0.3154734723,2.3435834922,-0.0049442036,-2.98526472796458,-0.0163106626,0.1666666667,-3.5116515906,-1.5354296494,0.1910395678,4.9380558016,2.8518366366,0.064657937,2.9045180706,-0.7625664513,0.1142857143,3.9332268227,161,4.755929149,0.1346114405,5,0.6649107456,0.0012160745,0.696820116,0.0009730052,0.7222222222,0.4074074074,-0.8716874354,102,0.1538461538,1.7084275463,0.3863591417,2.150649814,-145.905,0,-0.4090464735,275.6666666667,3.5152831585,0.1935209402,2.4873847447,30.5,142.5,30.6826401715,0.5669489555,15,1.6663753518,0.4127402883,2.2110097225,-0.1828031664,3.7427842288,0.373611292,2.9255399527,87,0.0821428571,-1.6249600881,99,0.0339539565,0.5232198142,0.693147180559945,112,153,17,2.7803973721,0.2940571456,1.3982990699,-0.3777299617,6.8,4.8,218.5,2.7939094448,0.3646550797,0.925549238997216,270.25,0.5166666667,4.4807173253,0.2614856426,2.779863437,0.0112408204,0.0119047619,62.5,27.1684262854,2,2.5129236084,0.3162094114,2.3593042152,-0.7005483586,-0.2392105873,-0.7485714436,1.809735694,0.2595533116,2.1393508384,-0.6548220035,0.2846574774,2087.3796296296,5,8,3985.6666666667,0.1376936543,0.4717295298
"s082",1.3798099683,0.1013025358,1.8047665203,2.45,31.4583333333,0.2,23.6818181818,0.2666666667,-0.2855379236,-1.1540035705,3.882380392,0.3181284797,2.0031633779,-0.6635113841,0.5887517123,-0.771321628800803,-3.32095975052589,-8.34124984892063,-6.47568498192028,5.9507091013,0.243360353,1.886155973,0.6666666667,0,5.9583333333,0.0041666667,1,-0.0038333333,-2.7916666667,3.7083333333,0.0502525253,2,0.0010606061,-2.0858585859,-0.1223337112,0.0612244898,0.6323626457,8.3,7.3,2.9995829064,0.4016774066,2.4489494473,-0.6343432594,-3.61687163402225,0.0219721578,0.2222222222,-0.1369872268,0.8862106203,0,5.3201349372,3.5337507609,0.0161254799,3.6648748997,-0.9575666758,0.1428571429,4.0502743994,233,7.6113128603,0.3752535483,7,0.8056304932,0.0018937548,0.8680659294,0.0021259087,0.6388888889,0.4814814815,-0.3999473629,-149,0,1.8906655743,0.394424437,2.6549964294,-256,0.1111111111,-0.3994505745,267.3333333333,3.7076851476,0.3146941628,2.224187794,0.5,115.5,6.9779141275,0.6319495059,11,1.4440701677,0.4398113417,2.439482974,-0.4959879601,3.363423189,0.3653672978,2.5265474501,18,0.0964285714,-2.1799970244,104,0.0267275157,0.084623323,0.693147180559945,125,179,16,3.9364074368,0.2846385334,1.5929269084,-1.0012043218,7.3,5.7,260,4.3651904302,0.3329989414,1.05935685589344,232.5833333333,0.5222222222,3.8770048469,0.3208601195,1.837971329,0.013442972,0.0142857143,30.1666666667,43.8494572462,0,3.1234112875,0.3986291893,1.8656064461,-0.6759412239,-0.6716213801,-0.6006388299,2.181226447,0.241551572,2.3414078171,0.1463815645,0.1224367377,2231.475,-1,9,6488.3333333333,0.6486152767,0.5123222555
