,NBAC,NBAVRT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTAC,ANTALTAC,ANTALTRT,ANTAVRT,ANTCONAC,ANTCONRT,ANTORTAC,ANTORTRT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTAC,CRTAVRT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFAC,DRFAVRT,DRFPINAC,DRFPINRT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBAC,DPEAYBRT,DPEBXBAC,DPEBXBRT,DPEAC,DPEAVRT,DPBIAS,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGAC,GNGBIAS,GNGDRPIM,GRTSGRIT,HIRAC,HIRAVRT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECAC,ISTDECMV,ISTFXDPC,ISTFXDAC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGAC,LOGAVRT,LOGCONAC,LOGCONRT,LOGCFCAC,LOGCFCRT,LOGICHAC,LOGICHRT,LOGSWCAC,LOGSWCRT,MAASMIND,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSOVTAC,PRSPLB,PRSRVS,PRPSLOPE,PRPTAOAC,PRPTATAC,RPMSCOR,REPAC,REPAVRT,REPPINAC,REPPINRT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMAC,SMAVRT,SHFTAC,SHFTAVRT,SHFTLR,SIMAC,SIMAVRT,SIMSIMAC,SIMSIMRT,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRAC,STRAVRT,STRSTRAC,STRSTRRT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,32AC,32AVRT,32CSCRT1,32CSCRT9,32TSCRT1,32TSCRT9,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTAVRT,TSTMODBA,TSTMODFR,TSTPRSV,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s027,0.8301075269,472.5,3.25,31.190476190500004,0.30000000000000004,630,24.444444444400002,0.4,410,0.993006993,0.028571428599999997,41.0,602.5,-0.021276595699999998,55.5,0.0,73.5,0.006058485000000001,0.1474404297,0.8502041015999999,4.1333333332999995,3.8214285714,4.9666666667,1.75,3.0,3.4,3.4285714286,43,1.0,415.0,0.6666666667000001,0.1666666667,15.958333333299999,0.4875,2,-0.0295,-1.2083333333,12.041666666700001,0.1848506401,1,-0.0021463117,0.1062792115,1.0,1.4545454544999998,-0.16278408789999999,0.6051033190999999,8.3,7.1,0.9583333333,819.0,-0.055555555599999994,85.0,0.027777777799999997,1.1666666667,2.6666666667000003,1.1666666667,3.0,3.1666666667000003,5.5,4.0,6.5,4.6666666667,2.6666666667000003,1.0,3.0,2.0,2.3333333333,5.0,0.0,5.5,0.0,-19.5,0.9918699187,781.5,0.2022392566,4.915656424100001,72.2222222222,66.6666666667,48.148148148100006,4.0,7.0,4.0,3.125,3.125,2.8571428571,2.625,41,0.9914285714,-0.8075379761,4.3503317988,26,0.4525139665,1083.5,162.0,6,1.1875,1.2666666667,0.6397562981,0.7000000000000001,0.0015567866,0.7121877670000001,0.9,0.0018455326000000002,0.6111111111,0.1265219767,0.06403124240000001,0.158113883,4,0.9789473684,791.0,-0.064516129,134.0,0.0,-140.0,-0.064516129,274.0,0.0009456264999999999,142.5,4.6666666667,232.6666666667,-37.0,129.0,41,0.7444444444,11.5278362609,-5.93406329,0.3198007084,0.75,0.705,10,0.9436619718000001,1027.0,0.0,-13.0,0.4166666667,0.33333333330000003,0.6666666667000001,0.75,108.0,0.4,0.2,0.6000000000000001,0.1,0.9927536231999999,813.5,0.5195121951,427.0,0.1228237996,0.97,516.0,-0.02,60.0,302.5,6.5,5.5,,,,,,0.9895833333,673.0,0.0208333333,201.5,6.5,5.0,5.0,2.0,5.5,48,0.9068181818,745.5,117.0,118.5,-25.0,1.5,3.5384615385000004,4.2,1.8888888889,2.3333333333,3.0666666667,1881.7376190476,15,6,2627.5,333.245,0.22470078629999998,-0.0463950465,0.2725340256,2.2,2.0,2.0833333333,1.8571428571000002,2.3333333333,0.19946040620000002,0.3939701676
s028,0.7912621359,583.5,1.8,50.3157894737,0.3666666667,905,34.0,0.4666666667,503,0.9722222222,-0.027777777799999997,5.0,577.0,-0.0833333333,70.5,-0.027777777799999997,79.5,9.12436e-05,0.0016112366,0.0293183594,4.4666666667,3.75,4.4,3.0,2.5,3.0,3.1428571429,39,0.94,468.0,0.33333333330000003,0.1666666667,30.0,7.077671782e-16,2,-6.071532166000001e-18,-1.0,28.8333333333,-0.08738012210000001,1,-0.0017288579000000002,-2.5185265911,1.0,1.7272727273,-0.0246950312,0.1521868492,8.3,7.1,0.9583333333,791.0,-0.1666666667,-14.0,0.1388888889,2.3333333333,3.3333333332999997,1.8333333333,2.5,3.8333333332999997,3.6666666667,4.1666666667,4.1666666667,3.8333333332999997,2.6666666667000003,2.5,2.1666666667,3.1666666667000003,3.0,4.8333333333,-0.0625,350.5,-0.14285714289999998,-101.5,0.9523809524,672.5,-0.378116377,2.8913738017000004,66.6666666667,66.6666666667,51.851851851899994,5.1666666667,5.5,2.875,2.0,2.25,2.5714285714000003,3.75,49,0.9971428571,-0.5402436899,4.8849203713,20,0.3371428571,754.5,118.0,3,1.125,1.1333333333,0.8533126831000001,0.7000000000000001,0.0022778014,1.0,1.0,0.0022514238,0.5833333333,0.06403124240000001,0.0256124969,0.0256124969,3,0.9895833333,863.0,-0.034482758599999996,113.0,0.0,-59.5,-0.034482758599999996,172.5,-0.0208333333,94.0,3.2666666667000004,327.5,21.0,77.5,45,0.5111111111000001,33.045282276100004,-32.0621589797,0.4843217015,0.96,0.965,3,0.9577464789,925.0,-0.055555555599999994,25.0,0.33333333330000003,0.0,0.5833333333,0.4166666667,107.0,,0.9,0.8,0.7000000000000001,0.9595588235,864.0,0.4781491003,567.0,0.05814135810000001,0.97,509.0,-0.06,64.5,371.5,6.4,5.0,238.8333333333,290.3333333333,239.0,-51.3333333333,46.074768704700006,1.0,609.0,0.0,88.5,6.0,6.0,4.0,3.0,5.5,35,0.9377880184,868.0,3.0,-111.0,125.5,180.5,3.8461538462,4.3,3.5555555556,2.6666666667000003,2.8,1892.8980952381,10,8,4842.9166666667,619.5925,-1.03201642,0.007004861899999999,-0.7032798829000001,2.0,2.0,2.5833333333,2.0714285714,2.6666666667000003,0.8843044641000001,0.4155161321
s029,0.8131868132000001,414.5,2.8,46.6666666667,0.4,800,27.3333333333,0.5,370,0.9583333333,-0.0833333333,7.0,572.0,-0.1041666667,61.0,0.027777777799999997,15.5,0.0003154146,0.0003020697,0.0024433594,6.2666666667,4.3214285714,5.3666666667000005,3.25,2.75,3.2,2.5714285714000003,26,0.9866666667,420.0,1.0,0.0,4.875,0.3458333333,3,-0.012166666699999999,-1.875,8.5833333333,0.5483451536999999,3,-0.0230661939,-2.9001182033,1.5,1.5454545455000002,0.0488498114,0.2329862402,5.5,5.1,0.9577464789,747.0,0.055555555599999994,132.0,0.6388888889000001,2.1666666667,5.666666666699999,1.6666666666999999,4.8333333333,4.3333333333,5.0,5.0,6.0,4.8333333333,4.8333333333,2.8333333332999997,2.8333333332999997,1.3333333333,3.3333333332999997,2.8333333332999997,-0.1875,211.5,-0.0714285714,108.5,0.8888888889000001,428.0,0.1289098712,2.6726478429,50.0,66.6666666667,33.3333333333,3.5,5.25,2.5,2.125,3.75,2.2857142857,1.75,37,0.9571428570999999,-1.0820225484000001,2.8201893119,19,0.4694444444,687.0,169.0,2,1.5625,1.9333333333000002,0.7112513065,0.5,0.0016293128,0.9984375,1.0,0.0022827959,0.5833333333,0.0100619225,0.009797959,0.0038729833,2,0.8210526316000001,990.5,-0.19605911329999998,78.0,-0.0147465438,-52.0,-0.1813125695,130.0,-0.08299595139999999,49.0,2.7333333332999996,267.0,-9.0,-1.0,38,0.7000000000000001,-5.5529828028,9.6152645245,0.4222806473,0.9648241206,0.9145728643,8,0.9154929576999999,779.0,0.055555555599999994,87.0,0.25,0.75,0.4166666667,0.6666666667000001,78.5,0.8,0.6000000000000001,0.5,0.9,0.9569892473,539.0,0.4009779951,475.0,0.0245660364,0.95,444.0,-0.1,30.0,305.0,6.5,4.6,314.3333333333,253.6666666667,283.6666666667,30.0,17.9646532713,0.8958333333,693.5,-0.125,149.5,2.5,4.5,3.5,2.0,5.5,53,0.899543379,730.5,-68.0,-1.5,87.0,-33.0,3.0,4.4,2.7777777778,3.1111111111,3.1333333333,1423.7600559163,23,7,2496.25,569.6575,-0.7676608448000001,0.19749281920000003,-0.6978923265000001,1.8,1.9090909091,3.25,2.7857142857,2.75,0.8146709535000001,0.2965616559
s032,0.8123569794000001,397.0,1.85,41.5185185185,0.1,1075,28.5333333333,0.5,398,1.0,0.0,-27.0,631.5,0.0,-9.5,0.0,34.5,0.0007426091,0.0018648987,0.0145810547,3.6,2.5357142857,3.6666666667,3.0,1.75,2.8,2.7142857143,53,1.0,424.0,0.5,0.1666666667,10.2916666667,0.07083333330000001,2,-0.0178333333,-6.291666666699999,8.75,0.0034749035000000003,1,0.0003243243,-2.7432432432,1.0,1.2727272726999999,-0.4972756911,0.6899647179999999,6.2,5.2,0.7916666667000001,777.0,0.44444444439999997,145.0,0.5,2.1666666667,3.0,1.0,1.8333333333,3.8333333332999997,5.3333333333,4.3333333333,6.0,6.166666666699999,3.5,1.0,3.1666666667000003,1.5,1.8333333333,3.8333333332999997,-0.1875,255.0,0.0,-8.5,0.9609375,374.0,0.3298219498,4.6604910377,27.7777777778,33.3333333333,48.148148148100006,5.1666666667,5.25,4.0,3.125,3.125,4.0,3.125,43,0.9885714286,-0.8893284576999999,4.1867508355,33,0.6055555556000001,732.0,218.0,9,1.0,1.1333333333,0.6912605286,0.7000000000000001,0.0017405017999999998,0.94556427,1.0,0.0026067086,0.5555555556,0.0015811388,0.0038729833,0.009797959,2,0.9684210526,639.0,-0.1,242.0,0.0,-4.0,-0.1,246.0,0.022705314,55.0,4.4,257.1666666667,3.5,86.5,47,0.7777777778,34.019661174,-26.539241408000002,0.4311000155,0.975,0.97,3,0.9014084507,746.5,-0.1666666667,297.0,1.0,1.0,1.0,1.0,144.0,0.0,0.0,0.4,0.30000000000000004,0.9928571429,685.5,0.42105263159999995,502.0,0.0370879633,0.99,450.0,-0.02,78.5,267.0,5.1,5.4,291.8333333333,214.5,213.3333333333,-1.1666666667,-1.6479661016999998,1.0,618.5,0.0,140.5,6.0,7.0,7.0,3.0,4.5,26,0.6856492027000001,537.5,94.0,48.5,-28.5,-27.5,4.1538461538,2.9,3.8888888889,1.8888888889,2.2666666667,2014.0083333332998,10,9,3385.75,339.5925,1.2801742238,0.2163480064,1.8873141172,1.0,1.2727272726999999,1.25,1.0714285714,1.5,0.5838859863,0.4500981789
s034,0.8188235294,469.5,2.35,30.434782608699997,0.23333333329999997,671,21.875,0.2,500,0.9860139859999999,-0.0571428571,-30.5,590.0,0.0208333333,49.0,0.0,40.5,0.16550820260000002,0.1197749023,0.3893603516,2.5333333333000003,3.3571428571,3.9666666667,2.5,3.0,3.2,2.4285714286,52,0.9866666667,400.5,0.5,0.33333333330000003,13.333333333299999,4.0245584639999997e-16,0,-0.0033333333,0.4166666667,19.9583333333,0.3116161616,3,-0.006797979799999999,-4.8838383838,1.0,1.7272727273,-0.2131730696,0.7022115203,7.3,5.9,0.9861111111,679.0,0.0,136.5,0.027777777799999997,1.5,2.0,1.0,1.8333333333,4.1666666667,6.166666666699999,6.833333333300001,4.5,3.6666666667,2.3333333333,2.1666666667,1.0,2.8333333332999997,3.3333333332999997,5.1666666667,-0.25,216.5,0.0,1.5,0.937007874,404.0,0.48744418659999994,4.3452465641,61.111111111099994,33.3333333333,59.2592592593,5.3333333333,4.0,4.25,4.375,4.625,3.7142857143,2.125,47,0.9942857143000001,-0.7017421781000001,4.5619233948,30,0.4861111111,679.0,175.0,10,1.0625,1.7333333333,0.8817337036,1.0,0.0019487654,0.8925781250000001,0.9,0.0014959381,0.6666666667000001,0.158113883,0.25,0.158113883,2,0.9032258065,778.5,-0.014198783,154.5,0.0367816092,46.0,-0.050980392199999995,108.5,-0.1469221835,34.0,4.6666666667,438.3333333333,-4.0,74.0,45,,,,0.5661983774,0.9593908629,0.7969543147,10,0.9428571429000001,729.5,-0.05882352940000001,17.0,0.5833333333,0.25,,0.8333333333,124.0,0.4,0.7000000000000001,0.7000000000000001,0.8,0.9571428570999999,528.0,0.4060913706,410.5,0.063498685,0.99,409.0,-0.02,56.0,263.0,5.8,6.2,,259.5,283.3333333333,23.8333333333,13.7284114353,0.9473684211,669.5,-0.06427304959999999,158.0,7.0,5.0,7.0,3.5,5.0,45,0.8630136986,659.5,50.0,53.5,127.0,44.0,3.9230769231,1.9,2.8888888889,1.4444444444,3.2,1730.1296296296,12,9,2924.3333333333003,507.5675,0.7862086603,-0.33991391530000004,0.0100504442,1.6,2.2727272727,1.4166666666999999,1.2857142857,3.0,0.1633008377,0.2327784336
s042,0.8119266055000001,774.5,1.9,40.1111111111,0.4,670,21.85,0.33333333330000003,412,0.993006993,0.027777777799999997,42.5,656.0,-0.0208333333,43.0,0.0,33.0,2.26777e-05,0.0004749298,0.0027861328000000005,4.0,3.1428571429,4.4333333333,2.0,2.5,3.0,3.2857142857,39,0.98,403.0,1.0,0.0,18.2916666667,0.0208333333,2,-0.0061666667,-2.2083333333,16.4166666667,-0.009904534599999999,1,-0.0048591885,-2.9868735083999995,1.0,1.0,-0.0567950914,0.8901018633000001,6.8,4.5,0.9166666667,771.5,-0.11111111109999999,234.0,0.6388888889000001,2.1666666667,2.8333333332999997,1.1666666667,3.1666666667000003,4.6666666667,4.8333333333,3.8333333332999997,5.833333333300001,3.3333333332999997,3.1666666667000003,1.5,1.1666666667,1.5,1.6666666666999999,4.0,-0.2,352.0,0.0,-4.5,0.96,453.0,0.33223158610000003,4.6556717651,11.1111111111,11.1111111111,18.5185185185,5.0,5.5,3.625,3.25,3.0,3.2857142857,3.625,46,0.9857142857,-0.9575666758,4.0502743994,26,0.5888888889,700.5,212.0,4,1.0625,1.2666666667,0.6439033507999999,0.9,0.0015689726,0.9070724487,0.9,0.0023141029,0.6111111111,0.0006324555,0.0015811388,0.0015811388,3,0.9166666667,792.5,-0.2298474946,26.0,0.0294117647,-113.0,-0.2592592593,139.0,-0.019121447,186.0,4.8,363.8333333333,39.5,88.0,45,0.7111111111,-6.065199187899999,11.8336608023,0.6039502739,0.9849246231,0.959798995,15,0.9014084507,801.0,-0.22222222219999999,86.0,0.75,0.6666666667000001,1.0,0.8333333333,116.0,0.1,0.6000000000000001,0.8,0.30000000000000004,0.9892857143000001,629.0,0.5012285012000001,527.0,0.08628795800000001,0.97,516.0,-0.06,52.5,314.0,6.3,4.8,325.6666666667,286.0,357.6666666667,71.6666666667,33.7755555556,0.9894736842,685.0,-0.021276595699999998,123.0,6.0,4.5,5.0,3.0,4.0,42,0.9406392694,597.0,67.5,-39.5,-19.0,45.5,3.5384615385000004,3.2,3.8888888889,2.3333333333,2.3333333333,1504.4027777777999,21,7,2478.25,740.2,-0.3042271755,-0.4457245519,-0.9309246362000001,2.1,1.5454545455000002,2.0,1.1428571429,2.3333333333,0.8596626666,0.1813954842
s047,0.7827102804,603.0,1.45,40.5909090909,0.2666666667,852,25.5,0.2666666667,538,0.9583333333,0.027777777799999997,20.0,554.5,-0.0833333333,93.0,-0.027777777799999997,33.5,0.0003593296,0.0009210128999999999,0.1093574219,3.0666666667,2.3928571429,3.0666666667,3.0,3.0,3.6,1.8571428571000002,57,0.9466666667,449.5,0.1666666667,0.33333333330000003,6.875,0.07083333330000001,1,-0.0035,-1.9583333333,21.1666666667,0.183891547,2,-0.0011797676,-4.7304625199,1.0,1.4545454544999998,0.4101604495,0.592538448,8.3,7.0,0.9436619718000001,780.0,-0.0620915033,57.0,0.055555555599999994,1.5,2.3333333333,1.1666666667,5.5,4.3333333333,4.8333333333,4.5,3.8333333332999997,2.1666666667,2.1666666667,1.6666666666999999,2.5,2.5,5.833333333300001,5.666666666699999,-0.1875,263.0,-0.2,-17.5,0.9365079365,515.5,-0.5769915314999999,2.8372255301,5.5555555556,0.0,3.7037037037,5.1666666667,2.75,4.875,4.75,4.375,3.1428571429,2.75,48,0.9714285714,-1.2083775268,3.5486526974,40,0.5782122905,796.0,207.0,4,1.0625,1.6666666666999999,0.5952996135,0.5,0.0008040667999999999,0.998828125,0.9,0.0016765831,0.7222222222,0.0250474647,0.009797959,0.0256124969,3,0.9270833333,785.0,-0.1666666667,244.5,-0.0294117647,-19.0,-0.13725490199999998,263.5,-0.0187747036,-49.0,5.666666666699999,293.0,16.5,255.5,42,0.6363636364,16.3366716618,-14.1879178996,0.3373905766,0.955,0.8200000000000001,14,0.8873239437,831.0,-0.055555555599999994,121.5,0.8333333333,0.5,0.9166666667,1.0,145.0,0.30000000000000004,0.4,0.7000000000000001,1.0,0.9892086331,667.0,0.5894206549000001,555.0,0.0193283181,0.9,452.0,-0.04,65.5,340.0,7.2,5.8,287.3333333333,247.8333333333,254.0,6.166666666699999,16.8400171695,0.9111111111,640.5,-0.1777777778,126.0,6.5,7.0,6.5,6.5,6.0,25,0.8789954338,744.0,-108.0,-31.0,171.0,107.5,3.6923076923,2.4,3.6666666667,2.1111111111,3.2666666667000004,2049.6060606061,-3,11,4247.8333333333,708.6212121212,0.6280516321,-0.0740660155,0.4694940111,1.2,1.9090909091,1.0833333333,1.2857142857,3.5,0.8139128764,0.3856622834
s049,0.7926267281,427.5,1.7000000000000002,38.875,0.2,883,22.2222222222,0.4,385,0.9861111111,-0.027777777799999997,24.0,507.0,-0.0416666667,64.5,-0.027777777799999997,65.0,0.0008616114,0.3054902344,0.0370634766,3.4666666667,3.1071428571,4.6666666667,2.0,2.5,3.4,2.5714285714000003,53,0.9933333333,424.0,0.5,0.33333333330000003,21.6666666667,5.551115123e-16,1,1.344410694e-17,-3.3333333332999997,23.0833333333,-0.07124373960000001,1,0.0022971619,-3.333263773,1.0833333333,1.3636363636000002,0.1363329584,0.27412823399999997,7.5,5.7,0.9305555556,771.0,-0.11111111109999999,53.0,0.0,2.0,4.1666666667,1.0,1.5,2.8333333332999997,5.3333333333,5.0,4.6666666667,3.8333333332999997,1.6666666666999999,1.3333333333,2.5,1.5,2.6666666667000003,3.8333333332999997,0.0625,-17.0,-0.3125,-97.0,0.921875,576.0,-1.0603388242,2.4352990176,61.111111111099994,33.3333333333,33.3333333333,4.8333333333,3.5,3.875,3.375,3.375,3.1428571429,2.25,42,0.98,-0.8903224109000001,3.6777149035,29,0.5069637883,693.0,182.0,4,1.0,1.2666666667,0.8771240235000001,0.9,0.0021191442,0.9288574219,0.8,0.0018760754999999998,0.6388888889000001,0.1265219767,0.06403124240000001,0.06403124240000001,3,0.9569892473,851.0,0.0476190476,-67.5,0.0589430894,-21.5,-0.011324041799999999,-46.0,0.0211886305,87.5,4.6666666667,231.0,3.5,139.0,45,,,,0.4807701873,0.9743589744,0.9179487179000001,6,0.8873239437,1157.0,-0.11111111109999999,77.0,0.8333333333,0.75,0.5833333333,0.75,125.0,0.1,0.2,0.5,0.5,0.9964285714,704.0,0.42997543,464.0,0.0608052806,0.92,392.0,-0.12,90.0,307.5,4.4,4.4,241.1666666667,231.1666666667,247.5,16.3333333333,59.142814485,0.9791666667,689.5,0.0416666667,12.0,6.5,6.5,6.5,4.5,5.0,43,0.9589977220999999,672.5,64.0,66.5,11.5,-0.5,3.6153846154,2.7,3.5555555556,2.7777777778,2.8666666667,2524.5285714285997,1,4,7185.9090909091,583.195,0.4027719934,0.5319567064,0.608396178,1.9,1.5454545455000002,2.0,1.5714285713999998,1.75,0.7240277894,0.5724588484
s056,0.7665847666000001,441.0,1.4,33.8823529412,0.43333333329999996,550,33.3333333333,0.4,560,0.9861111111,0.0,2.0,675.0,0.0,126.0,0.0,1.0,0.001032212,0.0015562592000000002,0.0128251953,3.0666666667,3.3928571429,2.4,2.0,1.5,3.4,3.7142857143,61,0.98,422.0,0.5,0.33333333330000003,6.958333333300001,0.1791666667,3,-0.0081666667,-1.375,6.958333333300001,0.11404448939999999,3,-0.007761779599999999,-1.7861476238999998,1.0,1.1818181818,0.6921011557,-0.1746813334,9.1,4.2,0.9718309859,741.0,-0.055555555599999994,23.5,0.1388888889,1.3333333333,3.1666666667000003,1.0,3.6666666667,5.0,4.5,5.5,5.833333333300001,4.0,2.1666666667,1.3333333333,2.6666666667000003,2.1666666667,2.8333333332999997,4.0,0.0625,313.0,0.25,-20.5,0.9296875,468.0,0.4847229195,4.3506890982,44.4444444444,0.0,7.4074074074,6.833333333300001,6.25,4.625,4.125,3.125,3.7142857143,4.125,35,0.9771428570999999,-1.1195720593,3.7262636324,38,0.4666666667,721.0,168.0,3,1.0,1.4666666667,0.7169906615999999,0.8,0.0008441752,0.8781661987,0.9,0.0012184429,0.5833333333,0.009797959,0.0256124969,0.06403124240000001,4,0.9052631579000001,635.5,-0.1134259259,88.0,0.046296296300000005,-29.0,-0.1597222222,117.0,-0.15742793789999998,128.5,5.0666666667,366.6666666667,-2.0,198.0,48,,,,0.5414815306,0.958974359,0.9282051281999999,9,0.9,882.0,-0.055555555599999994,8.5,0.5833333333,0.8333333333,0.75,0.9166666667,142.0,0.2,0.2,0.4,0.4,0.9607142857,738.0,0.3234567901,386.0,-0.0036786456,0.91,466.0,-0.18,89.5,307.0,5.3,4.3,308.1666666667,313.3333333333,320.1666666667,6.833333333300001,51.3670115196,0.9479166667,663.0,-0.0625,85.0,6.5,7.0,6.0,1.0,2.0,29,0.7911832947,686.5,20.0,58.5,77.5,0.0,4.9230769231,4.6,3.6666666667,1.8888888889,2.0,4679.1944444444,-6,4,5254.8333333333,671.2075,0.39146835329999996,-0.3243825783,0.3937296135,1.1,1.0,1.25,1.0,2.25,0.6312365674,0.6286651945
s060,0.8167770419,612.5,2.8,46.1904761905,0.30000000000000004,940,27.631578947399998,0.3666666667,500,0.9722222222,0.0,72.0,596.5,-0.0416666667,43.0,0.0,79.0,0.0037554623,0.0092284851,0.0059375,2.7333333332999996,3.6071428571,3.7333333332999996,2.25,2.5,3.4,3.4285714286,46,0.9866666667,401.0,0.8333333333,0.1666666667,3.4166666667000003,0.008333333299999999,2,-0.0043333333000000005,-2.5,4.5833333333,0.028429181100000006,2,-0.005148547000000001,-2.9857752489,1.0,1.0,-0.027762889300000003,0.7041259941,9.8,8.9,0.9722222222,708.5,0.0,4.0,0.30555555560000003,3.8333333332999997,4.1666666667,2.6666666667000003,2.3333333333,4.0,4.3333333333,4.5,5.0,6.166666666699999,3.5,1.8333333333,2.8333333332999997,1.6666666666999999,1.1666666667,4.0,-0.0625,248.5,0.0,-10.5,0.9842519685,496.0,0.1932209246,4.933693088,66.6666666667,33.3333333333,33.3333333333,5.3333333333,4.25,3.25,3.875,3.125,3.5714285714000003,3.625,50,0.9857142857,-0.9575666758,4.0502743994,26,0.6305555556,868.0,227.0,8,1.0,1.0,0.9780029297,1.0,0.000738817,1.0,1.0,0.0012268222,0.8333333333,0.009797959,0.009797959,0.0250474647,2,0.9583333333,745.0,-0.1071428571,103.5,-0.0263157895,-61.5,-0.08082706769999999,165.0,0.0429951691,172.5,4.2666666667,400.5,19.0,9.0,47,0.8111111111,19.9986676913,-10.1594243612,0.4313404862,0.94,0.955,17,0.9436619718000001,744.0,0.05882352940000001,51.5,1.0,0.9166666667,1.0,1.0,128.0,0.0,0.0,0.4,0.0,0.9714285714,585.0,0.5243902439,481.0,0.055677713399999995,0.97,527.0,0.02,60.5,311.5,7.7,7.0,347.3333333333,257.8333333333,259.3333333333,1.5,37.8985939908,0.9791666667,512.5,0.0,42.0,5.5,7.0,6.0,2.0,4.0,48,0.9318181818,691.0,35.0,28.0,71.0,-10.0,4.1538461538,2.9,3.8888888889,2.1111111111,2.0,1940.3598484848,5,10,4188.5833333333,650.1331658291,0.5890120286,0.3723992831,0.7747871070000001,1.7000000000000002,1.1818181818,1.8333333333,1.0714285714,1.0833333333,0.2211084132,0.186558449
s062,0.8183908045999999,654.0,1.85,27.68,0.1666666667,659,27.0,0.33333333330000003,534,0.9791666667,-0.027777777799999997,15.5,723.0,0.0,47.0,0.0,31.0,0.0008358361,0.0012967911,0.0039726563,2.7333333332999996,2.3928571429,2.5333333333000003,3.0,1.25,3.2,4.0,57,0.9798657718000001,507.5,1.0,0.0,5.0416666667,0.1125,3,-0.0055000000000000005,-3.2083333332999997,4.2916666667,0.0437513421,3,-0.001972944,-0.8563452867,1.0833333333,1.1818181818,0.0113237105,0.8841008293000001,7.9,10.2,0.9583333333,944.0,0.055555555599999994,196.5,0.2777777778,1.8333333333,3.8333333332999997,1.3333333333,1.0,2.8333333332999997,4.6666666667,5.1666666667,6.0,6.333333333300001,4.3333333333,1.8333333333,2.5,2.3333333333,1.0,3.0,-0.0666666667,152.0,0.0,159.0,0.9842519685,660.0,0.1910395678,4.9380558016,55.5555555556,66.6666666667,22.2222222222,3.3333333332999997,6.5,4.125,4.25,3.0,3.1428571429,4.25,44,0.9742857143000001,-1.1652624446,3.6348828618,36,0.6462395543,1098.0,232.0,9,1.0625,1.0,0.6622526646,0.7000000000000001,0.0005414485,0.98203125,0.8,0.0006970711,0.5833333333,0.0038729833,0.009797959,0.0038729833,3,0.9677419355,889.5,-0.0913312693,340.0,0.0263157895,-126.0,-0.1176470588,466.0,-0.022198731500000003,-10.5,4.9333333333,266.3333333333,33.0,-14.5,47,0.75,10.2295124979,-5.6417189698,0.4283792204,0.995,0.965,11,0.7042253520999999,1154.0,-0.055555555599999994,-122.0,0.6666666667000001,,,,116.0,0.1,0.2,0.2,0.0,0.9892086331,644.0,0.4729064039,539.0,0.0546069472,0.97,463.0,0.02,38.5,383.0,5.2,4.7,282.5,254.8333333333,224.0,-30.8333333333,57.1224079359,0.9791666667,796.0,0.0,170.0,7.0,7.0,4.0,3.0,6.0,37,0.8805620609,750.0,87.0,28.5,54.5,-23.5,4.3846153846,4.5,4.2222222222,3.4444444444,2.0,3714.2604166666997,5,4,4417.75,855.89,-0.5971620236,0.11363535960000001,-0.3460785682,1.5,1.0909090909,1.75,1.0714285714,1.0833333333,0.15076885110000002,0.3612157953
