,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTALTHD,ANTALTHT,ANTCONHD,ANTCONHT,ANTNTRHD,ANTNTRHT,ANTORTHD,ANTORTHT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFPSHD,DRFPSHT,DRFPINHD,DRFPINHT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBHD,DPEAYBHT,DPEBXBHD,DPEBXBHT,DPEDPRIM,DPEAXHD,DPEAXHT,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,MAASMIND,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,MPQCOTR,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPXHD,REPXHT,REPPINHD,REPPINHT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMHDSNN,SMHTSNN,SMSIHD,SMSIHT,SHFTLR,SIMCGHD,SIMCGHT,SIMSIMHD,SIMSIMHT,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHT,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRCGHD,STRCGHT,STRSTRHD,STRSTRHT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,TXTCSCHD,TXTCSCHT,TXTCSTHD,TXTCSTHT,TXTTAIOR,TXTTSCHD,TXTTSCHT,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s027,2.6340932519,0.2515119069,1.5064258659999998,3.25,-1210.380952381,-0.30000000000000004,630.0,-431.0555555556,-0.4,410.0,0.6553803004000001,0.558146942,-0.8713172251000001,-0.0263448513,4.4967511494,2.2525700902000003,0.8846870021000001,0.9782594984999999,-0.006058485000000001,-0.1474404297,-0.8502041015999999,-13.0,-16.0,-23.0,5.0,9.0,13.0,21.0,43.0,4.6549258664,0.2598651734,1.6758506991000002,0.6666666667000001,-0.1666666667,15.958333333299999,0.4875,2.0,-0.0295,-1.2083333333,12.041666666700001,0.1848506401,1.0,-0.0021463117,0.1062792115,-11.0,14.0,-0.16278408789999999,-0.6051033190999999,8.3,7.1,1.676063701,1.5916254613,-0.9829556424,-0.2682786486,0.027777777799999997,6.0,14.0,6.0,12.0,17.0,27.0,20.0,33.0,25.0,14.0,5.0,15.0,11.0,8.0,26.0,0.7679464156,0.9188000647,-1.4489442494999998,-1.9831912182,0.9879518072,3.2349126719,4.1048962045,55.5555555556,-33.3333333333,-40.740740740700005,4.0,7.0,28.0,22.0,22.0,17.0,19.0,41.0,0.9142857143,26.0,162.0,6.0,-18.0,18.0,0.6397562981,0.0015567866,0.7121877670000001,0.0018455326000000002,0.6111111111,-0.1265219767,-0.06403124240000001,-0.158113883,4.0,4.6666666667,-272.6666666667,2.2044887391,0.1979919549,2.2010705551,37.0,129.0,41.0,11.5278362609,-5.93406329,0.3198007084,10.0,1.5806366205000002,1.8700693248,-0.5160134199,-0.3653935674,0.45454545450000006,0.3636363636,0.7272727273,0.7272727273,108.0,0.44444444439999997,0.22222222219999999,0.6666666667000001,0.0,3.5036772976,2.0909202522999997,-1.2584545371,0.7444599323000001,0.1228237996,2.7583114556,1.4132162072,-0.18481934879999998,0.1319071932,302.5,6.5,5.5,,,,,,,,,,,,2.7596528394,1.4908043865,0.6883544622000001,1.4261355905000002,6.0,4.0,6.0,2.0,5.0,-48.0,-0.2021992485,0.25365586700000003,1.7910358146,1.894033956,30.8333333333,-0.1521103101,-0.1852636422,3.7272727273000004,4.2222222222,2.0,2.5,3.0714285714,1881.7376190476,-15.0,6.0,2627.5,0.7071919595999999,0.062328199699999996,-20.0,-20.0,-23.0,-24.0,-25.0,0.19946040620000002,0.3939701676
s028,0.6709624644000001,0.0266085048,1.8372648406,1.8,-690.3157894737,-0.3666666667,905.0,-1730.1875,-0.4666666667,503.0,-0.5367155314000001,-0.13731967250000002,-3.2007190716000005,-1.0849496695,4.5534311095,2.1393171616999997,-0.4828387202,0.4507340298,-9.12436e-05,-0.0016112366,-0.0293183594,-14.0,-18.0,-19.0,9.0,7.0,12.0,18.0,39.0,2.2480438411000003,0.27275464800000004,1.3535514869,0.33333333330000003,-0.1666666667,30.0,7.077671782e-16,2.0,-6.071532166000001e-18,-1.0,28.8333333333,-0.08738012210000001,1.0,-0.0017288579000000002,-2.5185265911,-11.0,17.0,-0.0246950312,-0.1521868492,8.3,7.1,2.4036515828,2.107470602,-1.6003656425,-0.6566454939,0.1388888889,12.0,17.0,9.0,10.0,19.0,17.0,20.0,21.0,21.0,14.0,13.0,11.0,15.0,13.0,24.0,-0.7264755407,0.6196386409,-0.9695655671,-0.7680733860000001,0.8230519481,2.1988422544,2.4998700935,50.0,-33.3333333333,-44.4444444444,5.2,5.3333333333,20.0,14.0,15.0,15.0,26.0,49.0,0.9714285714,20.0,118.0,3.0,-17.0,16.0,0.8533126831000001,0.0022778014,1.0,0.0022514238,0.5833333333,-0.06403124240000001,-0.0256124969,-0.0256124969,3.0,3.2666666667000004,-322.0,2.4820530934,0.2917472971,1.3853907273,-21.0,77.5,45.0,33.045282276100004,-32.0621589797,0.4843217015,3.0,1.8569656623,1.8273101634,-0.7207100070000001,-0.2221563958,0.3636363636,0.0,0.5454545454999999,0.3636363636,107.0,0.5,1.0,0.8888888889000001,0.6666666667000001,3.1812316254,4.9770566214,-2.0052534406,-2.5923491309,0.05814135810000001,4.1707931287,1.5560036024,-1.4568365685,-0.16128284510000002,371.5,6.4,5.0,-238.3333333333,4.6050549118,0.3283448726,2.5406114051,-297.3333333333,-244.0,2.9858853408,0.3490312372,1.7266297187000001,-53.3333333333,55.0541666667,4.2163031895,2.4056604497,-1.040229205,-0.2853525212,6.0,7.0,4.0,3.0,6.0,-35.0,0.2607794422,0.4585621042,1.6077936786000002,2.8333204430000003,29.1666666667,-0.6519274346,-0.5956873832999999,3.7272727273000004,4.2222222222,3.5,2.75,2.8571428571,1892.8980952381,-10.0,8.0,4842.9166666667,-2.2959594180000003,0.7918820212000001,-19.0,-20.0,-28.0,-27.0,-29.0,0.8843044641000001,0.4155161321
s029,1.0181512395999999,0.027211511299999998,1.5404339225,2.8,-1436.7777777777999,-0.4,800.0,-454.0,-0.5,370.0,-1.3944591111000002,-0.440301957,-2.0459558829,-0.257272027,4.5477427947,1.675796188,0.5538750897,0.053389823200000006,-0.0003154146,-0.0003020697,-0.0024433594,-19.0,-20.0,-24.0,10.0,8.0,12.0,16.0,26.0,3.8355252487000002,0.2582298006,1.5371943366999998,1.0,-0.0,4.875,0.3458333333,3.0,-0.012166666699999999,-1.875,8.5833333333,0.5483451536999999,3.0,-0.0230661939,-2.9001182033,-17.0,15.0,0.0488498114,-0.2329862402,5.5,5.1,1.9782516744999998,1.5190111418,0.31857277430000003,0.3643288265,0.6388888889000001,8.0,27.0,9.0,24.0,24.0,27.0,23.0,31.0,26.0,27.0,12.0,16.0,7.0,15.0,14.0,-1.3525577504,0.7711701840999999,-0.7772222427000001,0.41639800229999996,0.8149350648999999,2.0758322697,1.8276081168,33.3333333333,-44.4444444444,-25.925925925900003,3.8,5.3333333333,18.0,16.0,25.0,14.0,12.0,37.0,0.6222222222,19.0,169.0,2.0,-23.0,27.0,0.7112513065,0.0016293128,0.9984375,0.0022827959,0.5833333333,-0.0100619225,-0.009797959,-0.0038729833,2.0,2.7333333332999996,-261.0,2.7954173409000003,0.3223160275,1.2457082186,9.0,-1.0,38.0,-5.5529828028,9.6152645245,0.4222806473,8.0,1.6953898686000002,1.4292259744,0.1583582927,0.3083972157,0.2727272727,0.7272727273,0.45454545450000006,0.6363636364,78.5,0.7777777778,0.6666666667000001,0.44444444439999997,0.8888888889000001,3.7210342244,1.2699655403,-1.4001714577000002,0.14169533010000002,0.0245660364,3.8671969532,1.1864533041,-1.1702672614,-0.0074147888,305.0,6.5,4.6,-314.3333333333,2.1469258941,0.35566617159999997,1.0195681219,-255.6666666667,-281.6666666667,2.0352789914,0.3584521596,1.2547205069,26.0,25.925,2.5996493559,1.7076372836000002,-1.223571082,-0.016880450300000002,2.0,3.0,4.0,2.0,5.0,-53.0,0.08691594250000001,-0.08986895019999999,2.0639114144999997,1.585004729,9.1666666667,-0.6992911359999999,-0.25631631800000004,3.2727272726999996,4.4444444444,2.625,3.125,3.2142857143,1423.7600559163,-23.0,7.0,2496.25,-3.5131664475,2.4001654213,-16.0,-19.0,-35.0,-35.0,-30.0,0.8146709535000001,0.2965616559
s032,1.0973532045,0.0068874191,1.5253555719,1.85,-1526.5555555556,-0.1,1075.0,-589.1333333333,-0.5,398.0,-0.0605010497,-0.0787440277,-0.4565460867,-0.0257910806,4.4004472278,2.1150043627,0.6844922828000001,0.5962377769,-0.0007426091,-0.0018648987,-0.0145810547,-11.0,-12.0,-17.0,9.0,5.0,10.0,16.0,53.0,5.6144816874000005,0.2874099412,1.682631701,0.5,-0.1666666667,10.2916666667,0.07083333330000001,2.0,-0.0178333333,-6.291666666699999,8.75,0.0034749035000000003,1.0,0.0003243243,-2.7432432432,-11.0,13.0,-0.4972756911,-0.6899647179999999,6.2,5.2,1.8821086078,1.8340985067,1.3264874612,0.1997936598,0.5,11.0,16.0,5.0,7.0,19.0,25.0,21.0,29.0,34.0,20.0,5.0,18.0,8.0,5.0,16.0,-1.4709214306,0.7446518577,1.9480494918,0.973902559,0.9772727273,4.529241586,3.1015475452,16.6666666667,-11.1111111111,-37.037037037,5.2,5.0,28.0,22.0,22.0,24.0,23.0,43.0,0.8857142856999999,33.0,218.0,9.0,-15.0,15.0,0.6912605286,0.0017405017999999998,0.94556427,0.0026067086,0.5555555556,-0.0015811388,-0.0038729833,-0.009797959,2.0,4.4,-284.6666666667,2.8613383201,0.3136899227,1.2900702971,-3.5,86.5,47.0,34.019661174,-26.539241408000002,0.4311000155,3.0,1.5956849734,1.5954608049,-0.8709056033,-0.1059661013,1.0,1.0,1.0,1.0,144.0,0.0,0.0,0.44444444439999997,0.33333333330000003,4.4827274161,1.1901870972,-1.7713865655,0.6904346754,0.0370879633,4.4193795468,1.2138230268999999,-0.8302246501,0.3379040276,267.0,5.1,5.4,-290.3333333333,3.3725918618,0.34884732430000004,1.2008793829,-215.5,-227.3333333333,3.9498636874,0.3398865485,2.1238722679,11.833333333299999,-6.259722222200001,4.2803005682999995,2.0897874169999997,-1.5496398303,0.0549245191,6.0,7.0,7.0,3.0,4.0,-26.0,-0.0759708821,0.0707088411,0.8179814223999999,1.2015934606,-30.5,0.0491859322,-0.0835050138,4.1818181818,2.7777777778,3.875,1.875,2.2142857143,2014.0083333332998,-10.0,9.0,3385.75,-0.032037165,1.118814996,-9.0,-13.0,-14.0,-14.0,-17.0,0.5838859863,0.4500981789
s034,1.2469856986,0.009825999699999999,1.8666956844,2.35,-1267.4782608696,-0.23333333329999997,671.0,-517.125,-0.2,500.0,-0.2729112749,-0.013991809499999999,-0.35914953450000003,0.22409323609999998,3.7487064193,1.5420495591999999,0.5168452867000001,0.5085439696,-0.16550820260000002,-0.1197749023,-0.3893603516,-8.0,-16.0,-17.0,7.0,9.0,13.0,15.0,52.0,4.7599205922,0.2739770978,1.3365779184,0.5,-0.33333333330000003,13.333333333299999,4.0245584639999997e-16,0.0,-0.0033333333,0.4166666667,19.9583333333,0.3116161616,3.0,-0.006797979799999999,-4.8838383838,-11.0,17.0,-0.2131730696,-0.7022115203,7.3,5.9,2.1784808692,1.7688214934,-0.050727804800000005,0.7070189756999999,0.027777777799999997,8.0,10.0,5.0,6.0,19.0,31.0,34.0,26.0,19.0,13.0,11.0,5.0,12.0,17.0,24.0,-3.4447021374,-0.6273757709000001,-1.927058215,-0.9068992289,0.9540229884999999,3.0531323775,2.7359007732,44.4444444444,-11.1111111111,-44.4444444444,5.4,3.3333333332999997,30.0,31.0,33.0,21.0,16.0,47.0,0.9428571429000001,30.0,175.0,10.0,-16.0,24.0,0.8817337036,0.0019487654,0.8925781250000001,0.0014959381,0.6666666667000001,-0.158113883,-0.25,-0.158113883,2.0,4.6666666667,-350.3333333333,2.5883386732,0.2889049436,1.3696033103,4.0,74.0,45.0,,,0.5661983774,10.0,1.6092248737,1.5873645886,-0.317597948,0.033478038200000004,0.5454545454999999,0.2727272727,1.0,0.8181818181999999,124.0,0.44444444439999997,0.7777777778,0.6666666667000001,0.7777777778,4.1559638801,1.2470149925,-1.8325172246,-0.08758869150000001,0.063498685,4.131367708,1.4497852991999998,-0.3078064849,0.33432972180000003,263.0,5.8,6.2,,,,,-259.5,-299.3333333333,2.9425651725,0.3181986257,1.5749407747,39.8333333333,15.1625,2.6152249969,1.7560324787000001,-1.0025820369,0.25481680700000003,7.0,5.0,7.0,2.0,5.0,-45.0,0.142310678,0.2292427016,1.8642750645,1.2914468723,109.3333333333,-0.8856819484,-0.0528249571,4.0,1.8888888889,3.0,1.5,3.1428571429,1730.1296296296,-12.0,9.0,2924.3333333333003,-0.5792714050000001,0.4326679308,-15.0,-23.0,-16.0,-16.0,-33.0,0.1633008377,0.2327784336
s042,0.8028797187000001,0.2283025236,1.7477632862999999,1.9,-578.5555555556,-0.4,670.0,-1375.15,-0.33333333330000003,412.0,1.037214675,0.8842085834000001,-0.9103094084,-0.1903945506,3.8376407298000004,2.2316758768000002,0.18687950670000003,0.5954112718,-2.26777e-05,-0.0004749298,-0.0027861328000000005,-14.0,-13.0,-20.0,5.0,7.0,12.0,20.0,39.0,4.4917518907,0.2471850379,1.5404381259000002,1.0,-0.0,18.2916666667,0.0208333333,2.0,-0.0061666667,-2.2083333333,16.4166666667,-0.009904534599999999,1.0,-0.0048591885,-2.9868735083999995,-11.0,10.0,-0.0567950914,-0.8901018633000001,6.8,4.5,1.6779602213,1.4252459206,-1.7734843325999998,0.049442198900000005,0.6388888889000001,12.0,15.0,5.0,14.0,24.0,23.0,20.0,30.0,17.0,17.0,8.0,6.0,8.0,7.0,19.0,-1.2158309715,0.7520735952000001,1.2506167009,0.8631251669000001,0.9770114943000001,3.2299428153,3.2067752721,5.5555555556,-0.0,-11.1111111111,5.2,5.3333333333,27.0,23.0,21.0,21.0,25.0,46.0,0.8571428570999999,26.0,212.0,4.0,-16.0,18.0,0.6439033507999999,0.0015689726,0.9070724487,0.0023141029,0.6111111111,-0.0006324555,-0.0015811388,-0.0015811388,3.0,4.8,-348.8333333333,2.7689800576,0.3155395166,1.2085068985,-39.5,88.0,45.0,-6.065199187899999,11.8336608023,0.6039502739,15.0,2.3580737722,1.7329649901000002,-1.5347751184,-0.3413329332,0.7272727273,0.6363636364,1.0,0.8181818181999999,116.0,0.0,0.6666666667000001,0.7777777778,0.22222222219999999,3.0947915186,1.2767502061,0.4883462984000001,1.103224682,0.08628795800000001,4.315860086,1.2585611356,-1.3715111322,0.0631987853,314.0,6.3,4.8,-325.6666666667,3.2428066378,0.3189106405,1.5021986353999999,-286.0,-350.1666666667,2.8366446326,0.31412571899999997,1.4223661031000001,64.1666666667,30.959722222199996,4.2897619731,2.4805398686,-1.9985584484,-0.5925893464,5.0,4.0,6.0,3.0,3.0,-42.0,-0.7539725358,-0.09764692009999999,2.6239111937,1.5571211724,33.5,0.5501507596,0.1349195896,3.8181818182,3.0,3.75,2.375,2.2857142857,1504.4027777777999,-21.0,7.0,2478.25,-3.4332042276,1.9428660066999999,-19.0,-15.0,-22.0,-15.0,-26.0,0.8596626666,0.1813954842
s047,0.6819170178,0.25011548640000003,1.5794076771,1.45,-1431.7272727273,-0.2666666667,852.0,-507.0,-0.2666666667,538.0,0.7554839684,0.410674571,-2.0355617471,-0.0282993341,4.670825761100001,1.6077287516999998,-0.0684833381,0.2452016737,-0.0003593296,-0.0009210128999999999,-0.1093574219,-10.0,-11.0,-14.0,8.0,8.0,14.0,11.0,57.0,2.3260905025,0.2202639375,1.5153023355000002,0.1666666667,-0.33333333330000003,6.875,0.07083333330000001,1.0,-0.0035,-1.9583333333,21.1666666667,0.183891547,2.0,-0.0011797676,-4.7304625199,-11.0,14.0,0.4101604495,-0.592538448,8.3,7.0,2.0597515418,1.7819432063999998,-0.9606454645,-0.396768161,0.055555555599999994,8.0,13.0,6.0,26.0,22.0,24.0,23.0,17.0,11.0,12.0,9.0,14.0,10.0,29.0,29.0,-0.9482797911,0.6156753997000001,-0.6512306487,-0.0895497851,0.7770114943,3.4208911842000003,2.0453716875,-5.5555555556,11.1111111111,-0.0,5.2,3.0,35.0,33.0,30.0,18.0,20.0,48.0,0.7142857143000001,40.0,207.0,4.0,-16.0,23.0,0.5952996135,0.0008040667999999999,0.998828125,0.0016765831,0.7222222222,-0.0250474647,-0.009797959,-0.0256124969,3.0,5.666666666699999,-314.5,2.4334367154,0.2936638039,1.8388042043,-16.5,255.5,42.0,16.3366716618,-14.1879178996,0.3373905766,14.0,1.4501457646,1.5101710544,-0.8759791243,0.1417804342,0.8181818181999999,0.5454545454999999,0.9090909091,1.0,145.0,0.33333333330000003,0.33333333330000003,0.6666666667000001,1.0,2.81145455,1.2612701152,0.7448957587999999,0.9856873683,0.0193283181,2.8712205183,1.1344839923999999,-0.725619749,0.013849898999999999,340.0,7.2,5.8,-306.3333333333,2.5172933509999997,0.2972065917,2.0618516765,-241.8333333333,-251.0,1.6044706318000002,0.08525889710000001,2.1492063222,9.1666666667,5.3736111111,3.521475793,1.7998693374,-2.1740961662,-0.1969452229,6.0,7.0,6.0,7.0,5.0,-25.0,-0.9333468971,-0.5706815639,2.1817968129,2.2972993421,14.666666666700001,0.5402310952,0.6669434063,3.6363636364,2.2222222222,3.625,2.125,3.2142857143,2049.6060606061,3.0,11.0,4247.8333333333,-1.9862125281,1.2324407256999999,-11.0,-17.0,-12.0,-17.0,-38.0,0.8139128764,0.3856622834
s049,0.9080937339,0.0429062804,1.49533156,1.7000000000000002,-1388.1666666667002,-0.2,883.0,-602.3333333333001,-0.4,385.0,0.0415709982,0.39245946509999996,-0.9821525837999999,0.0002977195,4.0255479365,1.687128964,0.3329670683,0.530738064,-0.0008616114,-0.3054902344,-0.0370634766,-12.0,-16.0,-20.0,6.0,7.0,13.0,16.0,53.0,3.8282083332999997,0.2546573969,1.6284203269000002,0.5,-0.33333333330000003,21.6666666667,5.551115123e-16,1.0,1.344410694e-17,-3.3333333332999997,23.0833333333,-0.07124373960000001,1.0,0.0022971619,-3.333263773,-12.0,14.0,0.1363329584,-0.27412823399999997,7.5,5.7,1.5059411112,1.5639082252,-1.2374728902,-0.3902789076,0.0,8.0,21.0,5.0,6.0,15.0,27.0,24.0,23.0,22.0,9.0,7.0,14.0,8.0,10.0,18.0,0.7092412173,0.3070770431,-1.07645518,-0.6529275773000001,0.5511363636000001,2.6667580873,1.6674121036000003,44.4444444444,-11.1111111111,-25.925925925900003,5.0,3.0,27.0,23.0,24.0,19.0,16.0,42.0,0.8253968254,29.0,182.0,4.0,-15.0,18.0,0.8771240235000001,0.0021191442,0.9288574219,0.0018760754999999998,0.6388888889000001,-0.1265219767,-0.06403124240000001,-0.06403124240000001,3.0,4.6666666667,-244.0,2.9042405768,0.3082634101,1.7786613225999999,-3.5,139.0,45.0,,,0.4807701873,6.0,1.3087414428,1.982055306,-0.566037891,-0.1859807132,0.8181818181999999,0.7272727273,0.6363636364,0.7272727273,125.0,0.0,0.22222222219999999,0.5555555556,0.44444444439999997,4.0407821541,1.8329464465,-0.1367811981,1.177204944,0.0608052806,4.6366172918,1.0646109295000001,-2.2636903412,-0.0187802857,307.5,4.4,4.4,-268.1666666667,2.5563224665,0.4175473361,1.6965741414000002,-227.6666666667,-267.0,2.3395129418000002,0.204782135,1.9524595358,39.3333333333,51.7819444444,2.3519211432,1.9186565183,0.49817105159999997,0.472784956,7.0,7.0,7.0,3.0,4.0,-43.0,0.1410266013,0.26615864100000003,1.8363937841999998,1.5177599461000002,-15.666666666700001,0.0387811384,0.046665242700000005,3.6363636364,2.5555555556,3.5,2.75,2.8571428571,2524.5285714285997,-1.0,4.0,7185.9090909091,0.9175154718,-0.5831462853,-17.0,-15.0,-22.0,-20.0,-19.0,0.7240277894,0.5724588484
s056,0.4622926706,0.23474995059999998,0.9522633904,1.4,-568.5294117647001,-0.43333333329999996,550.0,-1327.3888888889,-0.4,560.0,-0.3177717697,-0.0279600398,-0.85827336,0.5662474839,4.2864573223,2.0741615668,0.008851789300000001,0.23314781399999998,-0.001032212,-0.0015562592000000002,-0.0128251953,-9.0,-15.0,-11.0,7.0,4.0,13.0,23.0,61.0,3.6446575635,0.2778128453,1.3010423734999998,0.5,-0.33333333330000003,6.958333333300001,0.1791666667,3.0,-0.0081666667,-1.375,6.958333333300001,0.11404448939999999,3.0,-0.007761779599999999,-1.7861476238999998,-11.0,11.0,0.6921011557,0.1746813334,9.1,4.2,2.7628318918,1.5523554233,-0.7309305997000001,-0.1899004635,0.1388888889,6.0,17.0,5.0,15.0,26.0,24.0,27.0,29.0,22.0,10.0,6.0,15.0,12.0,10.0,19.0,-0.06355212090000001,0.7958409213000001,3.245616688,-0.1096167239,0.9545454545,3.3036803092,1.7549905775,27.7777777778,11.1111111111,-3.7037037037,7.0,6.0,32.0,29.0,23.0,22.0,30.0,35.0,0.7714285714,38.0,168.0,3.0,-15.0,20.0,0.7169906615999999,0.0008441752,0.8781661987,0.0012184429,0.5833333333,-0.009797959,-0.0256124969,-0.06403124240000001,4.0,5.0666666667,-383.6666666667,2.4937646125,0.30724234850000004,1.7941263688999998,2.0,198.0,48.0,,,0.5414815306,9.0,1.3779604565,1.5494088284,-0.8893072995,-0.236022412,0.5454545454999999,0.8181818181999999,0.8181818181999999,0.9090909091,142.0,0.22222222219999999,0.22222222219999999,0.33333333330000003,0.44444444439999997,3.1913988974,1.3244086095,-0.7376306004000001,0.46273661479999995,-0.0036786456,4.2545826737,1.3861088653,-2.4419425491999998,-0.17742039850000002,307.0,5.3,4.3,-333.6666666667,3.3694401966000003,0.41477648899999997,1.9462944909,-324.3333333333,-319.6666666667,3.4118335327,0.33436709140000004,2.5324806352,-4.6666666667,49.7041666667,3.1238345712,1.8098716427,-1.2709023615,-0.0142505417,7.0,7.0,7.0,1.0,2.0,-29.0,-0.2226166444,0.0728429362,1.3324930238,1.2597285005,7.166666666699999,0.041868075899999996,0.07992891340000001,5.0,4.5555555556,3.5,1.875,1.8571428571000002,4679.1944444444,6.0,4.0,5254.8333333333,1.7934291975,1.9948841537,-10.0,-10.0,-14.0,-13.0,-25.0,0.6312365674,0.6286651945
s060,1.63435585,0.3696954163,1.4789193696,2.8,-1429.3333333332998,-0.30000000000000004,940.0,-502.2631578947,-0.3666666667,500.0,0.5546239842,0.6548470247,-0.8373086366,0.0473459554,4.9428963623,2.1863497813999997,-0.3349584182,0.37779972079999996,-0.0037554623,-0.0092284851,-0.0059375,-9.0,-17.0,-17.0,6.0,7.0,13.0,21.0,46.0,5.10818412,0.2984108454,1.2486312456,0.8333333333,-0.1666666667,3.4166666667000003,0.008333333299999999,2.0,-0.0043333333000000005,-2.5,4.5833333333,0.028429181100000006,2.0,-0.005148547000000001,-2.9857752489,-11.0,10.0,-0.027762889300000003,-0.7041259941,9.8,8.9,2.4155933725,1.2520250839,-0.4631945027,-0.17570644770000002,0.30555555560000003,19.0,21.0,15.0,11.0,20.0,21.0,23.0,24.0,32.0,19.0,10.0,15.0,9.0,5.0,18.0,-1.3591872037000001,0.8927825509,-0.3792066071,-0.20524277510000002,0.9885057470999999,4.5632720187,2.3413715793,50.0,-11.1111111111,-22.2222222222,5.4,4.0,23.0,26.0,22.0,21.0,27.0,50.0,0.8571428570999999,26.0,227.0,8.0,-15.0,14.0,0.9780029297,0.000738817,1.0,0.0012268222,0.8333333333,-0.009797959,-0.009797959,-0.0250474647,2.0,4.2666666667,-390.0,2.8669428102000003,0.3720952479,1.1800425922,-19.0,9.0,47.0,19.9986676913,-10.1594243612,0.4313404862,17.0,2.2097780167,1.2691903265,0.12838912600000002,0.1378815799,1.0,0.9090909091,1.0,1.0,128.0,0.0,0.0,0.33333333330000003,0.0,3.9505013270999996,1.3146687428,-1.9378274528,0.035924510300000004,0.055677713399999995,3.3848003632,1.2408088605,0.5319203647,0.6577175112,311.5,7.7,7.0,-347.3333333333,4.7997074448,0.36821317909999995,1.7293664405000002,-260.8333333333,-258.3333333333,4.4999193562,0.3882455539,1.79669064,-2.5,39.9888888889,4.1621215631,1.4553071709,-0.8442290610000001,0.0254491434,5.0,7.0,6.0,3.0,3.0,-48.0,-0.0616815012,0.13161883800000002,2.3574011388,1.5351320368,33.3333333333,-0.44112030869999996,-0.1707334923,4.090909090899999,2.7777777778,3.875,2.0,2.0714285714,1940.3598484848,-5.0,10.0,4188.5833333333,-3.6897411517000003,2.0872236821,-15.0,-12.0,-20.0,-14.0,-11.0,0.2211084132,0.186558449
