,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,writing_task.neutral_probability,writing_task.positive_probability
s456,1.0733353941,0.20578918670000002,1.0263092159,1.15,31.8260869565,0.2333333333,17.347826087,0.2333333333,-0.3487130156,-0.3903317772,2.7262449729,0.14480679970000002,3.0401149629,-0.5610787469,-7.897397115660228,-5.710213338405847,0.8010864624,0.2442318441,1.4179756679,0.5,0.33333333330000003,11.2083333333,0.0625,0,0.0045000000000000005,-1.4583333333000001,7.875,-0.0297900262,0,-0.0025249344,-0.030183727,-0.2887919463,0.6605201342,7.5,8.4,,,,,0.4444444444,-1.1682487252,-0.7179698211000001,-0.48589816760000004,2.6550388022,1.5417214524,0.17854177170000002,1.6423345283000002,-0.8728782135,2.401900642,114.0,3,0.6504592895,0.0013474370000000002,0.6574838638,0.0010097058000000001,0.5,-3.6990849535198307,-2.067339257049917,-1.3862943611198906,-1.7261800735000001,1.1885045305,0.4311250346,1.5000370331,-0.054736812700000005,261.0,2.9872817961,0.32584405790000004,1.9602192869000001,-5.0,170.0,,0.4490968186,5,1.0707477812,0.6532654102000001,1.8180035443,-0.4842567666,1.0616502658,0.0430058356,2.4330171736,-0.495869541,0.3324099723,0.041963950900000005,1.5546427359,0.22540175310000002,1.6217867298000002,0.08434274130000001,334.5,6.4,4.9,439.3333333333,1.480838297,0.0671179707,0.6427100321011721,239.3333333333,299.3333333333,1.4783975343,0.20685188270000002,1.5660071143,60.0,9.1486486486,1.8800981535,0.5038274195,1.4739178926,-1.0352046666999999,-0.7455449422,-0.1706030049,1.3046352944000001,0.366147765,1.4612865007,-0.534829977,-0.5852299806,1667.3,4,9,5433.6666666667,0.14533620360000002,0.3308138323
s467,1.3066804377,0.0882441165,1.8307926699000001,2.45,19.4583333333,0.2,35.2380952381,0.30000000000000004,-0.127586044,-1.1504794527,3.7354192958,0.3799750622,1.8519097462,-1.6266858292,2.934594733350845,-2.5146150917450085,3.3461583716,0.3152182186,1.3962035349,0.33333333330000003,0.5,10.0,2.2204460489999999e-16,0,1.2576745200000002e-17,-2.2204460489999999e-16,12.2083333333,-0.086547619,2,-0.0017714286,-1.4428571429,0.009376104500000001,0.1765506634,2.3,4.5,1.6960902625,0.296601751,1.6781445439,-0.7696899682,0.0,-0.8724592265000001,-0.3514570514,-0.16358795580000002,2.6278746724,2.1732432135,0.26861868040000003,1.419818001,-0.3826890941,3.9238172268,105.0,10,0.7222919464,0.0013473894,1.0,0.001678942,0.5,-1.3862943611198906,-1.3862943611198906,-1.8444397271102142,-2.1195875626,1.3553120623,0.4064221094,1.2748851343,-0.1133611359,265.5,2.1261061236,0.3633992755,1.2598044551,-59.5,18.5,,0.49673576290000004,1,1.3759961566,0.4248352354,1.7040428313,-1.0192368269,2.3397654161,0.1442375973,3.0094041585,-0.7384020010000001,0.3830845771,-0.0138749124,3.0861638826,0.2920359084,1.8549062558,-0.6199946159,425.5,5.8,5.4,354.1666666667,0.9644488007,0.445073612,0.21867762196029303,238.1666666667,245.3333333333,2.9535181756,0.33614265860000003,2.1155080068,7.1666666667,-90.4411106135,2.7332531270000002,0.3376011283,2.042730278,-1.3090015251,-0.4412913128,-0.4888640261,1.4949254811000001,0.317364829,1.764457484,-0.1541995599,0.21056902660000001,2645.3575757576,6,6,3869.3333333333,0.4516486635,0.1724203359
s469,1.0191235147,0.305805106,1.3453889025,1.9,30.9090909091,0.2666666667,19.9565217391,0.2333333333,-0.4646082802,-1.2228658246,3.4817536864,0.37367571320000004,1.8530331939,-1.3221417868,-5.215924751302064,-3.618814242056373,4.8487901902,0.2890041893,1.6356853206,0.1666666667,0.33333333330000003,15.4583333333,0.1458333333,2,-0.0025,-4.2083333333,18.375,0.1215051503,2,-0.0023287786,-1.4192768552000001,0.0893832772,1.0389658639,6.1,5.2,2.4460519528,0.4528468195,1.3805693415,-0.44216082710000004,0.0,1.2169107766,0.0405026096,0.1910395678,4.9380558016,3.7344474511,0.3380675987,2.6205084246,-1.2890129854999999,3.38738178,182.0,8,0.7059070587,0.0017827435,0.7587882996,0.0018790962,0.5277777778,-1.3862943611198906,-1.3862943611198906,-1.8444397271102142,-1.4569905696,1.9416740925,0.4099138425,1.3721470734,-0.5280086148,309.8333333333,3.7407892557,0.3798495006,1.486005799,11.5,59.0,-6.3603895083,0.4702995245,12,1.8620392654,0.5493967468000001,1.4779872671,-1.1483145194,3.8680296365,0.451808119,1.5507061199,-2.7930064939,0.5220588235,0.0845964199,4.4982746627,0.3417129331,1.6223932518000002,-1.1420707477,302.0,5.6,6.0,258.6666666667,5.7577154705,0.3943770662,1.067406932780811,267.6666666667,246.6666666667,4.7556797993,0.3205555499,2.259469879,-21.0,24.7501551831,3.100731284,0.3475412443,2.4591996007,-1.0600508213,-0.4681638368,0.4981332855,2.1870777581,0.3425023981,1.6482921403000002,-0.8206209426000001,-0.5447708586000001,2069.5433333333,7,8,4204.8333333333,0.17599690240000002,0.2465153723
s471,0.9678076043,0.187845638,1.5681937902,1.85,35.0952380952,0.30000000000000004,36.7222222222,0.4,-0.4384159506,-0.9852278944,3.8070711597,0.3961645499,2.9947745567,-1.3922520822,-7.250972048920912,-5.915177362591867,3.6427856087,0.29400809580000004,1.6629483006,0.0,0.8333333333,15.2083333333,0.10416666670000001,0,-0.0021666667,-1.125,19.625,0.1258865248,1,0.0024255319,-2.0921985816,-0.2363561576,0.6028025338,7.5,9.4,2.2969525781,0.3919194234,2.6002647571,0.09416533020000001,0.0833333333,-2.5279631107,-1.9587574301,-0.9092231175000001,3.5016887022,2.4512408662,0.2282612135,1.5455191836000002,-0.5622446405,3.8597451277,144.0,5,0.7918487549000001,0.0014158977,0.8559463501000001,0.0015126755,0.4444444444,-1.8444397271102142,-2.92008656560793,-2.748384152235016,-0.6682948765000001,1.2853889559,0.4767562622,1.4555171805,0.031299744000000004,,,,,,,19.3462317892,0.6017069247,4,1.474580019,0.5245378349,1.8916754128000002,0.0005991885,3.0639969494,0.5014751855,1.7818424488,-4.3863551659,0.47536945810000003,0.0735524857,4.643198924,0.2472116469,1.8415180609,-2.1097372508,372.5,6.3,5.3,,,,,272.0,299.5,3.5568170238,0.338669928,1.661479283,27.5,16.1920387712,1.9664132551,0.46090394900000003,1.6448196674000002,-1.9844937528000002,-0.42513058140000004,-1.2133584974,1.2064064633,0.3127004391,1.538328053,-0.001175519,-0.504709339,2350.2916666667,3,10,4079.25,0.8775883334000001,0.3509380512
s473,0.9486859552,0.1597849234,2.3169896615,2.15,42.3913043478,0.2333333333,31.2941176471,0.4333333333,-0.6560467852,-1.0248504315,3.5171855462,0.3450643588,1.8041577353,-0.7176292734,-7.909486803677375,-5.485954546265852,2.9035188016,0.2804211735,1.615238914,1.0,0.0,10.875,-0.0458333333,2,-0.007500000000000001,-3.2916666667,11.7916666667,0.1176190476,1,-0.0120380952,-0.0571428571,-0.3012737123,0.8530298915000001,7.1,8.4,1.8164860989,0.4097038819,1.9388031604,-0.0980560176,0.6944444444,-3.7527239944,0.4141720855,0.3298219498,4.6604910377,1.9711150572,0.0056927017,2.1069947489,-0.5749801717,4.308399382,217.0,5,0.7911956787000001,0.0020816544,0.8884689331000001,0.0027746605,0.6666666667000001,-7.365900695568905,-6.449609932071972,-7.365900695568905,-0.5791451461,1.6305402339000001,0.4971175195,1.7397824322000002,0.081000655,400.1666666667,3.5719880762000003,0.318452776,1.2088004147,30.0,11.0,19.895253874,0.4561239851,18,1.5725074115000002,0.5309010089,2.0157267347,-0.9141344453,2.4623266359000002,0.41570546680000003,2.2699618263,-1.4360258847,0.4502487562,0.1073896377,2.6173012535,0.2879369375,1.4702786132,-0.8412128697,272.0,6.6,5.3,,,,,228.8333333333,263.0,4.4288384188,0.33058763950000003,1.6738477991,34.1666666667,55.0296610169,2.8696939027,0.3299996374,1.8554065753,-1.3844203882000001,-0.4038865554,-0.4045514542,1.6648131355,0.3225637941,1.9711315198000001,-0.056520674400000005,-0.025516667000000003,1482.1968614719,17,5,2023.8333333333,0.16769827610000002,0.3507380453
s477,0.7676937973,0.0970788702,1.2185536461,1.45,47.375,0.4666666667,25.461538461499998,0.5666666667,-0.3872891218,-0.8874969631,3.3419079829,0.3157890208,1.8681993595000002,-1.0801586122,-6.243737726272242,-4.176273663517831,4.4207550943000005,0.2391950942,1.8067951302,0.33333333330000003,0.33333333330000003,15.0,3.885780586e-16,1,1.2143064330000001e-17,-5.0,15.0,0.1049450549,0,0.0047435897,-0.8525641026,-0.0031728826,0.8846753159,5.9,4.2,1.7534005554,0.4242012039,1.9189413266000002,-0.3569512642,0.0277777778,-4.1443000516,0.4189664328,0.0,5.3201349372,2.8142644036,0.0829560406,2.0248227696,-0.8893284577,4.1867508355,110.0,4,0.7323261261,0.0018050048,1.0,0.0021544391,0.0833333333,-7.365900695568905,-8.511264302067358,-7.824046010856292,-0.9977852966,1.4710282435,0.4096521516,1.535867322,-0.8875739939,,,,,,,,0.5929517895,2,1.3470209502000001,0.4658388282,1.4956952564,-0.35501762270000004,3.6355187875,0.3750526252,1.5608576794,-3.3994902277,0.45232273840000004,0.054969633500000004,3.1067106712,0.2791759145,1.1770692002,-0.8085147920000001,284.0,5.4,4.9,337.1666666667,2.5740056087000003,0.3157518734,-0.05384685954059416,267.8333333333,296.3333333333,2.0750181097000002,0.3092474545,1.0427375913,28.5,-5.1225,3.4462637681,0.2736826658,1.8247851642000001,0.3281085069,,,,,,,,1931.8958333333,2,10,4056.0833333333,0.24511914980000002,0.3387585067
s481,1.6397489475,0.1373163336,1.7258952315,3.0,30.9444444444,0.4,15.45,0.33333333330000003,-0.4522772641,-0.6593981007,4.1551554163,0.2539795442,3.4831240669,-1.1161713334,-10.510600166363616,-10.291594194348146,2.6101799929,0.22661961430000002,1.8205198707,1.0,0.0,9.125,0.0208333333,2,-0.008833333300000001,-3.0416666667,8.625,0.0054597701000000005,2,-0.0078817734,-2.184729064,-0.2235576923,0.8107060850000001,8.7,8.3,2.1620376094,0.39821536280000003,2.0508205864,-0.3889069907,0.8611111111,-0.7352596330000001,1.718817407,-0.3719338943,3.8121088774,2.3363634228,0.1705658357,1.9605753053,-0.9928100529,3.4727396196,154.0,6,0.7689626694,0.0018402835,0.8969497681,0.0020857331000000002,0.5833333333,-8.511264302067358,-8.511264302067358,-6.449609932071972,-1.3723017005,1.7789869566,0.38109547400000005,1.6737621235,-0.7283330283,298.5,2.7136977673000002,0.3126493873,1.2218864829,58.0,14.0,1.1310270474,0.5356776273,8,1.4338070067,0.3924270127,2.0604339423,-1.0094889385,3.0467688434,0.37218042300000004,2.0229392459,-1.3784610393,0.40740740740000003,0.022877856800000002,2.0718874457,0.2685071123,1.5588751375,-0.7757942282,340.0,6.4,5.8,271.5,2.7217028921,0.2332668738,0.4262661841740585,355.3333333333,257.3333333333,2.2036386818,0.2564833876,1.384475758,-98.0,67.6366316565,1.7763841002,0.3018580521,1.9512062284,-0.1012287722,0.298339632,0.0309259536,1.4957460378,0.273961508,2.1830300344999998,-0.6149226499,-0.0850454455,1842.8214285714,21,6,3380.8333333333,0.39505890590000003,0.3003962986
s484,0.7983734725,0.3557857532,1.4704742108,1.6,25.6363636364,0.2666666667,11.4210526316,0.36666666670000003,-1.0321346308,-0.6011683929,3.5839618777,0.458741267,1.5012674342999999,-0.2776113143,-10.337531163536292,-6.446666141006674,2.9497548046,0.2636838599,1.9342011923,0.1666666667,0.5,5.1666666667,-0.0083333333,1,0.0003333333,0.33333333330000003,6.8333333333,0.0443115029,0,0.0021209068,0.1097816961,0.5091879832,0.0728056133,6.7,6.1,1.4715543429,0.3983652239,1.9424264474,-0.9108452825000001,0.0555555556,-3.3330217505,-1.8774543182999999,-0.24725917520000001,3.4966902426,2.1734133022,0.1371472799,2.4512746966,-0.915317409,2.6399906271,140.0,7,0.7403660298,0.0016447946,0.6757835865,0.0011417873000000001,0.5555555556,-4.625581180301964,-4.625581180301964,-3.664674886451777,-0.8038228661,1.397003485,0.4881024585,1.5584145482,-0.7474631861000001,,,,,,,,0.7056337253,5,1.1564417203,0.6170363928,1.8798318419000002,-0.2690767013,2.438615183,0.4661350851,1.6427857614999999,-1.3343085552,0.3759213759,0.0709869322,2.8359441362,0.3133239675,1.2020476878,-1.2105394246,345.0,6.0,4.2,319.1666666667,2.7407123449,0.3925733558,0.13624221103395553,333.6666666667,320.0,2.6755106115,0.4223736173,1.1640425027,-13.6666666667,31.1179629259,1.6806592234000002,0.3616067718,1.9969426170000002,-0.7346623833,0.2518090726,-0.20607040610000002,1.0913168111,0.140841814,1.9322046816,-0.5553834547000001,0.2956014946,4542.7875,2,7,5588.9166666667,0.18142563920000002,0.18330668690000002
s489,1.7606939519,0.3484255231,1.6628133364000002,2.6,11.8888888889,0.1,17.3846153846,0.1333333333,-0.0543933756,-0.4869032413,3.5956629132,0.4564788965,2.6405024272,-0.3817818468,-2.2101837196682896,3.274107844473008,3.0640194133,0.30562210360000003,1.6961295579,0.33333333330000003,0.5,2.375,0.0125,2,-0.0061666667,-0.875,2.25,0.0405172414,2,-0.0021034483,-0.525862069,1.0175955364,-0.44090144010000004,8.8,6.9,0.6414051104,0.5364530736,1.6711022945,,0.0555555556,-1.6843235066000002,-0.30637754440000003,0.49583813730000004,4.3284586626,1.7980082352000002,0.44782479690000004,1.6033575214,-0.9437793146000001,3.5708010963,116.0,10,0.7401384830000001,0.0013557319,0.9961593628000001,0.0020990320000000002,0.6111111111,-1.3862943611198906,-1.8444397271102142,-3.664674886451777,-0.3785979009,1.6338493452,0.5181455606,2.2932686197,-0.1147729888,336.5,1.989984174,0.1142101123,2.603347898,11.5,117.0,1.0027270213,,5,1.0415296068,0.6983506979,2.0862717688,0.4052288316,3.3643885461,0.0868876799,4.4962325951,-0.4001707151,0.4663341646,0.007817670300000001,3.6844402667000002,0.2907415313,2.139857405,-1.1367443688,361.0,5.5,5.8,384.0,1.9762814148,0.3035821537,0.780622959706532,325.1666666667,395.0,1.8561610645000002,0.3796980249,1.5849433151999999,69.8333333333,8.1430491767,1.4261405288,0.4274578121,1.7742436,-0.6760095815,-0.1757702731,0.0895939498,0.7862544604,0.011435114100000001,2.8431476813,-0.1951172797,-0.5493127697,3044.3928571429,-3,6,6498.7272727273,0.8858800486,0.16818801790000001
s492,0.9804302174,0.24371763130000001,1.3464117013,1.7000000000000002,23.0869565217,0.2333333333,15.3846153846,0.1333333333,-0.9099042184,-0.6297518124,3.3965543064,0.4189574346,1.6462106326,-1.4928357153,-3.174193113315962,1.2660237063187003,3.7637300097,0.2859345117,1.6218800171,0.33333333330000003,0.1666666667,15.5,0.3166666667,2,-0.0056666667000000006,-2.4166666667,9.2083333333,0.1402932255,1,0.0019676441,-2.3216380182,-0.2897251956,0.8299916269000001,10.3,7.3,2.36374701,0.4231953459,1.7501169557,-0.6998557458,0.0,-1.5388511534,-0.0795013106,0.0,5.3201349372,3.2239519308,0.1486354127,2.82258889,-1.0170844173,3.9312389163,224.0,10,0.7901260376,0.0012826473000000001,0.9,0.0012424709,0.47222222220000004,-1.3862943611198906,-1.3862943611198906,-2.748384152235016,-0.8502756592,2.167495192,0.450186595,1.5286952698,-0.2182297601,,,,,,,-8.5714182545,0.3720471838,4,1.7367095623000002,0.4014181104,2.2011379608,-0.3106188988,3.3516590313,0.4042988725,1.9457304695,-0.25998260030000003,0.4365853659,0.0236122831,2.5560928752,0.3541235742,1.4373892051000001,0.2342982972,327.0,5.7,5.6,,,,,330.1666666667,324.0,3.3105139136,0.36523507380000003,1.3381423809,-6.1666666667,-3.656641604,1.9047904812,0.3398810768,2.0010739119,-0.8310417977000001,-0.0762059055,0.0200826448,0.4083391658,0.0566428836,1.5599789021000001,-0.2004112861,-0.7245089949,2599.3148148148,13,8,3723.5,0.6933736886,0.4798348877
s495,1.1407460799,0.27784776370000003,1.6953024922000002,2.2,39.9090909091,0.2666666667,13.8095238095,0.30000000000000004,-0.2591743896,-1.0536531466,3.8316494995,0.3754163324,2.4723453612,-0.3086477328,-9.008429445918043,-7.253012369688495,3.5222991241,0.3158704124,1.6714305987,0.6666666667000001,0.33333333330000003,18.7916666667,-0.0625,1,0.0008333333,-6.7916666667,23.5,0.0614764141,1,-0.0011325301000000001,-4.6355932203,-0.0758848617,0.9060378039,7.7,5.7,1.892372968,0.46526068340000004,2.7163175433999998,-0.4251850495,0.6666666667000001,-1.8260586546000002,-1.2904606514,-0.7962484724000001,3.7276379925,2.0833511906,0.1307760657,2.9971894164,-0.6807759697,4.096807786,190.0,6,0.8790130615,0.0015840798,1.0,0.0015111806,0.5,-5.553730190361736,-4.625581180301964,-5.553730190361736,-0.6290859778,2.4881026042,0.3708403089,2.6195604648,-0.45258072860000004,486.6666666667,2.5927259736,0.342405006,1.7392192147,68.0,54.5,,0.6830312686000001,9,1.5246024924000001,0.712839957,2.5564902121,-0.3071980461,2.3335082402,0.37984086180000004,2.1145749391,-1.2081489842,0.5351758794,0.0752233766,2.6540916053,0.3047776166,2.4213795009,-0.6810433175,345.5,6.3,6.8,532.0,3.9470100132,0.3443379072,0.7317896861026505,,,,,,,,2.5312285888,0.2942158043,3.4401445627,-0.3008648785,-0.1910611642,-0.0781902592,1.6132326836000002,0.2860967987,2.5711020074,-0.1745805694,0.23757430540000002,3024.8958333333,6,6,4755.0909090909,0.2990012492,0.1994789565
s500,0.6965463157,0.025718379200000002,1.8002432812,1.7000000000000002,15.9285714286,0.0666666667,9.88,0.1666666667,-0.5414591517,-0.32409339130000003,3.5025208577,0.4198377029,1.500695902,-0.5110976404,-9.178662457416713,-7.706002786829616,3.8707107404,0.3049390677,1.1391010091,0.6666666667000001,0.33333333330000003,8.7916666667,-0.0458333333,0,-0.0031666667,-0.2083333333,10.4166666667,0.1024096386,2,-0.0060318562000000004,-2.2028793139,0.0132760314,0.7968565815,8.3,6.0,1.3413475478,0.4600469265,1.9765273581,-0.4267384587,0.5,-1.7469269426,0.29273582940000004,0.1932209246,4.933693088,2.3250587981,0.0308471843,2.9946605618,-1.2890129854999999,3.38738178,98.0,4,0.6600288153,0.0011750945,0.7800827026,0.0013104869000000001,0.5277777778,-6.449609932071972,-5.553730190361736,-4.625581180301964,-1.0658513974,1.3949286155,0.4279484852,2.0066964299,-0.30346946350000004,336.1666666667,3.3161728253,0.3527612975,0.9194401012000001,39.0,18.5,,0.5690631232000001,6,1.2112202779,0.5943982742,1.8888901728,-0.0042060345,,,,,0.6314496314,0.11016233760000001,3.4276262678,0.3543282153,1.628952154,-1.0137898972,348.0,6.3,5.8,265.8333333333,5.3439975344,0.3335198111,0.8192459392625315,287.5,314.8333333333,3.9434418543,0.3528288859,1.3624182895999999,27.3333333333,-24.3520114943,2.6286212105,0.3877949062,2.1340836007,-0.4707969353,0.0809709144,0.0104415123,1.9380432468,0.4106423421,1.6092053301,-0.20399010310000001,-0.5644259105,2924.7916666667,4,8,5440.3333333333,0.7882678466,0.6691724853000001
s501,1.192241228,0.277014753,1.3936509607,1.9,43.3529411765,0.4333333333,34.2380952381,0.30000000000000004,-0.48389365230000003,-1.3991473076,3.2619793771,0.4161786756,1.4063211399,-1.5033184049,-8.153367773161165,-6.908736159888563,2.6505182725000003,0.30370106880000003,1.3483223034,0.33333333330000003,0.6666666667000001,22.875,-0.1375,2,-0.0005,-1.625,16.9583333333,0.0157801418,1,-0.0015744681000000001,-1.9255319149,0.1692394716,0.4782132691,7.1,6.2,0.6844910627,0.0161297739,1.3123382091,-0.5535444637,0.6944444444,-1.3041409497,0.9582178166,0.0,5.3201349372,2.3532172897,0.0377808563,2.2629840528000003,-0.8893284577,4.1867508355,,5,0.6878027916,0.0014254551,0.7545106411,0.0016828473,0.8055555556,-6.449609932071972,-6.449609932071972,-6.449609932071972,-1.0399666947,1.5321418331999999,0.41941586200000003,1.8911086708,-0.5629534165,,,,,,,,0.4996598941,11,1.4837173825,0.4789369331,2.0470159293,-0.4083402121,2.6329655641,0.394015463,1.77458765,-1.5833833311,0.6231527094,0.0386435591,4.1607651882,0.3039808685,1.4214400354,-2.0648215052,421.0,5.6,5.6,429.1666666667,3.0816346899,0.2517089686,0.7715954582668536,341.1666666667,326.1666666667,2.2654534125,0.3356999945,1.1994356696,-15.0,15.6252212642,3.0669799673,0.4099549571,1.3720173578,-2.2134953571000002,0.12557561180000001,-0.8051840835,1.6374980633,0.3470879083,1.6472489876,-0.3140266115,-0.0066432037,3160.6018518519,-6,9,7457.8333333333,0.9071361217,0.3788261502
s502,0.7716983759,0.2175794536,1.4079825325,1.75,32.25,0.0666666667,16.7307692308,0.1333333333,-0.3353459063,-1.1381388225,3.7078113246,0.2857079625,2.4352635031,-1.6115050437,,,5.1882872013,0.1553538605,2.9837258408,0.8333333333,0.1666666667,9.75,0.025,0,-0.002,3.330669074e-16,29.0476190476,-0.0184507042,0,0.0022816901,-0.5704225352,-0.0058905304,0.9388091704,7.2,6.9,1.9115307516,0.3639138618,2.2417423292,-0.7830760278000001,0.30555555560000003,-0.2124272594,-0.3767340196,-0.0658959303,1.1093446829,0.8131935925,0.11736048110000001,1.5528144936000001,-1.1195720593,3.7262636324000002,112.0,5,0.6919198990000001,0.0015943219,0.6936035156,0.0014199634000000001,0.5,-3.664674886451777,-4.625581180301964,-2.748384152235016,-1.0636010319,1.9101417616,0.39662549950000003,2.1099478247,-0.5159073173000001,,,,,,,,0.5767231572,14,1.7872349142,0.4488695773,2.1104345432,-0.0281196906,3.2773328795,0.3530889808,2.0773071183,-0.7542944756000001,0.40049751240000003,0.0719089257,4.0109162753,0.3162429652,1.6374438131,-0.7891916175,315.0,5.9,6.6,,,,,,,,,,,,2.6128420685,0.361780323,2.0521607084,-1.0826302942,-0.0831167424,-0.7153092963000001,1.7377235187000002,0.295679579,1.7571961682000001,-0.0868744842,0.19609918440000002,2032.125,2,8,5065.75,0.7955531836,0.2185438797
s504,1.4273283825,0.25326827090000004,1.7552953457,3.6,44.7368421053,0.36666666670000003,33.5294117647,0.4333333333,-0.666778477,-1.6440751275,4.617369734,0.3383574252,2.729228705,-1.4538697066,-7.787507015295477,-8.246616205397741,6.3402265278,0.2651157933,1.5681646425,1.0,0.0,8.5,0.3083333333,2,-0.0163333333,-0.9166666667000001,14.0416666667,0.2991525424,3,-0.0188057995,-3.8915662651,-0.1945364756,0.6997041112,7.8,5.9,2.207216011,0.4479094474,1.8660951774,-0.7876360337,0.8055555556,-2.8501234199,1.1918580315,0.3298219498,4.6604910377,2.861413601,0.0100192742,2.3782657718,-0.9575666758,4.0502743994,219.0,6,0.8931747437,0.0009447511,1.0,0.0014723181,0.5277777778,-6.449609932071972,-7.365900695568905,-6.449609932071972,-0.789087555,1.6602039042999999,0.36825406580000003,1.674394971,-0.7008718532,287.1666666667,4.4524849734,0.3307917016,1.6915234731000002,24.0,26.5,-17.7884210874,0.4313400605,18,1.7648785017000002,0.3972179129,1.8119232630000002,-0.2892265359,2.2843883554,0.4005782583,1.7558138837000001,-2.1119390006,0.4950980392,0.0572853771,2.6797329145,0.2306371619,1.3222942629,-0.4634836573,261.5,6.3,5.8,403.8333333333,2.5337691403,0.3248803021,0.0989479086022023,265.3333333333,319.8333333333,3.2386609895,0.31142831,1.3934512159,54.5,32.8324950579,2.3313712137,0.296148159,1.5515306297,-0.8803392252000001,-0.7711927052,-1.3037881568,1.5906809356,0.0832275259,2.417063933,-0.486046662,0.0464635331,1995.1916666667,-7,9,7795.3636363636,0.8139339687,0.3807411298
