,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,writing_task.neutral_probability,writing_task.positive_probability
s028,2.3202344745,0.2181341715,1.4758726998,2.6,43.7222222222,0.4,25.2857142857,0.5333333333,-0.590630372,-0.8006172128,3.9424986511,0.3815717221,1.9346855506,-1.6104788555,-7.789518022099963,-5.237819133894846,3.5985718911999998,0.2682293394,1.794911326,0.6666666667000001,0.33333333330000003,16.2916666667,-0.0208333333,1,0.0008333333,-4.2916666667,27.5,0.0119077307,0,-0.0014763092000000002,-2.1452618454,-0.3187783638,0.8574144487,8.8,8.0,2.4788637089,0.41237763310000003,1.9912069561,-0.7075987133,0.0833333333,-1.5384085091,1.8191315337,-0.09204657470000001,3.1862650416,2.0240229121,0.2370911877,1.4660610535,-0.8893284577,4.1867508355,134.0,2,0.718359375,0.0015058986,1.0,0.0017774583,0.8611111111,-4.625581180301964,-4.625581180301964,-3.664674886451777,-0.8448969030000001,1.7446690055,0.38929674070000003,2.1274561282,-0.0332418296,332.0,2.6748798924,0.2958894389,1.7057200723000001,-3.5,139.5,13.1322092208,0.5418513672,8,2.1010797427,0.4581240599,1.6079590907,-0.2199229962,2.8794069667,0.43066418300000003,1.7947430284,-1.933467794,0.380952381,0.0461583512,3.7601842076,0.3264185384,1.6423968285,0.08015381390000001,353.0,5.8,6.0,365.6666666667,3.4596840718,0.3710334222,0.2939585474832389,,,,,,,,2.4677870941,0.4253837198,1.6721066278,-0.3021917255,0.2435855284,0.0195116379,2.5158311477,0.36577796030000004,1.8110156305,-0.4263614438,0.0631497377,2100.3703703704,13,7,4013.0,0.878117361,0.3632841739
s032,1.0790968483,0.0579753852,1.3704370418,1.75,30.0416666667,0.2,11.6363636364,0.2666666667,0.17822301710000002,-0.30435157100000004,4.7025864256,0.2890373174,2.9131329377,-0.1864028845,-7.296626431491478,-6.531223395496672,5.5008089276,0.3062960939,1.0971592141,0.33333333330000003,0.1666666667,8.4166666667,0.05,1,-0.003,-4.5,4.0833333333,0.18309859150000002,3,-0.006,-1.5281690141,-0.2329064039,0.8999507389,6.2,4.8,2.1318562629,0.3690397863,1.9445454133000002,-0.6478362583,0.6388888889000001,-2.4440565433,2.7458143811999998,0.0,5.3201349372,2.894803561,0.0197196752,2.1561071374,-0.9575666758,4.0502743994,186.0,8,0.5,,0.9500000000000001,0.0024626115,0.6111111111,-6.449609932071972,-6.449609932071972,-5.553730190361736,-1.6218989217000002,1.442698826,0.4068526562,1.7801506638,-0.1945812337,,,,,,,-1.3024422447,0.6737623433000001,4,1.4615947266,0.3015994953,2.2279522942,-0.3476552577,3.2060105761,0.4003437526,2.2052572198,-3.3739275251,0.40975609760000004,0.0562013523,4.9021348485,0.27154657460000003,1.405100917,-1.75030588,242.0,4.6,4.1,232.5,7.0894945009,0.3149783389,1.3258214458485609,266.6666666667,314.5,3.850861685,0.3285063681,0.9149043333,47.8333333333,-5.9772439949,3.0758151802,0.32195062690000004,2.2088449878,-1.2561452907000001,,,,,,,,1874.7291666667,12,8,3851.4166666667,0.5375737653,0.6415003779
s034,2.3397266118,0.307147596,1.5702930074,3.2,44.4444444444,0.4,13.6363636364,0.2666666667,-0.5101244169,-0.3642535496,3.4000647296,0.33161037130000004,1.8478646484999999,-1.5472034381,-5.193610600537951,-3.3384564351942894,6.4391964209,0.23941145930000002,2.0027443289,1.0,0.0,24.0416666667,0.0458333333,1,-0.0005,-3.7916666667000003,22.0,0.11005772650000001,1,-0.0066181172,-4.7238010657,-0.0170928651,0.8935255193,7.2,6.9,3.1870575242,0.3555144632,1.8686674282,-0.5023864957,0.0555555556,-2.9547052149,1.8622546806,0.1910395678,4.9380558016,3.4537884995,0.2079327749,1.8210634189000001,0.0,5.965407751,202.0,9,0.7963762283,0.0018475266000000001,0.8335723877000001,0.0021623757,0.5277777778,-1.8444397271102142,-1.3862943611198906,-1.8444397271102142,-0.6370807169,1.8654464576,0.40319888940000004,1.662968132,-0.7699062080000001,424.3333333333,3.3389597902,0.3033984328,1.6333864805,70.5,106.5,,0.3647836808,8,1.9089119853,0.45763445690000004,1.9021647501,-0.6605912962,3.383244137,0.3626523184,1.313929849,-2.5050261946,0.4975609756,0.0984270862,5.2873893053,0.2242778934,2.4486625631,-0.7201245154,330.5,7.0,5.4,452.0,2.6272152881,0.321112971,0.23893458857903216,242.5,259.3333333333,3.4480360794,0.2867331994,1.9901746714000002,16.8333333333,11.0448962102,2.5701217518,0.3025274745,1.6148930408000002,-0.8134977097,-0.7277212486,0.0905749752,1.2896843139,0.3304200928,1.4901043563,-0.2314173632,-0.7179267107,1569.8611111111,9,9,3942.25,0.8095301792,0.5192613311000001
s042,1.1351887751,0.3453398305,1.5582415411000001,2.0,39.1818181818,0.2666666667,24.6315789474,0.36666666670000003,-0.906235471,-0.7542958948,3.2012108805,0.4144583712,1.6034647720000001,-1.1317834715,-10.70374789485229,-9.104529157898149,2.8785560969,0.3102066644,1.2129873543,0.8333333333,0.1666666667,15.0833333333,0.033333333300000004,1,-0.0013333333,-3.6666666667000003,21.6666666667,-0.025,2,-0.0056666667000000006,-2.3714285714,-0.0015145454,0.7979653655000001,7.4,6.2,1.9625819804,0.5102709919,1.7719849218000001,-0.9636278019000001,0.9166666667000001,-1.601083711,-0.0133636797,-0.14226252420000002,3.3527661372,1.9353300692,0.0169629876,2.3393785296000003,-1.070541321,3.8243251091,244.0,4,0.7636707306,0.0021105786,0.9679077148,0.0019073622,0.47222222220000004,-8.511264302067358,-7.365900695568905,-7.365900695568905,-0.8610218117,1.8666207252,0.38535189410000004,2.1729988359,-0.2958849149,,,,,,,-3.6154287001,0.7048703801,16,1.1384475487,0.5255974575,1.80496381,-0.6192101268,3.0985500244,0.3970867858,1.9731557058,-1.6305921979,0.6098765432000001,0.0861157706,2.1289052297,0.3263028811,1.4918348235,-0.7199372706,342.0,6.2,6.7,358.5,2.694839713,0.3619672412,0.2491865806958793,342.6666666667,351.1666666667,3.0694093908,0.3276655416,1.4659001758999999,8.5,41.530427448,2.2719116786,0.435185926,1.8329428323,-1.7757065885,-0.7405775436,-0.2751287182,1.5186407519,0.3682605203,1.7422988492,0.0270738645,-0.15919000860000002,1727.6437229437,26,6,2378.3333333333,0.2040754317,0.16913876220000001
s049,1.0488723357,0.1766110338,1.228655326,1.65,33.0952380952,0.30000000000000004,25.1333333333,0.5,-0.6881870572000001,-0.8253504803,3.8379010809,0.32909701020000004,1.9713216132,-1.8826210069,-6.952249842468917,-6.422275648213015,3.2231931441,0.2655434665,1.346408609,0.33333333330000003,0.6666666667000001,17.6666666667,0.05,1,-0.0033333333,-4.25,25.2083333333,-0.043661971800000005,0,0.0004225352,-0.5140845070000001,0.15367748350000002,0.9740379364,7.1,5.2,2.2989078168,0.3465625087,2.2440443613,-0.5403666907,0.0555555556,-1.7930956086,-0.326459485,0.0,5.3201349372,3.5980022021,0.081728801,3.5662244103000003,-1.0385004382,3.3813588491,149.0,7,0.8391448975,0.0025828386000000003,0.9008956909,0.002726907,0.47222222220000004,-2.748384152235016,-3.664674886451777,-3.664674886451777,-0.702301134,2.4347135979,0.3477462383,2.2846975222,0.09461019650000001,283.5,3.5447926803,0.3233014489,1.6730155895,33.0,41.5,,0.5037524114,8,1.5523704638,0.5850976566,1.9801610003,0.0064801285000000005,3.1327157283,0.42257610570000004,1.8328893057000002,-2.2960768203,0.4556650246,0.0571773312,3.0291901332,0.2700935076,1.2434157437,-1.2319872792,419.5,4.1,5.1,332.8333333333,3.0404983858,0.3623210677,0.5190857350222597,222.8333333333,234.0,3.0999217703,0.37221319880000003,1.3491187973,11.1666666667,32.4666767341,1.8538763645,0.3084956353,1.7669191175,-0.1958650052,0.06377470560000001,-0.0871297656,1.6586873108,0.2960408268,1.8750196713,-0.7127239541,-0.5845726048000001,1672.8125,13,6,5014.7083333333,0.38232337240000003,0.6690042794000001
s060,1.7289661482,0.2994767458,1.6633046552000001,3.2,49.6666666667,0.5,25.7894736842,0.36666666670000003,0.2653944352,-0.5257388847,3.7830879163,0.360097979,1.684519236,-1.1488534583,-4.491719481340037,-5.7550548850512975,5.1088857402,0.3034422775,1.22259506,0.8333333333,0.1666666667,3.6666666667000003,0.0833333333,3,-0.005,-2.4166666667,5.0833333333,0.0535793731,2,-0.0075955511,-2.8417593529,0.00020826820000000002,0.6973081329,10.4,9.2,2.516344879,0.4953879232,1.6455884441,-0.6263234117,0.5277777778,-3.6806185315,-0.0073702869,0.1910395678,4.9380558016,3.2600765672,0.2752714362,1.4556792377,-1.1195720593,3.7262636324000002,229.0,9,0.9847656250000001,0.0006895626,1.0,0.0013037095,0.75,-4.625581180301964,-4.625581180301964,-4.625581180301964,-0.41539554700000003,2.2623766775,0.3901789263,1.7846729356000002,-0.6719667427,360.5,3.4471095910000003,0.3752063231,1.3319944745,95.0,21.5,9.8923120515,0.467776179,16,1.8613278387,0.5020335475000001,1.4761089886,-0.45118798600000004,3.6087222501,0.4408699366,1.5659477374000002,-1.4860129952,0.46095717880000003,0.1080941026,4.1593180006,0.2887456332,1.3461458688999999,-1.9794050865,318.0,7.3,6.9,382.6666666667,2.9277893542,0.3487771967,0.22115261279074552,282.5,353.3333333333,3.7591555266,0.3332719181,1.5596133268,70.8333333333,42.9275844104,3.1482511478,0.3717166274,1.7043484748000002,-1.0356594925,-0.9499261269,-0.7516071407,1.9366477137,0.3638337386,1.7797275402000001,-0.6335223974,-0.18055099930000001,2058.2636363636,10,7,3764.0833333333,0.30023393870000004,0.2913274167
s062,1.0636323793,0.3008021884,1.6114388278,2.1,22.4,0.1666666667,25.5454545455,0.2666666667,-0.26273498900000003,-0.7851532695000001,3.5684896950000002,0.3763654239,2.3412209220999998,-0.8850804665,-5.760049665753145,-4.695764636343307,2.426813681,0.2709701886,1.3606881387,1.0,0.0,4.4583333333,0.10416666670000001,3,-0.006500000000000001,-3.2083333333,13.7916666667,0.041502463100000005,0,-0.0006256158,-1.0201149425,0.2668709757,0.5652086429000001,7.2,7.5,1.8492356565999999,0.3893017711,2.051876377,-0.8673469698,0.2777777778,-1.0587634029,0.20025577590000002,-0.6932395302000001,3.1607721784,1.983412622,0.2871920193,1.5319427627,-0.8075379761,4.3503317988,202.0,9,0.6650108576,0.0007856365,0.8120579243,0.0009199542,0.6944444444,-4.625581180301964,-3.664674886451777,-2.748384152235016,-0.7324802871,1.9454651989,0.4555129811,1.9692670326,-0.2213538313,352.5,2.1619718293,0.349809358,1.3469172261,4.5,130.0,15.9832693424,0.3731253503,13,1.6364654565999999,0.5097859162,1.8540619146,-0.7617472510000001,2.7921473213,0.4226205456,1.8280927424,-3.215382267,0.5461346633,0.0309802076,3.7362790834,0.2952773689,1.1231038255,-1.3260108834,,6.2,5.5,295.0,3.2537724521999998,0.33593757690000003,0.3240280545416061,264.1666666667,225.8333333333,3.0982515464000002,0.3292073001,1.6297216661,-38.3333333333,33.956223176,2.4980200582,0.4281859682,1.6120234634,-1.2945699105,-0.677678856,-0.7877535545000001,1.8848410022,0.3647720783,1.5522879125,-0.6276383351,-0.9280931408,3011.8541666667,8,6,4517.3333333333,0.1718704859,0.29299772300000004
s063,2.1910715963,0.2482476535,1.6899022988999999,3.45,30.9130434783,0.2333333333,16.2307692308,0.1333333333,-0.4204262711,-0.23445330350000002,3.765322833,0.404846847,2.1409159608,-1.1120544324,-3.437845085045951,-3.442046079663945,,,,0.1666666667,0.5,10.375,0.0125,0,-0.0011666667,0.0416666667,13.5833333333,0.0635184807,1,-0.0018660404000000002,-3.8192771084,-0.1305052593,0.7872679897,9.2,7.6,2.8949835599,0.46828922430000003,1.6784527649,0.19716950390000001,0.0,-1.6588553678,2.1382752244,-0.1448413667,3.3579238221,2.377507521,0.2892440395,1.0599482476,-1.1195720593,3.7262636324000002,87.0,9,0.5,,0.9419433594000001,0.0018539359,0.6388888889000001,-1.3862943611198906,-2.748384152235016,-1.8444397271102142,-2.7887488884,1.368183537,0.4004132071,1.3547245015,-0.12299554950000001,,,,,,,4.7596639938,0.5419792213,6,1.5945991664,0.4329318498,1.8470934093,-1.5460732296000002,3.6323595549,0.43771067010000003,1.3194908021,-2.4189936781,0.5588972431,0.1117733724,3.6528437945,0.35865267500000003,1.4858207844,-0.7020984805,401.0,5.3,5.8,322.6666666667,3.6450549894,0.3838065241,0.16761108186526572,346.6666666667,236.6666666667,2.1553482107,0.3368078842,1.0664399321,-110.0,9.9907811559,2.6789585519,0.37169693200000004,1.9675172289,-0.6617878527000001,-0.3083790684,-0.1966761078,2.0368774315,0.4089559239,1.4180341047,-1.0913958802,-0.8428584569,1928.25,3,6,4967.1818181818,0.8370711785,0.16629202340000002
s065,0.9444668427,0.11865648620000001,1.6872515901,1.6,29.6956521739,0.2333333333,15.5238095238,0.30000000000000004,-0.5425953026,-0.8700763875,3.0835706465,0.3583404766,2.0283889656,-0.5539242485,-7.3969745110566345,-9.23995354569583,2.0389591568,0.2145808338,1.5264566298,0.6666666667000001,0.1666666667,7.6666666667,0.05,1,-0.0046666667000000005,-3.1666666667,6.8333333333,-0.0973023839,1,-0.0055533250000000004,-0.7440401506000001,6.938893904000001e-18,-1.595945598e-16,7.9,5.1,0.7092808075,0.237076149,2.0927300889,-0.4467752699,0.7777777778,-0.6389499236,2.0986157955,0.7002039655000001,3.9197270062,1.4403570559,0.2594276414,1.5651304374000001,-1.5813581226,2.8026915057,106.0,8,0.6364894867,0.0019913827,0.6673725128,0.0024085212,0.7777777778,-4.609202534990781,-3.664674886451777,-4.609202534990781,-2.0808043159,1.2329362644,0.4180226583,1.3035151481,-0.3168232295,,,,,,,,0.32881343020000003,6,0.3079707507,0.0279150422,2.3471586832,-0.40602744960000003,2.0655428156,0.44418898,1.5902300435,-1.6734642530000001,0.376344086,0.0323275201,1.6573629718,0.0806957793,1.836343987,-0.7336630117,305.0,7.2,3.9,,,,,291.0,521.1666666667,1.5793910139,0.2328474267,1.648098708,230.1666666667,19.459800995,0.8292541432,0.1159812276,1.7927949036,-1.0477898154,-1.2068961288,-0.1048574956,0.35450314520000004,0.0446709969,1.8182776954,-0.2546333273,-0.1673384157,1305.5633608815,21,6,2129.5,0.8161974934,0.3283289542
s066,0.7417763166,0.2641357984,1.2399423669,1.75,29.2083333333,0.2,13.4814814815,0.1,-0.7947991047,-0.3146170938,3.8829890886,0.3420164383,1.9226861296000002,-0.33597679340000003,-9.178662457416713,-6.210432129928556,3.4616802339,0.3101886192,1.1900842985,0.0,0.6666666667000001,8.125,-0.0125,0,0.0025,-0.7083333333,8.0833333333,0.225,2,0.0023333333,-1.5833333333000001,-0.4014370897,0.6618000889,7.9,6.7,1.4913893950000001,0.5228293956,1.6198673709,-1.038522728,0.47222222220000004,-1.5004317814,0.6000643981,-0.7548590441,3.810416849,2.9968749043000003,0.2674311308,1.6751259252000001,-0.9575666758,4.0502743994,156.0,6,0.6927155256,0.0010427193,0.6844765901000001,0.0011305443000000001,0.5277777778,-7.365900695568905,-7.824046010856292,-6.449609932071972,-1.2453011836,1.9182825715,0.4731344095,1.9169570502000002,-0.18105972350000002,339.0,3.6016531087,0.3235124952,1.6402412646,38.5,-35.5,-1.4479000037,0.6320841931,9,1.4316066652,0.5366156368,2.0540065415,-0.1243211261,2.3044234095,0.3947409931,1.939137796,-1.1488294337,0.37215189870000004,0.052075713200000005,2.8716582634,0.2910372596,1.7445389165,-0.2994690995,353.0,5.3,5.4,,,,,300.6666666667,334.6666666667,4.5077164435,0.3515973261,1.9335699862,34.0,14.7252461322,2.3417228477,0.4360995432,1.7138235956,-1.8402699571,-0.31776877470000003,0.13955116180000002,1.4557352906,0.055832221200000004,2.126953761,-1.0346065703,-0.6468958074000001,2714.7777777778,0,9,4091.25,0.1925864579,0.2455347628
s071,1.0871376212,0.21157008230000002,1.5433963003,2.15,14.0909090909,0.2666666667,15.8148148148,0.1,-0.8110238481,-0.40287720590000003,3.1162581255,0.4172190374,1.9038006637,-0.29144939810000003,-5.085552285725692,-3.5484680948295066,5.9331197148,0.2985935061,1.9494922781000001,0.33333333330000003,0.5,10.125,-0.07083333330000001,2,0.00016666670000000001,-2.2916666667,8.2916666667,0.016421568600000002,0,-0.0020098039,-0.45833333330000003,0.33324067,0.1368406422,8.2,7.5,1.9557854184,0.4221556996,1.9515151728000002,0.2584039128,0.4166666667,-0.9060094376000001,-4.6723888287,-1.5753864747000002,0.8500741887000001,1.7294847302,0.25068967670000003,1.3159016721,-0.7347402228000001,2.4369575517,162.0,7,0.7197738647,0.0012448901,0.7429323197000001,0.0013413058,0.5,-4.625581180301964,-4.625581180301964,-3.664674886451777,-1.1058239571,1.7041236211,0.39084603500000004,2.2632010472,-0.1796582506,294.3333333333,2.5512719839,0.42949484260000004,1.6140277979,3.5,43.0,-2.4545350501,0.5845496250000001,12,1.4559733726,0.5303661732,2.02174374,-0.0379129146,3.9575133319,0.388279553,2.3304588547,-2.965870357,0.5604938272000001,0.0814959255,2.9317827369,0.30461133030000004,1.8510600282,-1.4075285784,453.0,5.1,4.1,260.8333333333,2.8353159103000003,0.45675065200000003,0.4181795522416959,327.3333333333,301.6666666667,2.5594669235,0.06502991200000001,3.3317691651,-25.6666666667,77.7316559743,2.711761901,0.3223172748,2.2660971167,-0.7962364009,-0.5478149229,-0.4145196835,1.7321050326,0.3803126,1.7578822823,-0.1484646569,0.5530877166,2477.7018518519,4,7,5508.5833333333,0.8308472881000001,0.1405770658
s081,0.6183388778000001,0.4575430328,1.5637289641,1.05,36.25,0.33333333330000003,25.4444444444,0.4,-0.38468186,-1.106795988,4.6492843645,0.30170322310000003,3.6258108288,-0.8211876225,-6.64383576300703,-4.237698029307851,3.912104072,0.2334443943,2.0550258517,0.33333333330000003,0.6666666667000001,11.125,-0.07083333330000001,1,-0.0025,-1.875,18.9583333333,-0.0314256825,1,0.00039838220000000004,-4.5333670374,-0.3617387924,0.7476289194,7.3,6.5,1.8771674090000001,0.3468488408,1.6921357269000001,0.2390261079,0.1111111111,-1.3810192618000001,0.9996920671,0.0,5.3201349372,3.8821754286,0.1064178331,3.5201065418,-0.8893284577,4.1867508355,159.0,4,0.6307462215,0.0008980930000000001,0.6628083944000001,0.0009898992,0.6944444444,-4.625581180301964,-2.748384152235016,-2.748384152235016,-0.9971236629,2.0310519163,0.36619518830000003,1.9609580452,-0.3582509688,262.0,3.7998196742,0.2250483056,2.3149723634,18.0,93.0,,0.5639088968,12,1.4946876065,0.46543394050000003,2.0404491791,0.1761697666,4.559551359,0.3367061159,2.2459739834,-2.1588216684,0.4516129032,0.0347224359,3.2661464191,0.251840245,2.0363912262,-0.2355593761,378.5,5.7,5.1,225.3333333333,4.9866286575,0.2522886902,1.5814164487823932,221.75,256.6666666667,2.5962890032,0.3113101286,2.8738056571,34.9166666667,86.7369991051,2.8782421619000003,0.2525595728,2.4553928871,-1.1417700401,-0.4922416249,-0.6351298356,1.842574881,0.26336086410000004,1.9548032518,-0.2134838967,0.11606115400000001,1829.1851851852,3,9,3605.6666666667,0.19687823510000002,0.1365280687
s082,2.1020285939,0.1911280029,1.6211539321,2.65,36.8181818182,0.2666666667,18.8636363636,0.2666666667,-0.7055386029,-0.9779459805,3.9090918269,0.3236545145,2.0815249181,-1.0608405557,-8.13428730652605,-4.988512434152287,5.6476368377,0.2486263182,2.19578233,0.8333333333,0.0,5.7083333333,0.0291666667,1,-0.0021666667,-1.875,3.25,0.0041962175,2,-0.0068345154,-1.2919621749,0.29550928800000004,0.7944050146,8.2,5.9,2.9241432978,0.438401297,2.1343729378,-0.7830295012,0.1111111111,-0.9592321045000001,-0.2046515459,0.0,5.3201349372,3.7410010628,0.0110603614,4.2055585407,-0.7017421781000001,4.5619233948,209.0,9,0.8108306885000001,0.0019553837,0.9811523438,0.0022369199000000003,0.6944444444,-5.553730190361736,-4.625581180301964,-3.664674886451777,-0.629799228,2.1363894269,0.3077839572,2.8203260301,-0.3536083062,259.1666666667,3.8268902362,0.3106765731,1.8187249834,3.0,51.5,12.9506471232,0.6762551069,15,1.6254417713,0.47277249450000003,2.3889008016,-0.5737458950000001,2.7883897919000002,0.37352764400000005,1.9682215229,-2.7283664924,0.48888888890000004,0.0492278647,5.0772905839,0.3100214094,1.812631625,-1.3117846451,251.0,6.2,5.5,290.8333333333,4.5161230164,0.3288193318,0.5344220395960761,218.3333333333,260.6666666667,3.5316339658,0.30630812020000003,1.6947512449,42.3333333333,58.2717476489,4.0364233525,0.34703597070000003,2.5368591977,-0.9331329659,-0.7433049052,0.0074878126,2.4348744213,0.2498619054,2.2365735942000002,0.0868523427,-0.4318233596,2702.787037037,-1,7,5343.25,0.4725999708,0.31401691800000003
s083,0.9150114772,0.0213132548,2.0114772076,1.85,29.12,0.1666666667,28.75,0.4666666667,-0.43870959660000003,-0.0160102123,2.2284209324,0.4688965484,1.6198858588,-1.0310462708,-5.489829241238187,-5.870929213611643,2.0667869598,0.0588946569,2.0179818604,0.0,0.8333333333,15.4583333333,0.0208333333,1,0.00016666670000000001,-2.625,19.4166666667,0.0960383909,1,-0.0063957525,-3.5301204819,-0.1107216911,0.6662935574000001,6.9,5.0,1.7669505666,0.4872644452,1.5414038245000001,-0.31356887580000004,0.5,-1.4163962203,-0.9192599019000001,0.15744220620000002,2.6155831731,1.5297368996,0.0796109291,2.2042674696,-0.4884848921,3.7122256308,210.0,7,0.7518432617,0.0008687640000000001,1.0,0.0010651033,0.5277777778,-3.664674886451777,-3.664674886451777,-2.748384152235016,-1.2678833748,1.382421423,0.5020379111000001,1.6592787456,-0.40899600140000003,277.8333333333,2.4330882615,0.16550894330000002,2.8589010778,-79.5,20.0,-8.1141595966,0.488994831,6,1.0476003821,0.5669092345,1.5648321665,-0.6874514782000001,1.9438227061000002,0.45611071350000004,2.0646678099,-1.9564958758,0.5746835443,0.0684652135,4.5269227648,0.3966157283,1.3490169413,-1.0684300963,408.0,4.6,5.0,,,,,335.3333333333,316.1666666667,2.4973427633,0.2877271911,1.9928832371,-19.1666666667,45.1921743697,2.3787304591,0.3914543023,1.3562793288,-0.9693339017,-0.042569698,-0.5802973711,1.4585881594,0.4721780135,1.482481693,-0.8196704618,0.0349499182,2659.1033333333,4,8,3512.1666666667,0.884768219,0.35310797190000004
s084,1.2214667791,0.2553938213,1.0547804398,1.45,29.8095238095,0.30000000000000004,23.619047619,0.30000000000000004,-0.5910111165,-1.0451788384,3.2950894972,0.3999458858,1.6414989678,-0.9949647840000001,-6.319587464504525,-4.515223262766875,5.0700844012,0.2817939116,1.1912958143,0.5,0.5,2.9583333333,-0.0041666667,2,-0.0078333333,-0.5416666667,10.2916666667,-0.06547799700000001,1,-0.010176024300000001,0.7638196401,-0.3011692918,0.3067876754,7.3,7.4,1.3165848485,0.42473274310000003,1.459101239,-1.044465606,0.0,-4.8401202286,-2.1691372524,-0.8686866792,2.2440675647,1.7245710691,0.2479145086,0.9803972771,-1.2998757984,2.384482812,176.0,10,0.7519756317,0.0019321562,0.8106766224,0.0020632659,0.5,-2.067339257049917,-2.067339257049917,-1.3862943611198906,-2.9312156245,2.0337001279,0.3649231934,1.1674829968,-0.20887143600000002,405.3333333333,2.1766929195999998,0.3263164035,1.1954985024,101.5,19.0,9.7475659927,0.45653910410000004,4,1.7070668606,0.4642146522,1.4097273865,-0.031092501600000003,3.2282222778,0.4299915026,1.5027969749999999,-1.8163460178,0.4617283951,-0.0022886987000000003,2.458818496,0.2252511627,1.0909187311,-1.8183648958,318.0,5.0,4.8,240.3333333333,2.4627490624,0.3186805648,0.276341241085205,,,,,,,,2.7707053425,0.29664353800000004,2.1883974435,-1.7526393038,-0.4763919742,0.0964859651,0.7587767822,0.28547469000000003,1.3495793076,-0.5811673877,-1.0133653547,3163.6904761905,-1,7,6621.3333333333,0.8310590050000001,0.2003643785
