,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.auc_large,bickel_titrator.auc_medium,bickel_titrator.auc_small,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.prop_healthy_choice,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AX_errors,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.AY_errors,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.BX_errors,dot_pattern_expectancy.BY_errors,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.omission_errors,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.prob_weighting,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,local_global_letter.conflict_hddm_drift,local_global_letter.global_congruent_errors,local_global_letter.global_error_cost,local_global_letter.global_incongruent_errors,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.local_congruent_errors,local_global_letter.local_error_cost,local_global_letter.local_incongruent_errors,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.negative_priming,shape_matching.positive_priming,shape_matching.prime_trials,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.conceptual_responses,shift_task.fail_to_maintain_set,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_fit,shift_task.model_learning_rate,shift_task.nonperseverative_errors,shift_task.perseverative_errors,shift_task.perseverative_responses,shift_task.total_errors,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.commission_errors,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.inhibition_slope,stop_signal.omission_errors,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stop_signal.total_errors,stroop.congruent_errors,stroop.errors,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.incongruent_errors,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s463,0.7417125156000001,0.1574227383,2.2185462319,1.85,53.125,0.4666666667,755,30.1111111111,0.4,510,-0.1031272102,-1.0255060262,3.7265296053,0.3561759869,2.5107515569,-0.40787383720000003,0.4476044521,0.1150017123,0.056367294500000005,0.0003399867,0.0040856018,0.0418896484,3.6312391915,0.31329424240000003,1.448860699,0.6666666667000001,0.1666666667,7.7916666667,0.1125,3,-0.009166666700000001,-1.7916666667,10.4166666667,0.1596428571,2.0,-0.027385714300000003,-3.0369047619,0.0156278728,0.20408163270000002,0.9254918183,8.3,8.5,2.0303350623,0.5247450361,2.0284944544,0.5471307298,0.25,1.0,0.4121453404,2.0,2.971767866,0.0,0.0,0.1910395678,4.9380558016,2.4785139197,0.0580221666,2.6370441851,-0.7625664513,0.11428571430000001,3.9332268227,0.0031746032000000003,147.0,7.6113128603,0.7339492028,0.3752535483,7,0.6922149658,0.0008671109,1.0,0.0013141611000000001,0.6388888889000001,0.9784630806000001,0.9784630806000001,0.9784630806000001,0.9784630806000001,0.0256124969,0.0256124969,0.0256124969,-0.894982385,0.0,-242.0,0.2,1.7203903956,0.4169802831,1.7878451270000002,0.0,-213.0,0.1666666667,-0.3892945176,291.8333333333,1.9483839906,0.2800314611,1.5230031186000001,51.5,102.5,12.6999484459,-7.2633754856,0.5855357495,10,1.5138190196,0.5758712308,2.1138393614,-1.0949766933,2.2620017638,0.4759481722,1.6294131991,-15.0,53.5,0.1146953405,-1.7117647445,0.4751243781,92.0,8.0,0.0434108639,0.0003126308,8.2790905457,0.8201419545,-200.7168581326,0.2045038227,96.0,115.0,200.0,211.0,4.0648970163,0.35469429010000003,1.3669164435,0.31666776890000004,323.0,6.7,5.6,283.8333333333,3.245632981,0.4018777317,1.3788502499,252.8333333333,275.5,0.5166666667,2.9017146112,0.37073955470000003,1.4772780783,0.0182611188,0.0452380952,22.6666666667,9.6892702771,0.1866666667,0.0,3.0,2.3794759003,0.41949207780000003,1.6345501108,3.0,-1.4432212966,-1.1447895494,-0.9737614072,1.134449184,0.3769062353,1.8735231592,-0.0112038899,-0.07609921,1698.89,14,9,2736.4166666667,0.6658935564,-0.24675600920000001,1.3273310421,0.1689118649,0.1470948391
s464,0.4051550694,0.0083732987,1.3789585,1.15,32.6923076923,0.1333333333,800,40.625,0.4666666667,600,-0.6619134947,-1.4472240561,2.8292798257,0.4349871429,1.7124480158000002,-0.7792791976,0.6521404110000001,0.042364726000000005,0.17570376710000002,0.0005852322,0.0016902161,0.0191894531,0.8971190751,0.0278935374,1.8063400638,0.0,0.6666666667000001,18.125,0.1208333333,0,0.0021666667,0.7083333333,15.375,0.05,1.0,-0.00041176470000000003,-1.8676470588,-0.0259759967,0.1875,0.7878190095000001,6.5,5.7,0.5087136369,0.4627593448,1.6462659071,-1.3675429990999999,0.8888888889000001,3.0,-6.1709621493,8.0,-5.9573633382,9.0,0.0,-1.1498474865000001,1.2948905264000001,1.1684857302,0.023566583500000002,1.6080958794,-0.7514882369,0.2,3.186218941,0.009523809500000001,,25.7627506452,0.9984046207,0.3968411315,9,0.8642578125,0.0017518944,0.706350708,0.0015427573,0.6111111111,0.9997499962,0.999299955,0.9991661563,0.9997499962,0.0006324555,0.0004,0.0002011893,,,,,,,,,,,,,,,,,,,,0.6214688403,3,1.0384958856,0.5184837355,1.6943256452000002,-0.1795440432,2.4603183227,0.4777611182,1.6358048526,-29.5,-24.5,0.1023622047,-0.8877151622,0.3521126761,24.0,1.0,0.0510157444,-0.0056037734,0.7499988958,0.0001967943,-385.8086735149,0.08682361350000001,134.0,96.0,130.0,230.0,1.7434795686,0.3416473249,1.3293015549,-0.8215495958,403.0,6.6,4.6,346.1666666667,2.0374661238,0.3840611949,1.4663657974,493.5,536.0,0.5388888889,1.7106631238,0.3309138549,1.5381574395,0.009882526,0.1166666667,42.5,-7.5299763033,0.2433333333,3.0,12.0,1.5835950652,0.405558022,1.4875830406000001,9.0,-1.1188845974,,,,,,,,2422.7740740741,14,7,2689.4166666667,-0.3940838018,0.20917492070000002,-0.0388236587,0.30243387600000005,0.37195086520000004
s465,0.8756638102000001,0.3167165402,2.0290424136,2.2,48.1818181818,0.2666666667,1000,18.8888888889,0.4,320,-0.7393781687000001,-0.8741101528,3.4645831076,0.4867372487,2.7117137403,-0.8487364835000001,0.5862517123000001,0.08527568490000001,0.0754691781,0.0002436751,0.0027232056,0.02896875,1.8726469344,0.252797839,2.5426909616,0.33333333330000003,0.5,16.9166666667,0.058333333300000005,2,-0.0043333333000000005,-4.3333333333,17.2916666667,0.1009656652,2.0,-0.0025373391,-5.0656652361,0.5387979596,0.1489361702,0.1273364382,7.7,5.8,1.9216269501,0.8260943129,2.6810538913,-0.31331478430000004,0.5555555556,1.0,-2.8377854074,3.0,-2.1958623577,2.0,1.0,-0.5724086694,3.3663605721,1.7944897897,0.28012291780000004,1.9757250608999999,-1.2494826612,0.3142857143,3.4664424285,0.0,122.0,59.8991114415,-8.5507035957,0.8568707964000001,6,0.8465061188,0.0008668525,0.7994915962,0.0008072554,0.3611111111,0.9954988699,0.9954988699,0.9954988699,0.9904938162,0.0038729833,0.0038729833,0.009797959,-0.3083927931,0.0769230769,-48.0,0.0,1.920943665,0.46713166230000003,2.0630981257,0.0,-181.5,0.0666666667,-0.36069670600000003,358.0,2.5916492363,0.34638241200000003,1.9427766313000001,-7.0,184.5,15.1655583939,-10.8854783059,0.6293952577,15,1.088403961,0.731073292,2.2322353933,-0.7446992854000001,2.3391566915,0.49724049530000003,2.0984893167,25.0,26.5,0.11552346570000001,-0.2782242036,0.36434108530000003,57.0,8.0,0.0197588822,0.0023062003,6.8437876061,0.5796121285,-306.8217444004,0.2196518791,154.0,92.0,126.0,246.0,3.7527755909,0.23289508,2.054164346,-0.9028359047000001,333.5,6.8,5.6,278.3333333333,3.9078530104,0.420604923,3.066588423,328.1666666667,319.8333333333,0.5444444444000001,3.0123487187,0.4614223646,2.2881027407,0.0067827429,0.0738095238,-8.3333333333,102.3658210233,0.215,1.0,6.0,1.7137328096000002,0.4236127894,1.909086393,5.0,-1.1956620613,-0.22214028900000002,-0.8725248364,1.4951016559,0.3551253622,2.0306754619,0.1612113637,0.3125253025,3852.0,-21,1,8754.25,0.0483741398,0.021715342000000002,0.3335692703,0.7957090674,0.30740870870000003
s466,0.5342210438,0.1102221993,1.983215456,1.85,13.7142857143,0.0666666667,368,9.7916666667,0.2,227,-0.4901182925,-0.8862445095,4.1555565773,0.2924867903,3.4531863245,0.10418094230000001,0.1478390411,0.0834195205,0.036236301400000004,0.0044881785,0.0479899902,0.1412949219,3.8713367274,0.27448275450000004,1.3210878508000001,0.6666666667000001,0.1666666667,6.7083333333,0.0791666667,0,-0.0035,0.0416666667,4.9166666667,0.2594047619,2.0,-0.0012904762,-2.144047619,0.1279994147,0.3125,0.4554964885,8.9,7.9,1.7798457021,0.5087978998,2.4302754879,-1.67565834,0.0,0.0,2.6898249701,0.0,2.9849457558,0.0,0.0,0.0,5.3201349372,5.1685313803,0.21008694700000002,7.4285014676,-0.9575666758,0.1428571429,4.0502743994,0.0,187.0,46.0626954627,1.000384038,0.8291899447000001,10,0.7083417892,0.0010019975,0.9890625,0.0009966662,0.6111111111,0.9538658187000001,0.9538658187000001,0.9538658187000001,0.9012813101,0.06403124240000001,0.06403124240000001,0.158113883,-0.3433597376,0.125,-72.5,0.2727272727,1.2752921458,0.4546421276,2.1274975995,0.0666666667,-355.0,0.0476190476,-0.7399878044,309.1666666667,3.8566982856000003,0.2756877598,2.528301279,-14.5,90.0,32.5177317881,-26.6922765779,0.7020750746000001,11,2.2215531398,0.5737058782000001,1.9818670012,0.0641210668,2.7252548127000003,0.4325648185,1.6622851436000001,-38.5,-4.0,0.1290322581,-2.0762094528,0.382133995,49.0,4.0,0.0163230579,0.0024018611,18.4976645885,0.7673940441,-304.0999158257,0.1178656503,147.0,102.0,146.0,249.0,3.3791652274,0.2946294399,1.6908289362,-1.3447736030000002,315.5,5.1,4.0,272.8333333333,3.6383898917,0.36409915740000004,2.2912288975,276.3333333333,268.3333333333,0.5222222222,3.438397832,0.3653992391,1.581679779,0.0078477622,0.0261904762,-8.0,47.1758865248,0.17500000000000002,0.0,1.0,2.7983438966,0.38296237320000004,2.6319035414,1.0,-0.7083781237,-0.5795282346,-0.47130305780000004,1.4794666739,0.1369606986,2.4833468924,-0.4659231937,-0.3677442584,5848.25,-12,2,8381.2083333333,0.1681793798,-0.207954363,-0.2110518453,0.6714391576000001,0.2790955482
s467,1.0333492899,0.3348101949,1.4845362742,2.0,16.2,0.1666666667,387,17.875,0.2,412,-0.5250642097,-0.6561623985,4.0078561062,0.4066414537,2.0632963394,-1.2407044395,0.0386678082,0.0313287671,0.035334760300000004,0.15734846500000002,20.8790830078,0.1833554688,3.5607961295,0.3408487659,1.3481887659,0.0,0.8333333333,12.0416666667,-0.0291666667,1,0.0031666667,-1.2916666667,7.2916666667,0.0951041443,2.0,-0.0015069787,-2.028022332,0.1787792867,0.2916666667,0.7385464856,5.6,3.3,2.4405126491,0.3331494238,2.0365353673,0.6999726962,0.0277777778,0.0,-2.3952308771,2.0,-1.4429148863,1.0,0.0,-0.5629734621,4.194188013,2.67517901,0.2558633551,2.5606446549,-0.5402436899,0.0285714286,4.8849203713,0.0,181.0,7.6113128603,0.7339492028,0.3752535483,7,0.6438240051,0.0008910011,0.65,0.0017257695,0.5833333333,0.866,0.8834645520000001,0.8834645520000001,0.866,0.25,0.25,0.25,-1.8815229018,0.0,-435.5,0.125,1.318619578,0.43689645860000004,1.5775196127000002,0.0,-238.0,0.5882352941,-0.43917138180000004,249.8333333333,3.0641273614,0.37044323090000003,1.6276575473000001,32.5,150.5,-3.1941004024,5.1069855327,0.4276950095,2,1.8495561068000002,0.555933819,1.9890565078,0.6979956214,2.8797090082,0.4358488366,1.670740793,-20.0,-6.0,0.0683453237,-2.9474453163,0.4183168317,84.0,5.0,0.0764678597,-0.0033224005000000003,12.166357832,0.25654440500000003,-189.5856622003,0.0636938725,127.0,108.0,186.0,235.0,3.8937533619,0.3447685143,1.8272409806,-0.6508270685,286.5,5.5,5.4,294.8333333333,1.6825464619,0.4124204207,1.5767843744999999,228.8333333333,249.0,0.5388888889,3.6740048857,0.4071312589,2.1201473331,0.0040185825,0.0476190476,20.1666666667,-21.5729640347,0.195,0.0,1.0,2.8260047065,0.35852046200000004,1.9471044363,1.0,-1.3936933277,-0.3487334332,0.5771919505,0.5563259722,0.0625713387,1.8587690270000001,-0.0892758285,-0.8965990764,3424.3761904762,1,6,5546.0,-0.010753565100000001,0.4339484764,0.6564070041,0.5636077225,0.6444832007
s468,1.1665602514,0.227679608,1.0859939809,1.1,39.3333333333,0.30000000000000004,777,25.8823529412,0.4333333333,417,0.2219365264,-1.3917026576,2.0809219699,0.3502392535,1.4613092064,-0.9010536639000001,0.9687517123,0.9687517123,0.3072148973,4.36e-06,4.2169e-06,0.0006933594,2.4288546159,0.22179016240000002,1.0798339258,0.6666666667000001,0.1666666667,11.625,0.10416666670000001,2,-0.024166666700000002,-6.0416666667,6.125,0.0906862745,0.0,-0.0021666667,-0.9901960784,-0.21054103170000002,0.0408163265,0.3604082203,7.7,4.9,0.561134743,0.0658662804,1.6267955576,-1.7088579284,0.8611111111,,,,,,,,,,,,-1.0820225484,0.3714285714,2.8201893119,0.0063492063,130.0,25.7627506452,0.9984046207,0.3968411315,9,0.6772982836,0.0012811597,0.6381545067000001,0.0015206618,0.5277777778,0.9997499962,0.9997499962,0.9997499962,0.9969909785000001,0.0002011893,0.0002011893,0.0008898748000000001,-1.3339885176,0.0833333333,164.0,0.3888888889,1.1337912329,0.3831791834,1.7814546305,0.0,272.0,0.1904761905,-0.3745951703,,,,,,,-6.8757261775,8.0384128492,0.7496762738,6,0.7393548965000001,0.22848120030000002,1.6229909849,-0.4433698587,1.8876471416,0.17946239120000002,2.122376894,64.5,-13.0,0.083032491,-0.8142522363,0.3290816327,12.0,0.0,0.0163155328,-0.0018455670000000002,0.1401800853,0.1194919978,-429.2053807606,0.7622522363,177.0,86.0,114.0,263.0,1.8041452144,0.313518095,1.5018895555,-0.12301754540000001,282.0,7.1,6.0,410.8333333333,2.8951776209,0.2887722721,1.4118241398,,,,,,,,,,,,0.0,2.0,2.2065740018,0.27475755420000003,2.0888178533,2.0,-0.8238357104,-0.3993392792,-0.1537551561,1.0463538605,0.0915407299,2.0491497402,-0.5686789453000001,-0.1724019658,1846.0277777778,12,7,3889.6666666667,,,,0.8641007274,0.3005941055
s469,0.8318910775,0.2927626104,1.3576672484,1.7000000000000002,25.8333333333,0.2,585,13.6956521739,0.2333333333,300,-0.9730974865,-0.6650061279,4.0568648385,0.4373997754,2.1383912442,-0.539934574,0.3468065068,0.039507705500000004,0.075385274,0.0019628162,0.11785449220000001,0.3255136719,6.0659180962,0.2709992247,2.1222349638,0.1666666667,0.5,17.0833333333,0.125,1,-0.0016666667,-2.5,17.875,0.0467735348,0.0,0.0054302634,-1.7771084337,-0.0313445314,0.2653061224,1.1247700844,6.3,5.4,2.6920773475,0.44273766210000004,1.8011758529000002,-0.5325232315,0.0,0.0,0.44632601980000003,0.0,1.497108193,0.0,0.0,0.0,5.3201349372,3.3244310757,0.2815470832,2.3642788737,-0.8893284577,0.11428571430000001,4.1867508355,0.0,222.0,10.925098711,0.9214174355,0.2565783653,8,0.7259790421,0.0012726102,0.8725616455,0.0017990564,0.5833333333,0.9012813101,0.8834645520000001,0.8834645520000001,0.9012813101,0.158113883,0.158113883,0.158113883,-0.9226822429,0.0,3.0,0.0769230769,1.9785397396,0.39610161390000004,2.0640388421,0.0,38.0,0.125,-0.6670590081000001,296.5,3.9166554728,0.29497715280000003,1.9591296964,-25.0,116.5,9.5935780524,-6.9697203367,0.5117351171,14,1.731081569,0.4351894545,1.5917180949,-0.5671220307,3.4094866804,0.4325033977,1.5787702566,10.0,-7.0,0.0857142857,-1.7686455392,0.5465686275,143.0,11.0,0.007108185800000001,0.0071329005,6.7777596363,0.8826696555,-237.4272401868,0.1976033072,105.0,80.0,148.0,185.0,3.1853344544,0.29641960170000003,1.2649730602,-0.6692418092,309.5,6.1,6.0,365.6666666667,2.8344665124,0.32988787880000003,1.4433053858,262.6666666667,253.8333333333,0.5166666667,3.6861677337,0.3269992208,1.6457188588,0.0216488537,0.0261904762,-8.8333333333,23.7904761905,0.1733333333,1.0,1.0,2.9271144822,0.4080694388,2.0533463206,0.0,-1.6263600706,-0.3769165312,-0.0181650692,1.9344157636000001,0.32555417470000003,1.7379640126,-0.2764174385,-0.9643781517000001,2439.3642857143,12,5,5099.6666666667,-0.7938967094,0.0827152257,-0.4933003139,0.8324493087,0.5012340848
s470,1.3795243992000001,0.21780811630000002,1.5803674616999999,2.55,32.5,0.4,550,10.0,0.33333333330000003,190,-0.7560066002,-0.5614800941,4.4331291663,0.27755004180000004,2.4027073562,-0.2781134088,0.0502919521,0.0639743151,0.0749914384,0.0101576962,0.0182125244,0.0348320313,6.0096197485,0.245797182,2.11170795,0.8333333333,0.1666666667,9.5416666667,0.3125,2,-0.0035,-2.4583333333,11.0833333333,0.1569117647,2.0,-0.000407563,-4.5304621849,-0.11076145550000001,0.2653061224,0.6307412399,8.7,8.1,3.0853602141,0.5204575921,2.7788365948,0.27701558060000003,0.25,0.0,-2.9127431623,1.0,1.6178827088,0.0,0.0,0.0,5.3201349372,2.3327474318,0.0028650626,2.2481978843,-0.7017421781000001,0.0571428571,4.5619233948,0.0,152.0,2.3916188301,-2.7538603758,0.3492235958,5,0.8016897202000001,0.0008600621,0.9938232422000001,0.0013159543000000001,0.6666666667000001,0.9784630806000001,0.9784630806000001,0.9784630806000001,0.9784630806000001,0.0256124969,0.0256124969,0.0256124969,-0.3351194538,0.0,-345.0,0.0555555556,1.9470365299,0.3592648587,2.5025952297,0.0,,0.0,-0.3175911125,310.6666666667,3.8314370478,0.3203701612,1.9648802309,74.0,46.0,,,0.5663985341000001,15,1.8470510865,0.4806746992,2.1832160881,-0.5370676188,3.0346946758,0.41174264110000003,2.4808509536,-18.0,-4.5,0.0860215054,-1.1376847057,0.4264705882,91.0,11.0,0.12440885630000001,-0.0067947084,5.5719075831,0.6791197412000001,-283.952490694,0.24020462280000002,143.0,91.0,140.0,234.0,5.0892428805,0.3199793729,2.0675451059,-0.7602649846,244.0,6.9,6.6,294.6666666667,3.2319335846,0.3305869642,2.6043141919,209.8333333333,218.6666666667,0.5166666667,3.7980689704,0.3011478004,1.9849168131,0.0147872943,0.019047619000000002,8.8333333333,49.5426617874,0.1683333333,0.0,1.0,3.1574025505,0.3423824554,2.0015550441,1.0,-1.2394570048,-1.3891109163,-0.3475290488,1.6521988773,0.3447007314,1.9676436121,0.1033148218,-0.42980503340000004,2203.5833333333,5,10,3501.9166666667,0.8780715462,-1.0707425417,-0.19767185950000002,0.8455318787,0.7425756593
s471,0.7228700048000001,0.035886841100000004,1.5146421113000001,1.9,30.0,0.33333333330000003,579,24.4705882353,0.4333333333,394,-0.32074857430000003,-1.4237421861000001,3.248771907,0.3281714873,2.2789270397,-0.7066668368,0.1291746575,0.036776541100000004,0.041489726000000005,0.006017352100000001,5.5678164063,0.4368291016,3.2375920376,0.2787312066,1.5523259085,0.0,0.6666666667000001,14.75,0.075,1,-0.006,-0.75,17.7916666667,0.0085714286,1.0,-0.0022761905,-3.5857142857,0.1695965364,0.08510638300000001,-0.15421938570000002,6.8,5.0,1.2095782616,0.4619437155,1.6392822991,-0.30893613400000003,0.1666666667,0.0,-1.1460717254000001,2.0,-0.6821184655,4.0,0.0,-0.9927888592,3.3345572188,2.0482549101,0.0711436084,2.2682384073,-0.2211906058,0.0285714286,4.2468142033,0.009523809500000001,100.0,1.2928725743,0.514558072,0.0438060331,4,0.7242507935,0.0015028700000000001,0.7269584656,0.0014840076,0.5555555556,0.9784630806000001,0.9784630806000001,0.9538658187000001,0.9390795958,0.0256124969,0.06403124240000001,0.0636371852,-2.5223179552,0.0,-250.5,0.5714285714,1.0185372723,0.35695984540000003,1.4582374396,0.0,174.5,0.5263157895,0.2908301297,,,,,,,8.7765643621,-6.7913798165,0.7428714658000001,7,0.7275533077,0.526102717,1.7662849305,0.0141435628,2.9828967053,0.4958228851,1.9179415251,94.5,66.0,0.0501792115,-1.6920793345,0.41439205960000003,82.0,7.0,-0.024401954700000002,0.005290125200000001,6.5611087598,0.7768692235,-281.9193618053,0.1806394449,127.0,109.0,153.0,236.0,3.1133876475,0.2825087779,1.8862801283000001,-0.5449596264000001,375.5,5.7,5.3,294.5,4.7021767929,0.3252869259,1.9954822455999999,164.5833333333,242.8333333333,0.5555555556,3.6290603378,0.3678845409,1.8427999640000001,0.0004086521,0.1023809524,78.25,23.5913793103,0.2383333333,0.0,4.0,2.0374122987,0.44126883440000003,1.9347445223,4.0,-2.1706585753,-0.5540117343000001,-0.1713230881,1.5175568516,0.327514636,1.5597417607000001,-0.6525880864,-0.21807431200000002,2789.8866666667,6,8,4624.1666666667,-0.8346920498,0.8350104388,-0.3220987701,0.8348524595,0.6225294788
s472,0.9026613879000001,0.0799079686,1.4685684019,1.4,32.8125,0.4666666667,500,45.1176470588,0.4333333333,740,-0.5678681516,-1.4331843696,2.3857514862,0.40472031350000004,1.2705794859,-0.0762392559,0.0449075342,0.042558219200000004,0.0331986301,0.0117159724,0.029017334000000002,0.2244599609,4.9501685011,0.300628815,1.5685542363,0.0,0.8333333333,8.875,-0.0125,1,-0.0021666667,-3.875,9.6666666667,0.0236675516,1.0,-0.0010843373,-2.9836634674,-0.0511844009,0.1632653061,0.7464391804,6.7,4.2,0.4489590833,0.4485222251,1.1535890818,-2.7426119337,0.0,2.0,-1.65666475,1.0,0.2865138982,1.0,0.0,-0.20749572630000002,3.4832325413,3.0931705068,0.3256639344,1.186111775,-1.2890129854999999,0.3428571429,3.38738178,0.0,117.0,46.0626954627,1.000384038,0.8291899447000001,10,0.6570756674,0.001066822,0.7081039429,0.0011506331000000001,0.4444444444,0.866,0.8834645520000001,0.8834645520000001,0.866,0.25,0.25,0.25,-1.8047683746,0.0,-43.5,0.4166666667,1.7843063334,0.4092953016,1.1918988291,0.0714285714,-114.5,0.1875,-0.4281420361,,,,,,,,,0.48246688460000003,8,1.0577532519,0.41720789280000004,1.3809538262,-0.150946675,2.9846748602,0.41157978,1.2334306218,-4.0,11.0,0.1035714286,-1.7158803443,0.27318295740000004,27.0,1.0,0.0596477108,-0.0041519015,17.7665683551,0.5573549807,-318.7088296246,0.0335479201,171.0,119.0,142.0,290.0,2.7362469686,0.31133376090000003,1.325055049,-1.5999622516,397.0,5.8,4.5,372.5,2.6719098561,0.3658851254,1.3571026867,,,,,,,,,,,,1.0,4.0,2.2393990674,0.39981438690000004,1.6448729772,3.0,-2.0046114239,-0.6897567833,-0.039859948,0.7317193484000001,0.054188491500000005,1.8548138304,-0.9883523708,-1.1060668185,1900.0744047619,28,6,3804.1666666667,-0.5367506094,-0.4698114869,-0.7275595255,0.8695873854,0.211404944
